"index"	"sample"	"cluster"	"step"	"(annotation) subject"	"(annotation) pident"	"(annotation) qlen"	"(annotation) slen"	"(annotation) length"	"(annotation) mismatch"	"(annotation) gapopen"	"(annotation) qstart"	"(annotation) qend"	"(annotation) sstart"	"(annotation) send"	"(annotation) evalue"	"(annotation) bitscore"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(annotation) % contig aligned"	"(blast) subject"	"(blast) subject title"	"(blast) pident"	"(blast) qlen"	"(blast) slen"	"(blast) length"	"(blast) mismatch"	"(blast) gapopen"	"(blast) qstart"	"(blast) qend"	"(blast) sstart"	"(blast) send"	"(blast) evalue"	"(blast) bitscore"	"(cluster) taxon-id"	"(cluster) centroid"	"(cluster) number of members"	"(cluster) cumulative read depth - spades [%]"	"(cluster) cumulative read depth - megahit [%]"	"(cluster) cumulative read depth - trinity [%]"	"(cluster) members"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(failed_mapped) mapped reads"	"(samtools Raw) total length"	"(samtools Raw) average length"	"(samtools Raw) average quality"	"(samtools Raw) error rate"	"(samtools Raw) mismatches"	"(samtools Raw) reads MQ0"	"(samtools Raw) reads mapped (R1+R2)"	"(samtools Raw) reads mapped %"	"(samtools Raw) reads unmapped (R1+R2)"	"(samtools Raw) reads unmapped %"	"(samtools Raw) reads QC failed"	"(samtools Raw) reads QC failed %"	"(samtools Raw) reads paired"	"(samtools Raw) reads paired %"	"(samtools Raw) reads properly paired"	"(samtools Raw) reads properly paired %"	"(samtools Raw) reads duplicated"	"(samtools Raw) reads duplicated %"	"(samtools Raw) non primary alignments"	"(samtools Raw) supplementary alignments"	"(samtools Raw) outward oriented pairs"	"(samtools Raw) inward oriented pairs"	"(samtools Raw) insert size average"	"(samtools Raw) insert size standard deviation"	"(samtools Raw) bases mapped"	"(samtools Raw) bases mapped cigar"	"(samtools Raw) bases trimmed"	"(samtools Raw) bases duplicated"	"(picard) unpaired reads examined"	"(picard) read pair optical duplicates"	"(picard) unmapped reads (R1+R2)"	"(picard) estimated library size"	"(picard) unpaired read duplicates"	"(picard) secondary or supplementary rds"	"(picard) read pairs examined"	"(picard) read pair duplicates"	"(picard) % duplication"	"(picard) library"	"(samtools Post-dedup) total length"	"(samtools Post-dedup) average length"	"(samtools Post-dedup) average quality"	"(samtools Post-dedup) error rate"	"(samtools Post-dedup) mismatches"	"(samtools Post-dedup) reads MQ0"	"(samtools Post-dedup) reads mapped (R1+R2)"	"(samtools Post-dedup) reads mapped %"	"(samtools Post-dedup) reads unmapped (R1+R2)"	"(samtools Post-dedup) reads unmapped %"	"(samtools Post-dedup) reads QC failed"	"(samtools Post-dedup) reads QC failed %"	"(samtools Post-dedup) reads paired"	"(samtools Post-dedup) reads paired %"	"(samtools Post-dedup) reads properly paired"	"(samtools Post-dedup) reads properly paired %"	"(samtools Post-dedup) reads duplicated"	"(samtools Post-dedup) reads duplicated %"	"(samtools Post-dedup) non primary alignments"	"(samtools Post-dedup) supplementary alignments"	"(samtools Post-dedup) outward oriented pairs"	"(samtools Post-dedup) inward oriented pairs"	"(samtools Post-dedup) insert size average"	"(samtools Post-dedup) insert size standard deviation"	"(samtools Post-dedup) bases mapped"	"(samtools Post-dedup) bases mapped cigar"	"(samtools Post-dedup) bases trimmed"	"(samtools Post-dedup) bases duplicated"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools) number of indels"	"(bcftools) number of samples"	"(bcftools) number of SNPs"	"(bcftools) number of MNPs"	"(bcftools) number of no-ALTs"	"(bcftools) number of records"	"(bcftools) number of others"	"(bcftools) number of multiallelic sites"	"(bcftools) number of multiallelic SNP sites"	"(bcftools) number of transversions"	"(bcftools) transversion in 1st alternative"	"(bcftools) number of transitions"	"(bcftools) transistion in 1st alternative"	"(bcftools) transistions/transversions ratio"	"(bcftools) transition/transversion in 1st alternative"	"(bcftools) substitution T->C"	"(bcftools) substitution A->C"	"(bcftools) substitution C->A"	"(bcftools) substitution G->T"	"(bcftools) substitution A->T"	"(bcftools) substitution C->T"	"(bcftools) substitution T->G"	"(bcftools) substitution T->A"	"(bcftools) substitution G->C"	"(bcftools) substitution C->G"	"(bcftools) substitution G->A"	"(bcftools) substitution A->G"	"(general_stats) mosdepth Mean read depth"	"(general_stats) mosdepth Min read depth"	"(general_stats) mosdepth Max read depth"	"(general_stats) mosdepth Median read depth"	"(general_stats) mosdepth 1X coverage"	"(general_stats) mosdepth 5X coverage"	"(general_stats) mosdepth 10X coverage"	"(general_stats) mosdepth 50X coverage"	"(general_stats) mosdepth 100X coverage"	"(general_stats) mosdepth 200X coverage"	"(general_stats) mosdepth 500X coverage"	"(general_stats) mosdepth 750X coverage"	"(general_stats) mosdepth 1000X coverage"
"SRX19467387_cl8_it2"	"SRX19467387"	"cl8"	"it2"	"AY603973:GENE_183318-188960;"	"0.995"	"11931"	"5643"	"5640"	"28"	"0"	"9683"	"4044"	"1"	"5640"	"0.0"	"3750"	"Monkeypox virus"	"SPECIES"	"unknown"	"Monkeypox virus"	"10244"	"MPXV"	"DNA"	"N"	"N/A"	"Human,Vertebrate"	"47.27"	"acc|GENBANK|OP526860.1|Monkeypox"	"acc|GENBANK|OP526860.1|Monkeypox virus isolate MPXV_USA_2022_RI0001, complete genome|Monkeypox virus|VRL|26-SEP-2022 "	"100.0"	"11931"	"206803"	"11931"	"0"	"0"	"1"	"11931"	"6297"	"18227"	"0.0"	"22033.0"	10244.0	"megahit_scaffold2|size11931"	0.0	0.0	11.87	0.0	""	0.0	0.0	"0.00"	""	169938207.0	146.0	33.4	0.0008236503	18770.0	189.0	158735.0	13.682329637821447	1001411.0	86.31767036217856	0.0	0.0	1160146.0	100.0	156080.0	13.453479131074882	0.0	0.0	0.0	90.0	7718.0	70426.0	213.8	74.2	23265186.0	22788796.0	0.0	0.0	2395.0	0.0	1001411.0	54175.0	2338.0	90.0	78170.0	36793.0	0.478307	"Unknown Library"	158842935.0	147.0	33.4	0.000743449	8940.0	93.0	82811.0	7.63782693950132	1001411.0	92.36217306049868	0.0	0.0	1084222.0	100.0	82516.0	7.610618489571324	0.0	0.0	0.0	90.0	3660.0	37702.0	227.8	83.3	12169914.0	12025034.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	749.48	23.0	1778.0	735.0	100.0	100.0	100.0	100.0	100.0	98.0	83.0	46.0	19.0
"SRX20230124_cl262_it2"	"SRX20230124"	"cl262"	"it2"	"KU746283:KU746283;"	"0.675"	"2166"	"8109"	"120"	"39"	"0"	"1430"	"1311"	"236"	"117"	"3.382e-09"	"53"	"Guanarito mammarenavirus"	"SPECIES"	"unknown"	"Guanarito mammarenavirus"	"45219"	"GTOV"	"RNA"	"N"	"L"	"Human,Vertebrate"	"5.54"	"acc|GENBANK|PP172120.1|MAG:"	"acc|GENBANK|PP172120.1|MAG: Chrocavynd virus isolate CC1C_k141_73570 genomic sequence|Chrocavynd virus|ENV|20-APR-2024 "	"84.298"	"2166"	"3024"	"121"	"18"	"1"	"1310"	"1430"	"2862"	"2743"	"2.7899999999999997e-23"	"117.0"	159150.0	"megahit_scaffold31|size2166"	0.0	0.0	10.43	0.0	""	0.0	0.0	"0.00"	""	149468281.0	99.0	36.7	0.002792794	35037.0	465.0	131286.0	8.713167511086747	1375468.0	91.28683248891325	0.0	0.0	1506754.0	100.0	128500.0	8.528266724362437	0.0	0.0	0.0	5651.0	2293.0	54200.0	168.7	53.2	12950909.0	12545499.0	0.0	0.0	2324.0	0.0	1375468.0	25222.0	2177.0	5651.0	64481.0	41215.0	0.644448	"Unknown Library"	141116270.0	99.0	36.7	0.002448899	11146.0	137.0	46679.0	3.2822907899113103	1375468.0	96.71770921008869	0.0	0.0	1422147.0	100.0	46106.0	3.2419995963849026	0.0	0.0	0.0	5651.0	935.0	18008.0	174.9	64.8	4598898.0	4551433.0	0.0	0.0	1.0	41.0	0.0	1.0	1.0	41.0	0.0	0.0	42.0	0.0	0.0	0.0	19.0	19.0	22.0	22.0	1.16	1.16	7.0	4.0	3.0	2.0	2.0	6.0	3.0	1.0	2.0	2.0	3.0	6.0	1896.05	29.0	8707.0	1090.0	100.0	100.0	100.0	97.0	91.0	83.0	60.0	0.0	0.0
"SRX20230124_cl89_it2"	"SRX20230124"	"cl89"	"it2"	"KU746283:KU746283;"	"0.675"	"1286"	"8109"	"120"	"39"	"0"	"628"	"509"	"236"	"117"	"3.382e-09"	"53"	"Guanarito mammarenavirus"	"SPECIES"	"unknown"	"Guanarito mammarenavirus"	"45219"	"GTOV"	"RNA"	"N"	"L"	"Human,Vertebrate"	"9.33"	"acc|GENBANK|PP172120.1|MAG:"	"acc|GENBANK|PP172120.1|MAG: Chrocavynd virus isolate CC1C_k141_73570 genomic sequence|Chrocavynd virus|ENV|20-APR-2024 "	"84.298"	"1286"	"3024"	"121"	"18"	"1"	"508"	"628"	"2862"	"2743"	"1.6399999999999998e-23"	"117.0"	56947.0	"spades_scaffold195|size1286"	0.0	9.36	0.0	0.0	""	0.0	0.08	"77.76"	""	149468281.0	99.0	36.7	0.003544174	39867.0	5853.0	117798.0	7.817998160283629	1388956.0	92.18200183971636	0.0	0.0	1506754.0	100.0	106782.0	7.086890096193539	0.0	0.0	0.0	4834.0	1230.0	52719.0	185.2	64.2	11620907.0	11248602.0	0.0	0.0	2816.0	0.0	1388956.0	20792.0	2709.0	4834.0	57491.0	38008.0	0.668305	"Unknown Library"	141699635.0	99.0	36.7	0.0030265	11461.0	2796.0	39073.0	2.7361489157433074	1388956.0	97.26385108425669	0.0	0.0	1428029.0	100.0	33932.0	2.37614222120139	0.0	0.0	0.0	4834.0	575.0	16778.0	194.1	77.2	3852261.0	3786882.0	0.0	0.0	0.0	56.0	0.0	0.0	1.0	56.0	0.0	0.0	56.0	0.0	0.0	0.0	37.0	37.0	18.0	18.0	0.49	0.49	3.0	3.0	4.0	6.0	9.0	11.0	7.0	3.0	1.0	4.0	4.0	0.0	2713.25	63.0	8474.0	1728.0	100.0	100.0	100.0	100.0	100.0	94.0	0.0	0.0	0.0
"SRX21588694_cl1_it2"	"SRX21588694"	"cl1"	"it2"	"NC_045512:NC_045512;"	"0.993"	"23156"	"29903"	"13227"	"93"	"0"	"22813"	"9596"	"254"	"13480"	"0.0"	"8871"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"57.12"	"acc|GENBANK|OY447707.1|Severe"	"acc|GENBANK|OY447707.1|Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite|Severe acute respiratory syndrome coronavirus 2|VRL|26-JUL-2023 "	"99.861"	"23156"	"29807"	"19451"	"27"	"0"	"40"	"19490"	"22984"	"3534"	"0.0"	"35818.0"	2732396.0	"megahit_scaffold1|size23156"	1.0	6.62	71.97	0.0	"spades_scaffold5|size2623"	201.0	0.87	"868.03"	""	47760528.0	145.0	37.5	0.001462637	50970.0	0.0	242121.0	73.33888653298601	88019.0	26.66111346701399	0.0	0.0	330140.0	100.0	221672.0	67.14484764039499	0.0	0.0	0.0	1641.0	6560.0	110369.0	418.9	1190.0	35210559.0	34848024.0	0.0	0.0	3475.0	0.0	88019.0	14606.0	3397.0	1641.0	119323.0	104721.0	0.87906	"Unknown Library"	16724111.0	143.0	37.5	0.001599473	6454.0	0.0	29282.0	24.96312904408317	88019.0	75.03687095591684	0.0	0.0	117301.0	100.0	18316.0	15.614530140408009	0.0	0.0	0.0	1641.0	2232.0	10018.0	1936.2	2949.6	4174142.0	4035079.0	0.0	0.0	1.0	28.0	2.0	3.0	1.0	28.0	0.0	0.0	31.0	0.0	0.0	0.0	9.0	9.0	18.0	18.0	2.0	2.0	7.0	0.0	1.0	2.0	4.0	3.0	2.0	0.0	0.0	0.0	1.0	7.0	144.18	0.0	577.0	141.0	99.0	99.0	99.0	97.0	76.0	14.000000000000002	0.0	0.0	0.0
"SRX21588694_cl2_it2"	"SRX21588694"	"cl2"	"it2"	"NC_045512:NC_045512;"	"0.995"	"10555"	"29903"	"10176"	"51"	"0"	"229"	"10404"	"254"	"10429"	"0.0"	"6857"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"96.41"	"acc|GENBANK|OX943834.1|Severe"	"acc|GENBANK|OX943834.1|Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite|Severe acute respiratory syndrome coronavirus 2|VRL|22-JUN-2023 "	"99.779"	"10555"	"29643"	"10406"	"23"	"0"	"1"	"10406"	"3"	"10408"	"0.0"	"19132.0"	2732396.0	"spades_scaffold1|size10555"	0.0	32.88	0.0	0.0	""	172.0	1.63	"1629.56"	""	47760528.0	145.0	37.5	0.003675563	60080.0	1216.0	113350.0	34.33391894347852	216790.0	65.66608105652148	0.0	0.0	330140.0	100.0	103266.0	31.27945719997577	0.0	0.0	0.0	328.0	2522.0	51323.0	214.7	149.1	16728222.0	16345796.0	0.0	0.0	4654.0	0.0	216790.0	5725.0	4541.0	328.0	54348.0	48623.0	0.897989	"Unknown Library"	32679821.0	143.0	37.5	0.003248255	4995.0	68.0	11563.0	5.06365145191874	216790.0	94.93634854808126	0.0	0.0	228353.0	100.0	8552.0	3.7450788910152264	0.0	0.0	0.0	328.0	741.0	4493.0	780.6	1613.4	1647515.0	1537749.0	0.0	0.0	1.0	119.0	0.0	1.0	1.0	119.0	0.0	0.0	120.0	0.0	0.0	0.0	82.0	82.0	37.0	37.0	0.45	0.45	8.0	9.0	11.0	6.0	20.0	12.0	9.0	13.0	9.0	5.0	7.0	10.0	116.15	0.0	389.0	114.0	99.0	98.0	98.0	95.0	62.0	5.0	0.0	0.0	0.0
"SRX21588694_cl4_it2"	"SRX21588694"	"cl4"	"it2"	"NC_045512:NC_045512;"	"0.997"	"5289"	"29903"	"5136"	"15"	"0"	"71"	"5206"	"15553"	"20688"	"0.0"	"3583"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"97.11"	"acc|GENBANK|OP395451.1|Severe"	"acc|GENBANK|OP395451.1|Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/LA-EVTL14490/2022 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds|Severe acute respiratory syndrome coronavirus 2|VRL|09-SEP-2022 "	"100.0"	"5289"	"29718"	"5134"	"0"	"0"	"74"	"5207"	"15492"	"20625"	"0.0"	"9481.0"	2697049.0	"spades_scaffold2|size5289"	0.0	15.93	0.0	0.0	""	0.0	0.0	"0.00"	""	47760528.0	145.0	37.5	0.001750893	14600.0	0.0	65022.0	19.695280789967892	265118.0	80.3047192100321	0.0	0.0	330140.0	100.0	57012.0	17.269037378082025	0.0	0.0	0.0	201.0	2106.0	26566.0	185.1	58.5	9229330.0	8338601.0	0.0	0.0	7334.0	0.0	265118.0	3091.0	7227.0	201.0	28844.0	25753.0	0.903279	"Unknown Library"	39400084.0	145.0	37.5	0.001840436	1414.0	0.0	6289.0	2.317184155161805	265118.0	97.6828158448382	0.0	0.0	271407.0	100.0	5520.0	2.0338458477489527	0.0	0.0	0.0	201.0	467.0	2453.0	326.8	589.3	868886.0	768296.0	0.0	0.0	1.0	7.0	0.0	1.0	1.0	7.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	109.1	27.0	342.0	109.0	100.0	100.0	100.0	96.0	59.0	1.0	0.0	0.0	0.0
"SRX21588694_cl5_it2"	"SRX21588694"	"cl5"	"it2"	"NC_045512:NC_045512;"	"0.986"	"4304"	"29903"	"2307"	"32"	"0"	"1"	"2307"	"23075"	"25381"	"0.0"	"1533"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"53.6"	"acc|GENBANK|OX943834.1|Severe"	"acc|GENBANK|OX943834.1|Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite|Severe acute respiratory syndrome coronavirus 2|VRL|22-JUN-2023 "	"99.902"	"4304"	"29643"	"3063"	"2"	"1"	"1"	"3063"	"22995"	"26056"	"0.0"	"5638.0"	2697049.0	"spades_scaffold3|size4304"	0.0	16.47	0.0	0.0	""	11.0	0.28	"278.81"	""	47760528.0	145.0	37.5	0.005572461	44163.0	57.0	60262.0	18.25346822560126	269878.0	81.74653177439875	0.0	0.0	330140.0	100.0	52656.0	15.949597140607016	0.0	0.0	0.0	2771.0	2396.0	24112.0	184.4	52.1	8643324.0	7925224.0	0.0	0.0	6882.0	0.0	269878.0	2772.0	6782.0	2771.0	26690.0	23918.0	0.906342	"Unknown Library"	39898973.0	145.0	37.6	0.005245634	4038.0	15.0	5644.0	2.048475257874144	269878.0	97.95152474212586	0.0	0.0	275522.0	100.0	4868.0	1.7668280572876214	0.0	0.0	0.0	2771.0	497.0	2099.0	281.5	436.6	781769.0	769783.0	0.0	0.0	0.0	145.0	1.0	1.0	1.0	145.0	0.0	0.0	146.0	0.0	0.0	0.0	92.0	92.0	53.0	53.0	0.58	0.58	15.0	5.0	2.0	15.0	29.0	20.0	17.0	17.0	4.0	3.0	7.0	11.0	137.17	0.0	2255.0	106.0	100.0	100.0	100.0	94.0	56.99999999999999	12.0	0.0	0.0	0.0
"SRX21588694_cl6_it2"	"SRX21588694"	"cl6"	"it2"	"NC_045512:NC_045512;"	"0.998"	"3244"	"29903"	"2139"	"4"	"0"	"1044"	"3182"	"13450"	"15588"	"0.0"	"1500"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"65.94"	"acc|GENBANK|OY129831.1|Severe"	"acc|GENBANK|OY129831.1|Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1|Severe acute respiratory syndrome coronavirus 2|VRL|29-JUN-2023 "	"100.0"	"3244"	"29297"	"2829"	"0"	"0"	"355"	"3183"	"12309"	"15137"	"0.0"	"5225.0"	2697049.0	"spades_scaffold4|size3244"	0.0	8.53	0.0	0.0	""	43.0	1.36	"1356.35"	""	47760528.0	145.0	37.5	0.00158535	7024.0	635.0	36702.0	11.117101835584903	293438.0	88.8828981644151	0.0	0.0	330140.0	100.0	28096.0	8.510328951353971	0.0	0.0	0.0	125.0	1806.0	13879.0	185.0	65.7	5225592.0	4430568.0	0.0	0.0	5176.0	0.0	293438.0	1599.0	5100.0	125.0	15763.0	14164.0	0.910795	"Unknown Library"	42985996.0	145.0	37.6	0.001946093	754.0	135.0	3274.0	1.1034268920704253	293438.0	98.89657310792957	0.0	0.0	296712.0	100.0	2494.0	0.840545714362749	0.0	0.0	0.0	125.0	230.0	1296.0	234.1	294.9	451060.0	387443.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	7.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	1.0	6.0	6.0	6.0	6.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	93.15	0.0	207.0	91.0	99.0	99.0	99.0	89.0	41.0	1.0	0.0	0.0	0.0
"SRX21588694_cl7_it2"	"SRX21588694"	"cl7"	"it2"	"NC_045512:NC_045512;"	"0.961"	"1897"	"29903"	"1548"	"60"	"0"	"319"	"1857"	"21503"	"23050"	"0.0"	"1034"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"81.6"	"acc|GENBANK|OM784188.1|Severe"	"acc|GENBANK|OM784188.1|Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL-CDC-ASC210550834/2022 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a gene, complete sequence; and ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds|Severe acute respiratory syndrome coronavirus 2|VRL|23-FEB-2022 "	"100.0"	"1897"	"29642"	"1856"	"0"	"0"	"1"	"1856"	"21035"	"22890"	"0.0"	"3428.0"	2697049.0	"spades_scaffold6|size1897"	0.0	5.77	0.0	0.0	""	4.0	0.26	"263.57"	""	47760528.0	145.0	37.5	0.001954474	5621.0	0.0	22610.0	6.848609680741504	307530.0	93.1513903192585	0.0	0.0	330140.0	100.0	21086.0	6.386987338704792	0.0	0.0	0.0	92.0	1861.0	8699.0	167.1	59.8	2971869.0	2875965.0	0.0	0.0	1460.0	0.0	307530.0	940.0	1432.0	92.0	10575.0	9635.0	0.915613	"Unknown Library"	45043118.0	146.0	37.5	0.002088829	487.0	0.0	1908.0	0.6166017101971962	307530.0	99.3833982898028	0.0	0.0	309438.0	100.0	1816.0	0.586870390837583	0.0	0.0	0.0	92.0	179.0	746.0	174.2	102.6	254459.0	233145.0	0.0	0.0	1.0	9.0	1.0	2.0	1.0	9.0	0.0	0.0	11.0	0.0	0.0	0.0	2.0	2.0	7.0	7.0	3.5	3.5	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	85.87	0.0	173.0	86.0	100.0	100.0	100.0	80.0	37.0	0.0	0.0	0.0	0.0
"SRX21588694_cl8_it2"	"SRX21588694"	"cl8"	"it2"	"NC_045512:NC_045512;"	"1.0"	"1012"	"29903"	"369"	"0"	"0"	"399"	"767"	"27388"	"27756"	"3.262e-77"	"253"	"Severe acute respiratory syndrome coronavirus 2"	"SPECIES"	"Severe acute respiratory syndrome coronavirus 2"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV-2"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"36.46"	"acc|GENBANK|OY209789.1|Severe"	"acc|GENBANK|OY209789.1|Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1|Severe acute respiratory syndrome coronavirus 2|VRL|02-JUL-2023 "	"100.0"	"1012"	"29624"	"859"	"0"	"0"	"84"	"942"	"26925"	"27783"	"0.0"	"1587.0"	2697049.0	"spades_scaffold7|size1012"	1.0	6.2	6.6	0.0	"megahit_scaffold3|size1545"	0.0	0.0	"0.00"	""	47760528.0	145.0	37.5	0.002518164	7581.0	1.0	26989.0	8.175016659598958	303151.0	91.82498334040105	0.0	0.0	330140.0	100.0	23130.0	7.006118616344581	0.0	0.0	0.0	170.0	3676.0	7914.0	141.0	56.4	3473385.0	3010527.0	0.0	0.0	3769.0	0.0	303151.0	877.0	3712.0	170.0	11610.0	10733.0	0.932899	"Unknown Library"	44518205.0	146.0	37.5	0.003171231	603.0	0.0	1811.0	0.5938444789842668	303151.0	99.40615552101573	0.0	0.0	304962.0	100.0	1678.0	0.5502324879821092	0.0	0.0	0.0	170.0	307.0	555.0	137.7	86.8	231062.0	190147.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	2.0	3.0	3.0	1.5	1.5	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	126.87	11.0	310.0	130.0	100.0	100.0	100.0	82.0	64.0	11.0	0.0	0.0	0.0
"SRX21588694_cl9_it2"	"SRX21588694"	"cl9"	"it2"	"MG772933:MG772933;"	"0.987"	"912"	"29802"	"249"	"3"	"0"	"698"	"450"	"26126"	"26374"	"4.722e-43"	"152"	"Bat SARS coronavirus"	"SPECIES"	"Bat SARS coronavirus"	"Severe acute respiratory syndrome-related coronavirus"	"694009"	"SARS-CoV"	"RNA"	"N"	"N/A"	"Human,Vertebrate"	"27.3"	"acc|GENBANK|OY181692.1|Severe"	"acc|GENBANK|OY181692.1|Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1|Severe acute respiratory syndrome coronavirus 2|VRL|30-JUN-2023 "	"98.849"	"912"	"29287"	"782"	"8"	"1"	"65"	"845"	"26379"	"25598"	"0.0"	"1408.0"	2697049.0	"spades_scaffold8|size913"	1.0	2.87	21.43	0.0	"megahit_scaffold2|size5979"	7.0	0.88	"877.19"	""	47760528.0	145.0	37.5	0.001484619	2666.0	0.0	16087.0	4.872781244320591	314053.0	95.12721875567941	0.0	0.0	330140.0	100.0	13020.0	3.943781426061671	0.0	0.0	0.0	35.0	1108.0	5408.0	159.3	70.3	2105439.0	1795747.0	0.0	0.0	3037.0	0.0	314053.0	530.0	2993.0	35.0	6525.0	5995.0	0.931373	"Unknown Library"	45801133.0	145.0	37.5	0.002705869	321.0	0.0	1104.0	0.3503015957126131	314053.0	99.64969840428739	0.0	0.0	315157.0	100.0	1030.0	0.3268212351304271	0.0	0.0	0.0	35.0	125.0	396.0	152.4	80.9	146044.0	118631.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	91.19	0.0	181.0	82.0	100.0	100.0	99.0	86.0	30.0	0.0	0.0	0.0	0.0
