Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
EU857091,Influenza A virus (A/Hong Kong/CUHK7711/2005(H3N2)),GenBank,set:9030071135113951e467cab11b52356d0bb2dc43,,"Tang,J.W., Ngai,K.L., Lam,W.Y., Chan,P.K., Ngai,K.L.K., Chan,P.K.S.","The Chinese University of Hong Kong, Department of Microbiology",China,2008-08-01,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1701,partial,H3N2,4,1,China: Hong Kong,China,,Homo sapiens,,2005-03-01,,,"Influenza A virus (A/Hong Kong/CUHK7711/2005(H3N2)) hemagglutinin (HA) gene, complete cds"
KT837442,Influenza A virus (A/Oregon/05/2014(H3N2)),GenBank,GCA_038750605.1,,"Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2015-10-11,EPI_ISL_168718,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H3N2,5,,USA,USA,,Homo sapiens,,2014-10-09,,,"Influenza A virus (A/Oregon/05/2014(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds"
CY138514,Influenza A virus (A/blue-winged teal/Nova Scotia/01009/2010(H4N6)),GenBank,GCA_038596745.1,,"Wentworth,D.E., Dugan,V., Halpin,R., Lin,X., Bera,J., Wester,E., Ghedin,E., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Edworthy,P., Gupta,N., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Hall,J., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.","on behalf of JCVI/USGS National Wildlife Health Center/NCBI, National Center for Biotechnology Information, NIH",USA,2013-03-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1439,partial,H4N6,6,,Canada: Nova Scotia,Canada,,Spatula discors,,2010-09-20,,,"Influenza A virus (A/blue-winged teal/Nova Scotia/01009/2010(H4N6)) neuraminidase (NA) gene, complete cds"
KP413965,Influenza A virus (A/chicken/Shaoxing/5087/2013(H7N9)),GenBank,GCA_038702625.1,,"Lam,T.T., Zhou,B., Wang,J., Chai,Y., Shen,Y., Chen,X., Ma,C., Hong,W., Chen,Y., Zhang,Y., Duan,L., Chen,P., Jiang,J., Li,L., Poon,L.L., Webby,R.J., Smith,D.K., Leung,G.M., Peiris,J.S., Holmes,E.C., Guan,Y., Zhu,H., Lam,T.Y., Poon,L.M., Peiris,J.S.M.","The University of Hong Kong, Centre of Influenza Research, School of Public Health",China,2015-03-06,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H7N9,3,1,"China: Shaoxing, Zhejiang",China,,Gallus gallus,oronasopharynx,2013-10-28,,,"Influenza A virus (A/chicken/Shaoxing/5087/2013(H7N9)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
DM084848,Influenza A virus,GenBank,set:DM084848,,"Ga,C., Kumar,M., Mcswiggen,J.A.",,,2009-04-21,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),19,partial,,,,,,,,,,,,RNAI THERAPEUTIC FOR RESPIRATORY VIRUS INFECTION
PQ832106,Influenza A virus,GenBank,,SRR28980992,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-01-03,24-012377-008-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H5N1,1,,USA: MI,USA,MI,Bos taurus,mammalian milk,2024-04-23,SAMN41267473,PRJNA1102327,"Influenza A virus (A/cattle/MI/24-012377-008-original/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
MW830492,Influenza A virus,GenBank,GCA_039224915.1,,"USDA Swine Surveillance,A.","USDA, USDA",USA,2021-04-04,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H1N2,5,,USA: Iowa,USA,IA,Sus scrofa,lung,2020-09-17,,,"Influenza A virus (A/swine/Iowa/A02524640/2020(H1N2)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PP699005,Influenza A virus,GenBank,GCA_039464175.1,,"Lauring,A.S., Papalambros,L.K.","Lauring Lab at University of Michigan, Department of Microbiology and Immunology",USA,2024-04-24,MIS-RR1577702361,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H1N1,1,,USA: Michigan,USA,MI,Homo sapiens,,2024-03-20,,PRJNA1019712,"Influenza A virus (A/Michigan/MIS-RR1577702361/2024(H1N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PQ710458,Influenza A virus,GenBank,,,"Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B., Ip,H.S., Aufderhar,M., Franzen,K., Killian,M., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-06,22-016611-015-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: MA,USA,MA,,swab,2022-04-01,,PRJNA1186741,"Influenza A virus (A/Gannet/MA/22-016611-015-original/2022(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
MH932237,Influenza A virus,GenBank,GCA_038972775.1,,,"St. Jude Center of Excellence for Influenza Research and Surveillance (CEIRS), CEIRS Data Processing and Coordinating Center",USA,2018-09-25,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H4N6,7,,Canada,Canada,,Anas platyrhynchos,lung,2017-08-12,,PRJNA297868,"Influenza A virus (A/mallard/Alberta/255/2017(H4N6)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
CY207249,Influenza A virus (A/swine/Chile/YA026/2014(H1N2)),GenBank,GCA_038710065.1,,"Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Vasquez,N.B., Hamilton-West,C., Bao,Y., Sanders,R., Zhdanov,S., Kiryutin,B., Lipman,D.J., Tatusova,T., Schultz-Cherry,S.","on behalf of JCVI/St Jude Children's Research Hospital/NCBI, National Center for Biotechnology Information, NIH",USA,2016-06-14,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),866,partial,H1N2,8,,Chile,Chile,,Sus scrofa,,2014,,"PRJNA183620,PRJNA263044","Influenza A virus (A/swine/Chile/YA026/2014(H1N2)) nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
MF113113,Influenza A virus (A/chicken/Jiangxi/19/2011(H9N2)),GenBank,GCA_038633065.1,,"Dong,G., Han,L., He,W., Yan,H.","Beijng Normal University, College of Global Change and Earth System Science",,2019-06-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H9N2,7,,China: Jiangxi,China,,Gallus gallus,,2011-11,,,"Influenza A virus (A/chicken/Jiangxi/19/2011(H9N2)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PP752991,Influenza A virus,GenBank,GCA_039464985.1,SRR28752536,"Nguyen,T., Hutter,C., Markin,A., Thomas,M., Lantz,K., Killian,M.L., Janzen,G.M., Vijendran,S., Wagle,S., Inderski,B., Magstadt,D.R., Li,G., Diel,D.G., Frye,E.A., Dimitrov,K.M., Swinford,A.K., Thompson,A.C., Snevik,K.R., Suarez,D.L., Spackman,E., Lakin,S.M., C,S., Johnson,K.R., Baker,A.L., Robbe-Austerman,S., Torchetti,M.K., Anderson,T.K., Anderson,T.","National Animal Disease Center, USDA-ARS",USA,2024-05-03,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA,USA,,Gallus gallus,oronasopharynx,2024-04-08,SAMN41019409,PRJNA1102327,"Influenza A virus (A/chicken/Kansas/24-010482-001/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
MW173174,Influenza A virus,GenBank,GCA_039225165.1,,"USDA Swine Surveillance,A., Johnston,S.R., Gauger,P.C., Zhang,J., Lin,K.","USDA, USDA Swine Surveillance",USA,2020-10-31,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1701,partial,H1N1,4,,USA: Iowa,USA,IA,Sus scrofa,lung,2020-09-28,,,"Influenza A virus (A/swine/Iowa/A02524671/2020(H1N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PP410030,Influenza A virus,GenBank,GCA_041446005.1,,"Gauger,P.C., Moraes,D., Silva,G.S., Linhares,D.C., Ramirez,A.","University of Pennsylvania Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2024-03-04,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H1N1,3,,USA,USA,,Sus scrofa,oronasopharynx,2023-11-22,,PRJNA818275,"Influenza A virus (A/swine/Iowa/L109238/2023(H1N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
MW099776,Influenza A virus,GenBank,GCA_038961805.1,,"Bi,Y., Li,J., Li,S., Fu,G., Jin,T., Zhang,C., Yang,Y., Ma,Z., Tian,W., Xiao,S., Li,L., Yin,R., Zhang,Y., Wang,L., Qin,Y., Yao,Z., Meng,F., Hu,D., Li,D., Wong,G., Liu,F., Lv,N., Fu,L., Peng,Y., Ma,J., Sharshov,K., Shestopalov,A., Gulyaeva,M., Gao,G.F., Chen,J., Shi,Y., Liu,W.J., Chu,D., Huang,Y., Liu,Y., Liu,L., Liu,W., Chen,Q., Shi,W.","Shandong First Medical University & Shandong Academy of Medical Sciences, Key Laboratory of Etiology and Epidemiology of Emerging Infectious Diseases in Universities of Shandong",China,2020-10-19,3.18_WLMQXL003-O,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1413,partial,mixed,6,,China: Xinjiang,China,,Anatidae,oronasopharynx,2017-03-18,,,"Influenza A virus (A/goose/Xinjiang/3.18_WLMQXL003-O/2017(mixed)) segment 6 neuraminidase (NA) gene, complete cds"
OR140490,Influenza A virus,GenBank,,,"Woodard,K., Thomas,P., Mukherjee,N., Gordon,A., Webby,R.","St. Jude Children's Research Hospital, Infectious Diseases",USA,2023-06-20,727325.HA.H3,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1737,partial,H3N2,4,,Nicaragua,Nicaragua,,Homo sapiens,oronasopharynx,2022-03-18,,,"Influenza A virus (A/Nicaragua/727325.HA.H3/2022(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds"
OQ233575,Influenza A virus,GenBank,GCA_039321245.1,,"Wentworth,D., Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2023-01-17,EPI_ISL_15928842,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1737,partial,H3N2,4,,USA: Minnesota,USA,MN,Homo sapiens,,2022-09-30,,PRJNA37813,"Influenza A virus (A/Minnesota/38/2022(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds"
GU052437,Influenza A virus (A/pigeon/Thailand/1B/2004(H5N1)),GenBank,GCA_038228185.1,,"Kim,L.M., Scott,M.A., Suarez,D.L., Spackman,E., Swayne,D.E., Afonso,C.L.","USDA Agriculture Research Service, Southeast Poultry Research Laboratory",USA,2009-11-28,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),850,partial,H5N1,8,,Thailand,Thailand,,Columbidae,,2004,,,"Influenza A virus (A/pigeon/Thailand/1B/2004(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
MK576312,Influenza A virus,GenBank,set:84909320a303032b61cbfd94e5250ea759fecc35,,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Dane,D.J.","United States Air Force, USAFSAM/PHE",USA,2019-03-05,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),982,partial,H1N1,7,,Japan,Japan,,Homo sapiens,oronasopharynx,2018-12-28,,,"Influenza A virus (A/Japan/7845/2018(H1N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
GU168314,Influenza A virus (A/northern pintail/Alaska/44340-054/2007(H3N1)),GenBank,set:097897cd82d0bb2be653e198c4355ad8549312a2,,"Ramey,A.M., Pearce,J.M., Flint,P.L., Ip,H.S., Derksen,D.V., Franson,J.C., Petrula,M.J., Scotton,B.D., Sowl,K.M., Wege,M.L., Trust,K.A., Petrula,M., Scotton,B., Wege,M.",USGS - Alaska Science Center,USA,2010-03-25,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1367,partial,H3N1,5,1,USA: AK,USA,AK,Anas acuta,,2007-09-08,,,"Influenza A virus (A/northern pintail/Alaska/44340-054/2007(H3N1)) segment 5 nucleocapsid protein (NP) gene, partial cds"
PV354006,Influenza A virus,GenBank,GCA_049040275.1,,"Leonard,A.S., Mendoza,L., John,A.O., Hensley,S.E.","University of Pennsylvania Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2025-03-20,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1535,partial,H1N1,5,,USA,USA,,Homo sapiens,oronasopharynx,2024-02-29,,PRJNA818282,"Influenza A virus (A/Pennsylvania/CP24-0046/2024(H1N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PP877476,Influenza A virus,GenBank,GCA_040152315.1,,"Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-06-11,EPI_ISL_19012753,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2316,partial,H3N2,1,,USA: New York,USA,NY,Homo sapiens,,2024-01-22,,PRJNA998880,"Influenza A virus (A/New York/23/2024(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds"
MW107456,Influenza A virus,GenBank,GCA_038930495.1,,"Bi,Y., Li,J., Li,S., Fu,G., Jin,T., Zhang,C., Yang,Y., Ma,Z., Tian,W., Xiao,S., Li,L., Yin,R., Zhang,Y., Wang,L., Qin,Y., Yao,Z., Meng,F., Hu,D., Li,D., Wong,G., Liu,F., Lv,N., Fu,L., Peng,Y., Ma,J., Sharshov,K., Shestopalov,A., Gulyaeva,M., Gao,G.F., Chen,J., Shi,Y., Liu,W.J., Chu,D., Huang,Y., Liu,Y., Liu,L., Liu,W., Chen,Q., Shi,W.","Shandong First Medical University & Shandong Academy of Medical Sciences, Key Laboratory of Etiology and Epidemiology of Emerging Infectious Diseases in Universities of Shandong",China,2020-10-19,12.7_FZHX1201-C,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1701,partial,H6N6,4,,China: Fujian,China,,Anatidae,feces,2016-12-07,,,"Influenza A virus (A/duck/Fujian/12.7_FZHX1201-C/2016(H6N6)) segment 4 hemagglutinin (HA) gene, complete cds"
MK502687,Influenza A virus,GenBank,GCA_039040405.1,,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.","United States Air Force, USAFSAM/PHE",USA,2019-02-13,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H3N2,1,,Italy,Italy,,Homo sapiens,oronasopharynx,2018-01-25,,,"Influenza A virus (A/Italy/7413/2018(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PQ691061,Influenza A virus,GenBank,GCA_046389435.1,,"Nickerson,D.A., Frazar,C.D., Lee,J., Pelle,B., Ryke,E., Richardson,M., Adler,A., Brandstetter,E., Han,P.D., Fay,K., Ilcisin,M., Lacombe,K., Sibley,T.R., Truong,M., Wolf,C.R., Boeckh,M., Englund,J.A., Famulare,M., Lutz,B.R., Rieder,M.J., Starita,L.M., Thompson,M., Shendure,J., Bedford,T., Chu,H.Y.","Seattle Flu Study submission group, The Brotman Baty Institute for Precision Medicine",USA,2024-12-06,WA-S27346,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1555,partial,H3N2,5,,USA: Washington,USA,WA,Homo sapiens,oronasopharynx,2019-03-13,SAMN44803562,PRJNA988813,"Influenza A virus (A/Washington/WA-S27346/2019(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ715969,Influenza A virus,GenBank,GCA_046417905.1,,"Tawidian,P., Torchetti,M.K., Killian,M.L., Lantz,K., Dilione,K.E., Ringenberg,J.M., Bevins,S.N., Lenoch,J.B., Ip,H.S., Aufderhar,M., Franzen,K., Killian,M., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-12-06,22-033812-001-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: IA,USA,IA,Buteo jamaicensis,oronasopharynx,2022-10-20,,PRJNA1186741,"Influenza A virus (A/Red-tailed hawk/IA/22-033812-001-original/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
OR495738,Influenza A virus,GenBank,GCA_039368985.1,,"Fitzsimmons,W., Bendall,E., Gilbert,J., Lauring,A.","University of Pennsylvania Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-09-03,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1701,partial,H3N2,4,,USA,USA,,Homo sapiens,oronasopharynx,2023-01-09,,PRJNA818282,"Influenza A virus (A/Michigan/UOM10049250776/2023(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds"
MK855988,Influenza A virus,GenBank,GCA_039141255.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2019-05-05,EPI_ISL_348014,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2208,partial,H1N1,3,,USA: Minnesota,USA,MN,Homo sapiens,,2019-02-27,,PRJNA37813,"Influenza A virus (A/Minnesota/13/2019(H1N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
KT338424,Influenza A virus (A/American green-winged teal/Alaska/478/2014(H3N1)),GenBank,GCA_038748215.1,,"Ramey,A.M., Reeves,A.B., TeSlaa,J.L., Nashold,S., Donnelly,T., Bahl,J., Hall,J.S., Donnelly,T.F.","U.S. Geological Survey, Alaska Science Center",USA,2016-03-09,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),890,partial,H3N1,8,1,USA: AK,USA,AK,Anas crecca,,2014-10-02,,,"Influenza A virus (A/American green-winged teal/Alaska/478/2014(H3N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PP416410,Influenza A virus,GenBank,GCA_039443305.1,,"Lauring,A.S., Papalambros,L.K.","Lauring Lab at University of Michigan, Department of Microbiology and Immunology",USA,2024-03-06,UM-10055653705,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H3N2,1,,USA: Michigan,USA,MI,Homo sapiens,,2024-01-26,,PRJNA1019712,"Influenza A virus (A/Michigan/UM-10055653705/2024(H3N2)) segment 1 polymerase PB2 (PB2) gene, complete cds"
KF424211,Influenza A virus (A/mallard/Minnesota/AI07-3127/2007(H1N1)),GenBank,GCA_038469485.1,,"Kocer,Z.A., Carter,R., Huether,R., Fan,Y., Wu,G., Zhang,J., Webster,R.G.","Infectious Diseases, St Jude Children's Research Hospital",USA,2013-09-17,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1503,partial,H1N1,5,,USA: Minnesota,USA,MN,Anas platyrhynchos,,2007-09-11,,,"Influenza A virus (A/mallard/Minnesota/AI07-3127/2007(H1N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ264774,Influenza A virus,GenBank,GCA_041706285.1,,"Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-08-30,EPI_ISL_19050755,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1540,partial,H3N2,5,,USA: Minnesota,USA,MN,Homo sapiens,,2024-03-11,,PRJNA998880,"Influenza A virus (A/Minnesota/35/2024(H3N2)) segment 5 nucleocapsid protein (NP) gene, complete cds"
CY218947,Influenza A virus (A/Wisconsin/96/2016(H3N2)),GenBank,set:5f190e6d6ae99f8e2de5e08a94fe7b7076b5e01e,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",,2017-02-22,EPI_ISL_249074,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1002,partial,H3N2,7,,USA: Wisconsin,USA,WI,Homo sapiens,,2016-12-13,,,"Influenza A virus (A/Wisconsin/96/2016(H3N2)) matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
CY212034,Influenza A virus (A/Wisconsin/98/2016(H3N2)),GenBank,GCA_038930505.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",,2017-01-06,EPI_ISL_240212,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1541,partial,H3N2,5,,USA: Wisconsin,USA,WI,Homo sapiens,,2016-12-06,,,"Influenza A virus (A/Wisconsin/98/2016(H3N2)) nucleocapsid protein (NP) gene, complete cds"
OQ588612,Influenza A virus,GenBank,GCA_039161785.1,,"Perkins,J., Johnson,A., Shiplett,K., Prarat,M.","Ohio Animal Disease Diagnostic Laboratory, Animal Disease Diagnostic Laboratory",USA,2023-03-13,OH19-9174-2,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H1N1,5,,USA: Ohio,USA,OH,Sus scrofa,oronasopharynx,2019-04-18,,,"Influenza A virus (A/swine/Ohio/OH19-9174-2/2019(H1N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
MH597294,Influenza A virus,GenBank,GCA_038273005.1,,"Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Poulson,R., Stallknecht,D.",J. Craig Venter Institute,USA,2018-07-16,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1436,partial,H7N7,6,,USA: Delaware,USA,DE,Arenaria interpres,feces,2006-05-24,,PRJNA183620,"Influenza A virus (A/ruddy turnstone/Delaware/1523544/2006(H7N7)) segment 6 neuraminidase (NA) gene, complete cds"
PV162097,Influenza A virus,GenBank,GCA_047942235.1,SRR32006872,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2025-02-21,25-000082-002-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1410,partial,H5N1,6,,USA: MN,USA,MN,Gallus gallus,feces,2024-12-31,SAMN46259313,PRJNA980729,"Influenza A virus (A/chicken/MN/25-000082-002-original/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
KY289450,Influenza A virus (A/California/144/2016(H3N2)),GenBank,GCA_038917415.1,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2016-12-11,EPI_ISL_238711,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1737,partial,H3N2,4,,USA,USA,,Homo sapiens,,2016-10-27,,,"Influenza A virus (A/California/144/2016(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds"
OP957335,Influenza A virus,GenBank,GCA_039266705.1,,"Fitzsimmons,W., Bendall,E., Gilbert,J., Lauring,A.","University of Pennsylvania Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2022-12-12,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H3N2,8,,USA,USA,,Homo sapiens,oronasopharynx,2022-02-24,,PRJNA818282,"Influenza A virus (A/Michigan/UOM10044239267/2022(H3N2)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
CY106495,Influenza A virus (A/Guangdong/SZ4383/2008(H3N2)),GenBank,set:29b6b93c349c7e190b3b69a6c39b15af94adb5c8,,"Cheng,X., Tan,Y., He,M., Lam,T.T., Lu,X., Viboud,C., He,J., Zhang,S., Lu,J., Wu,C., Fang,S., Wang,X., Xie,X., Ma,H., Nelson,M.I., Kung,H.F., Holmes,E.C., Cheng,J.","National Institutes of Health, Fogarty International Center",,2012-10-22,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),877,partial,H3N2,4,1,China: Guangdong,China,,Homo sapiens,oronasopharynx,2008,,,"Influenza A virus (A/Guangdong/SZ4383/2008(H3N2)) hemagglutinin (HA) gene, partial cds"
