Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
MN624699,Orthonairovirus haemorrhagiae,GenBank,,,"Volynkina,A., Kotenev,E., Kolosov,A.","Stavropol State Research Anti-Plague Institute, Laboratory on Natural Focal Infections",,2020-07-27,108-ROS/TI-2016,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Hyalomma marginatum,,2016-05-19,,,"Orthonairovirus haemorrhagiae isolate 108-ROS/TI-2016 envelope glycoprotein gene, partial cds"
MN624724,Orthonairovirus haemorrhagiae,GenBank,,,"Volynkina,A., Kotenev,E., Kolosov,A.","Stavropol State Research Anti-Plague Institute, Laboratory on Natural Focal Infections",,2020-07-27,724-CRIMEA/TI-2017,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Hyalomma marginatum,,2017-06-05,,,"Orthonairovirus haemorrhagiae isolate 724-CRIMEA/TI-2017 envelope glycoprotein gene, partial cds"
KR821938,Orthonairovirus haemorrhagiae,GenBank,set:11f97e7587e7536d2eab54f664c5a0d28cb5264d,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,4504-STV/HU-2008,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2008,,,"Orthonairovirus haemorrhagiae isolate 4504-STV/HU-2008 RNA-dependent RNA polymerase gene, partial cds"
JC606540,Orthonairovirus haemorrhagiae,GenBank,set:JC606540,,"BUTTIGIEG,K., CARROLL,M., HEWSON,R., DOWALL,S., FINDLAY-WILSON,S., MILOSZEWSKA,A.",,,2014-09-11,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1947,partial,,,,,,,,,,,,Sequence 3 from Patent WO2014132013
KF039963,Orthonairovirus haemorrhagiae,GenBank,set:59446ef84e50dc2e68d545e0042395711082a79a,,"Fajs,L., Jakupi,X., Ahmeti,S., Humolli,I., Dedushaj,I., Avsic-Zupanc,T.","Institute of Microbiology and Immunology, MF, UL, Laboratory for Diagnosis of Zoonoses",Slovenia,2014-03-12,TAZ-86,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),421,partial,,M,1,Kosovo,Kosovo,,Homo sapiens,blood,2012-10-01,,,"Crimean-Congo hemorrhagic fever virus strain Hoti isolate TAZ-86 glycoprotein precursor, gene, partial cds"
OM162035,Orthonairovirus haemorrhagiae,GenBank,,,"Umair,M., Rehman,Z., Whitmer,S., Mobley,M., Fahim,A., Ikram,A., Salman,M., Montgomery,J.M., Klena,J.D., Khurshid,A., Talundzic,E., Montgomery,J., Klena,J.","CDC, NCEZID-VSPB",USA,2024-07-26,202000272_2512017|Pakistan|2017,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1653,partial,,S,1,Pakistan,Pakistan,,Homo sapiens,,2017,,,"Orthonairovirus haemorrhagiae isolate 202000272_2512017|Pakistan|2017 nucleocapsid protein gene, complete cds"
AY045566,Orthonairovirus haemorrhagiae,GenBank,set:5f4e97f6e723f40d17c3fc9b621b6625514ac7be,,"Yashina,L.N., Petrov,V.S., Vyshemirskii,O.I., Aristova,V.A., Moskvina,T.M., Lvov,D.K., Petrova,I.D., Gutorov,V.V., Tiunnikov,G.I., Kuzina,I.I., Samokhvlov,E.I., Seregin,S.V., Netesov,S.V., Vyshemirski,O.I., Tyunnikov,G.I.","State Research Center of Virology and Biotechnology 'Vector', Biochemistry of Viruses",Russia,2001-08-27,ROS/TI29323,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),220,partial,,S,1,Russia: Volgograd region,Russia,,Hyalomma marginatum,,,,,"Crimean-Congo hemorrhagic fever virus isolate ROS/TI29323 nucleocapsid protein (N) gene, partial cds"
KR821359,Orthonairovirus haemorrhagiae,GenBank,set:b5e3dd73980a4f8fa840424c71eaf2f4b8518e53,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,257-ASTR/HU-2013,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Homo sapiens,blood,2013,,,"Orthonairovirus haemorrhagiae isolate 257-ASTR/HU-2013 envelope glycoprotein gene, partial cds"
HQ173901,Orthonairovirus haemorrhagiae,GenBank,set:1c45c7c2e717cb4cce8886b1e3f6b1c96b384c93,,"Kalaycioglu,A.T., Durmaz,R., Uyar,Y., Unaldi,O., Aksekili,E., Ozkul,A., Korukluoglu,G., Ertek,M., Sezgin,A.","Refik Saydam National Public Health Agency, Molecular Microbiology Research and Application Laboratory",Turkey,2010-12-26,Aydin 919-2009,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),523,partial,,,1,Turkey,Turkey,,Homo sapiens,blood,2009,,,"Crimean-Congo hemorrhagic fever virus isolate Aydin 919-2009 S protein (S) gene, partial cds"
KR821341,Orthonairovirus haemorrhagiae,GenBank,set:ad64b9adffdf6aece34cff02ad6f03a0721ab44d,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,127-ROS/TI-2012,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Ixodoidea,,2012,,,"Orthonairovirus haemorrhagiae isolate 127-ROS/TI-2012 envelope glycoprotein gene, partial cds"
MT178305,Orthonairovirus haemorrhagiae,GenBank,set:aeb258bc11f31859108d0d2620d6bc1c6427d98a,,"Timurkan,M.O., Aydin,H.","Ataturk University, Faculty of Veterinary Medicine, Departmet of Virology",Turkey,2020-03-28,TR/BINGOL2014/OHE/18/M,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),422,partial,,M,,Turkey,Turkey,,Homo sapiens,blood,2017,,,"Orthonairovirus haemorrhagiae isolate TR/BINGOL2014/OHE/18/M glycoprotein precursor, gene, partial cds"
KR815052,Orthonairovirus haemorrhagiae,GenBank,set:5e03a0c1ef83932b0d8f8d5a6999d0a9f916541d,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,127-ROS/TI-2013,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Ixodoidea,,2013,,,"Orthonairovirus haemorrhagiae isolate 127-ROS/TI-2013 nucleocapsid protein gene, partial cds"
KR821200,Orthonairovirus haemorrhagiae,GenBank,set:a121aab3d255af2e28f65d8116af60fccf90dc34,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,3-STV/HU-2014,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Homo sapiens,blood,2014,,,"Orthonairovirus haemorrhagiae isolate 3-STV/HU-2014 envelope glycoprotein gene, partial cds"
MN624659,Orthonairovirus haemorrhagiae,GenBank,,,"Volynkina,A., Kotenev,E., Kolosov,A.","Stavropol State Research Anti-Plague Institute, Laboratory on Natural Focal Infections",,2020-07-27,8590-VOL/HU-2016,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Homo sapiens,blood,2016-06-03,,,"Orthonairovirus haemorrhagiae isolate 8590-VOL/HU-2016 envelope glycoprotein gene, partial cds"
MH483987,Orthonairovirus haemorrhagiae,GenBank,set:04317a60ac5791d8d2931e3df3923898442bce46,,"Hawman,D.W., Haddock,E., Meade-White,K., Williamson,B., Hanley,P.W., Rosenke,K., Komeno,T., Furuta,Y., Gowen,B.B., Feldmann,H., Feldmann,F.","Rocky Mountain Labs NIH/NIAD, Laboratory of Virology",USA,2018-07-03,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1636,partial,,S,1,USA,USA,,Homo sapiens,,2018-06,,,"Orthonairovirus haemorrhagiae strain 10200 segment S nucleoprotein gene, complete cds"
OQ454811,Orthonairovirus haemorrhagiae,GenBank,,,"D'Addiego,J., Wand,N., Afrough,B., Fletcher,T., Kurosaki,Y., Leblebicioglu,H., Hewson,R.","UK Health Security Agency, Research & Evaluation",United Kingdom,2023-08-29,21_OE,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),3055,partial,Europe,M,,Turkey,Turkey,,Homo sapiens,blood,2015-07-08,,,"Orthonairovirus haemorrhagiae isolate 21_OE glycoproteins precursor, gene, partial cds"
PQ878916,Orthonairovirus haemorrhagiae,GenBank,,,"Zhirova,A., Lisitskaya,Y., Volynkina,A., Manucharyan,A., Melik-Andreasyan,G.","Stavropol State Research Anti-Plague Institute, Laboratory for diagnostics of viral infections",,2025-03-02,423-ARM-TI-2023,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Armenia,Armenia,,Ixodoidea,,2023,,,"Orthonairovirus haemorrhagiae isolate 423-ARM-TI-2023 envelope glycoprotein gene, partial cds"
KC477819,Orthonairovirus haemorrhagiae,GenBank,set:197effe28523cecbc4e7a4e402510d25be825790,,"Fajs,L., Jakupi,X., Ahmeti,S., Humolli,I., Dedushaj,I., Avsic-Zupanc,T.","Institute of Microbiology and Immunology, Mf, Ul, Laboratory for Diagnosis of Zoonoses",Slovenia,2014-01-27,KS-102,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),389,partial,,,1,Kosovo,Kosovo,,Homo sapiens,,2012-10-01,,,"Crimean-Congo hemorrhagic fever virus isolate KS-102 nucleoprotein gene, partial cds"
KR815283,Orthonairovirus haemorrhagiae,GenBank,set:0b1d3fa4b1ca388761a4183863b6ef8d42bcf506,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,4558-STV/HU-2008,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Homo sapiens,blood,2008,,,"Orthonairovirus haemorrhagiae isolate 4558-STV/HU-2008 nucleocapsid protein gene, partial cds"
MF287638,Orthonairovirus haemorrhagiae,GenBank,set:8ec401deac588c25eb38417ae284607e88a0d470,,"Ramirez de Arellano,E., Hernandez,L., Goyanes,M.J., Arsuaga,M., Fernandez Cruz,A., Negredo,A., Sanchez-Seco,M.P., Perez Sautu,U.","Institute of Health Carlos III, Arbovirus and Imported Viral Diseases Laboratory, National Center of Microbiology",Spain,2017-10-04,201643792,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),12162,partial,,L,,Spain,Spain,,Homo sapiens,,2016-08-31,,,"Orthonairovirus haemorrhagiae isolate 201643792 segment L, complete sequence"
KX013476,Orthonairovirus haemorrhagiae,GenBank,set:2eccc471b11081001121049a554ff264c5270074,,"Lukashev,A.N., Klimentov,A.S., Smirnova,S.E., Dzagurova,T.K., Drexler,J.F., Gmyl,A.P.",Chumakov Institute of Poliomyelitis and Viral Encephalitides,Russia,2016-12-07,K340_6,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1637,partial,,S,1,Russia: Stavropol,Russia,,Ixodoidea,,2000,,,"Orthonairovirus haemorrhagiae isolate K340_6 segment S, complete sequence"
OM162092,Orthonairovirus haemorrhagiae,GenBank,,,"Umair,M., Rehman,Z., Whitmer,S., Mobley,M., Fahim,A., Ikram,A., Salman,M., Montgomery,J.M., Klena,J.D., Khurshid,A., Talundzic,E., Montgomery,J., Klena,J.","CDC, NCEZID-VSPB",USA,2024-07-26,202000293_2792019|Pakistan|2019,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1625,partial,,S,1,Pakistan,Pakistan,,Homo sapiens,,2019,,,"Orthonairovirus haemorrhagiae isolate 202000293_2792019|Pakistan|2019 nucleocapsid protein gene, complete cds"
MN970083,Orthonairovirus haemorrhagiae,GenBank,,,"Umair,M.","National Institute of Health, Department of Virology",Pakistan,2020-08-26,CCHF-2011-79-NIH-PAK,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),260,partial,,S,,Pakistan,Pakistan,,Homo sapiens,blood,2011,,,"Orthonairovirus haemorrhagiae isolate CCHF-2011-79-NIH-PAK nucleocapsid protein gene, partial cds"
KT266841,Orthonairovirus haemorrhagiae,GenBank,set:6eedcda78ccfa0c0ac65734d02c03a820c2ec8ea,,"Bayrakdar,F., Yagci Caglayik,D.","Public Health Institution of Turkey, Virology",Turkey,2015-12-09,Turkey/Tokat03/2014,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),524,partial,,M,,Turkey,Turkey,,Homo sapiens,,2014,,,"Orthonairovirus haemorrhagiae isolate Turkey/Tokat03/2014 glycoprotein precursor, gene, partial cds"
PP067055,Orthonairovirus haemorrhagiae,GenBank,,,"Picard,C., Baize,S.","Institut Pasteur, Virology",France,2024-01-21,13AK6,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1449,partial,III,S,,France,France,,Hyalomma marginatum,,2023,,,"Orthonairovirus haemorrhagiae isolate 13AK6 nucleoprotein (N) gene, complete cds"
KY484028,Orthonairovirus haemorrhagiae,GenBank,set:9a0dc8a0b32a7f6f3dfd177ef37c06b63d1cc885,,"Koehler,J.W., Delp,K.L., Kearney,B.J., Conrad,T.A., Schoepp,R.J., Garrison,A.R., Altimura,L.A., Rossi,C.A., Minogue,T.D.","USAMRIID, DSD",USA,2017-04-02,UCCR4405,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1671,complete,,S,,Russia,Russia,,Homo sapiens,,1967,,,"Orthonairovirus haemorrhagiae isolate UCCR4405 segment S, complete sequence"
GU550068,Orthonairovirus haemorrhagiae,GenBank,set:93141a824edc9bcf969b8b610cb614f7298db8aa,,"Bursali,A., Tekin,S., Keskin,A., Ekici,M., Dundar,E.","Balikesir University, Biology",Turkey,2010-03-16,A4,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),515,partial,,,1,Turkey: Amasya,Turkey,,Ixodoidea,,2008-01,,,"Crimean-Congo hemorrhagic fever virus isolate A4 nucleoprotein (N) gene, partial cds"
KR821267,Orthonairovirus haemorrhagiae,GenBank,set:7a9e2abd2ee4f0d00de0d791f80c260c8a8cd413,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,133-ROS/TI-2014,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Ixodoidea,,2014,,,"Orthonairovirus haemorrhagiae isolate 133-ROS/TI-2014 envelope glycoprotein gene, partial cds"
MN624843,Orthonairovirus haemorrhagiae,GenBank,,,"Volynkina,A., Kotenev,E., Kolosov,A.","Stavropol State Research Anti-Plague Institute, Laboratory on Natural Focal Infections",,2020-07-27,25-ROS/HU-2016,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2016-05-06,,,"Orthonairovirus haemorrhagiae isolate 25-ROS/HU-2016 RNA-dependent RNA polymerase gene, partial cds"
GU320683,Orthonairovirus haemorrhagiae,GenBank,set:760117f3afcae7c6bbcdd71237c31e6c0e760803,,"Ozkaya,E., Dincer,E., Carhan,A., Uyar,Y., Ertek,M., Whitehouse,C.A., Ozkul,A.","Ankara University, Faculty of Veterinary Medicine, Department of Virology",Turkey,2010-02-27,BYBRT51/08,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),417,partial,,M,1,Turkey,Turkey,,Homo sapiens,blood,2008,,,"Crimean-Congo hemorrhagic fever virus isolate BYBRT51/08 glycoprotein precursor, gene, partial cds"
AY366373,Orthonairovirus haemorrhagiae,GenBank,set:ba8ba71bb0a6f6221f08f32e6f02b17d58a16922,,"Chinikar,S., Persson,S.M., Johansson,M., Bladh,L., Goya,M., Houshmand,B., Mirazimi,A., Plyusnin,A., Lundkvist,A., Nilsson,M., Shinikar,S.","Swedish Institue for Infectious Disease Control, Centre for Microbiological Preparedness",Sweden,2003-09-09,766/02,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),499,partial,,,1,,,,,,,,,"Crimean-Congo hemorrhagic fever virus isolate 766/02 nucleoprotein gene, partial cds"
KR821480,Orthonairovirus haemorrhagiae,GenBank,set:336573368d730b3634f8306f27916d7c4f62f287,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,4635-STV/HU-2009,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Homo sapiens,blood,2009,,,"Orthonairovirus haemorrhagiae isolate 4635-STV/HU-2009 envelope glycoprotein gene, partial cds"
KR815144,Orthonairovirus haemorrhagiae,GenBank,set:79445903148591faa6feca29b72d07aacec6c9c4,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,100-ROS/HU-2014,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),538,partial,,S,,Russia,Russia,,Homo sapiens,blood,2014,,,"Orthonairovirus haemorrhagiae isolate 100-ROS/HU-2014 nucleocapsid protein gene, partial cds"
OM162095,Orthonairovirus haemorrhagiae,GenBank,,,"Umair,M., Rehman,Z., Whitmer,S., Mobley,M., Fahim,A., Ikram,A., Salman,M., Montgomery,J.M., Klena,J.D., Khurshid,A., Talundzic,E., Montgomery,J., Klena,J.","CDC, NCEZID-VSPB",USA,2024-07-26,202000294_142019|Pakistan|2019,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1657,partial,,S,1,Pakistan,Pakistan,,Homo sapiens,,2019,,,"Orthonairovirus haemorrhagiae isolate 202000294_142019|Pakistan|2019 nucleocapsid protein gene, complete cds"
KU041808,Orthonairovirus haemorrhagiae,GenBank,set:cf43357bb87ae1468e63188e32509d0dd061dd30,,"Singh,P., Chhabra,M., Venkatesh,S.","National Centre for Diseases Control, Biotechnology division",India,2016-11-09,NCDC-3,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),222,partial,,,,India,India,,Homo sapiens,,2015-02-02,,,"Orthonairovirus haemorrhagiae isolate NCDC-3 nucleocapsid (N) gene, partial cds"
KJ545681,Orthonairovirus haemorrhagiae,GenBank,set:b40c7b60d3804ff42ba64c4767820d92b670c153,,"Sherifi,K., Cadar,D., Muji,S., Robaj,A., Ahmeti,S., Jakupi,X., Emmerich,P., Kruger,A., Krueger,A.","Bernhard Nocht Institute for Tropical Medicine WHO Collaborating Centre for Arbovirus and Haemorrhagic Fever Reference and Rese, Division of Arbovirology",Germany,2014-10-13,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),293,partial,,,1,Kosovo: Malisheve,Kosovo,,Hyalomma marginatum,,2012-05-01,,,"Crimean-Congo hemorrhagic fever virus strain BNI-M29.3 nucleocapsid protein gene, partial cds"
MF511212,Orthonairovirus haemorrhagiae,GenBank,set:8400bea707b993c1c6f2f318e301ca027f91bc54,,"Zivcec,M., Guerrero,L., Albarino,C., Spiropoulou,C., Rollin,P.E., Ksiazek,T.G., Nichol,S.T.","Centers for Disease Control and Prevention, Viral Special Pathogens Branch",USA,2017-09-06,Tur_2004_813143_S,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1650,partial,,S,,Turkey,Turkey,,Homo sapiens,blood,2004,,,"Orthonairovirus haemorrhagiae isolate Tur_2004_813143_S nucleoprotein gene, complete cds"
KR822011,Orthonairovirus haemorrhagiae,GenBank,set:32c4c57baea2236a12c2341b5705bdc5ea66e268,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,81-STV/HU-2007,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),437,partial,,L,,Russia,Russia,,Homo sapiens,blood,2007,,,"Orthonairovirus haemorrhagiae isolate 81-STV/HU-2007 RNA-dependent RNA polymerase gene, partial cds"
KF039962,Orthonairovirus haemorrhagiae,GenBank,set:9e3d9dddc8218ba99d66ee8a13fbce71fb72c166,,"Fajs,L., Jakupi,X., Ahmeti,S., Humolli,I., Dedushaj,I., Avsic-Zupanc,T.","Institute of Microbiology and Immunology, MF, UL, Laboratory for Diagnosis of Zoonoses",Slovenia,2014-03-12,TAZ-85,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),421,partial,,M,1,Kosovo,Kosovo,,Homo sapiens,blood,2012-10-01,,,"Crimean-Congo hemorrhagic fever virus strain Hoti isolate TAZ-85 glycoprotein precursor, gene, partial cds"
KR821294,Orthonairovirus haemorrhagiae,GenBank,set:e88b79109e58e9ac20310e51ae6c089a95f5b97b,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,66-STV/HU-2012,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Homo sapiens,blood,2012,,,"Orthonairovirus haemorrhagiae isolate 66-STV/HU-2012 envelope glycoprotein gene, partial cds"
FJ601888,Orthonairovirus haemorrhagiae,GenBank,set:58058f5f94c277d267fdd848dcf9d2df3e57918f,,"Uyar,Y., Dincer,E., Carhan,A., Ozkul,A., Ozkaya,E.","Refik Saydam Hygiene Center, Virology Department",Turkey,2010-02-02,KARABUK107-2008-1817,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),522,partial,,,,Turkey,Turkey,,Homo sapiens,,2008,,,"Crimean-Congo hemorrhagic fever virus isolate KARABUK107-2008-1817 S protein gene, partial cds"
OR633376,Orthonairovirus haemorrhagiae,GenBank,,,"Nurmakhanov,T.I., Turebekov,N.A., Tukhanova,N.B., Tokmurziyeva,G.Z., Sadovskaya,V.P., Shevtsov,A.B.","National center for biotechnology, Kazakhstan, Laboratory of applied genetics",Kazakhstan,2023-10-29,,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),702,partial,,S,,Kazakhstan,Kazakhstan,,Hyalomma scupense,,2022,,,"Orthonairovirus haemorrhagiae strain 74 segment S nucleoprotein gene, partial cds"
MW464972,Orthonairovirus haemorrhagiae,GenBank,,,"Balinandi,S., Whitmer,S., Mulei,S., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Mugisha,L., Almberg,M., Lutwama,J., Shoemaker,T., Klena,J.D.","CDC, VSPB",USA,2021-09-19,201900911,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),12011,partial,,L,,Uganda,Uganda,,Homo sapiens,,2018-09-07,,,"Orthonairovirus haemorrhagiae isolate 201900911 RNA-dependent RNA polymerase gene, complete cds"
PV168395,Orthonairovirus haemorrhagiae,GenBank,,,"Naidenova,E.V., Krasnov,Y.M., Zakharov,K.S., Agafonov,D.A., Senichkina,A.M., Guseva,N.P., Katyshev,S.D., Polunina,T.A., Kotova,N.V., Gurkin,G.A., Kartashov,M.Y., Shipovalov,A.V., Kabanov,A.S., Boumbaly,S., Diallo,M.G., Bah,M.B.","Russian Antiplague Research Institute 'Microbe', Microbiology",,2025-03-16,5439,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),2910,partial,,M,,Guinea: Faranah,Guinea,,Rhipicephalus geigyi,,2021-04-04,,,"Orthonairovirus haemorrhagiae isolate 5439 envelope glycoprotein gene, partial cds"
KC477826,Orthonairovirus haemorrhagiae,GenBank,set:eec634711d3b1ad5adb62076f40f3e0f6860fb6f,,"Fajs,L., Jakupi,X., Ahmeti,S., Humolli,I., Dedushaj,I., Avsic-Zupanc,T.","Institute of Microbiology and Immunology, Mf, Ul, Laboratory for Diagnosis of Zoonoses",Slovenia,2014-01-27,KS-122,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),389,partial,,,1,Kosovo,Kosovo,,Homo sapiens,,2012-10-01,,,"Crimean-Congo hemorrhagic fever virus isolate KS-122 nucleoprotein gene, partial cds"
MH133294,Orthonairovirus haemorrhagiae,GenBank,set:73819f91890109079759ac9edfa95ed033c97518,,"Emmerich,P., Jakupi,X., von Possel,R., Berisha,L., Halili,B., Gunther,S., Cadar,D., Ahmeti,S., Schmidt-Chanasit,J.","Bernhard Nocht Institute for Tropical Medicine, Virology",Germany,2018-08-05,2013_17_266,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),12150,partial,,L,1,Kosovo,Kosovo,,Homo sapiens,blood,2013,,,"Orthonairovirus haemorrhagiae isolate 2013_17_266 segment L RNA polymerase gene, complete cds"
KR821375,Orthonairovirus haemorrhagiae,GenBank,set:9e509cc16bb8d48661edfae64d0e9cb4ec134474,,"Volynkina,A., Burlachenko,A., Lisitskaya,Y., Kotenev,E.","Stavropol State Research Anti-Plague Institute, Laboratory of Natural-Focal Infections",,2016-06-01,65-ROS/HU-2013,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),435,partial,,M,,Russia,Russia,,Homo sapiens,blood,2013,,,"Orthonairovirus haemorrhagiae isolate 65-ROS/HU-2013 envelope glycoprotein gene, partial cds"
OM162075,Orthonairovirus haemorrhagiae,GenBank,,,"Umair,M., Rehman,Z., Whitmer,S., Mobley,M., Fahim,A., Ikram,A., Salman,M., Montgomery,J.M., Klena,J.D., Khurshid,A., Talundzic,E., Montgomery,J., Klena,J.","CDC, NCEZID-VSPB",USA,2024-07-26,202000287_922019|Pakistan|2019,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),1557,partial,,S,1,Pakistan,Pakistan,,Homo sapiens,,2019,,,"Orthonairovirus haemorrhagiae isolate 202000287_922019|Pakistan|2019 nucleocapsid protein gene, complete cds"
AY905632,Orthonairovirus haemorrhagiae,GenBank,set:1f1490b2c8e506ce898752b24a204d5a53efed39,,"Burt,F.J., Swanepoel,R.","National Institute for Communicable Diseases, Special Pathogens Unit",South Africa,2005-06-01,spu536/86,Orthonairovirus haemorrhagiae,Orthonairovirus,Nairoviridae,ssRNA(-),450,partial,,S,1,Namibia,Namibia,,,,,,,"Crimean-Congo hemorrhagic fever virus isolate spu536/86 nucleoprotein gene, partial cds"
