index	sample	cluster	step	(annotation) subject	(annotation) pident	(annotation) qlen	(annotation) slen	(annotation) length	(annotation) mismatch	(annotation) gapopen	(annotation) qstart	(annotation) qend	(annotation) sstart	(annotation) send	(annotation) evalue	(annotation) bitscore	(annotation) name	(annotation) level	(annotation) typing	(annotation) species	(annotation) taxid	(annotation) acronym	(annotation) acid	(annotation) circular	(annotation) segment	(annotation) host	(annotation) % contig aligned	(blast) subject	(blast) subject title	(blast) pident	(blast) qlen	(blast) slen	(blast) length	(blast) mismatch	(blast) gapopen	(blast) qstart	(blast) qend	(blast) sstart	(blast) send	(blast) evalue	(blast) bitscore	(checkv) contig_length	(checkv) provirus	(checkv) gene_count	(checkv) viral_genes	(checkv) host_genes	(checkv) checkv_quality	(checkv) miuvig_quality	(checkv) completeness	(checkv) completeness_method	(checkv) contamination	(checkv) kmer_freq	(cluster) centroid	(cluster) number of members	(cluster) cumulative read depth - spades [%]	(cluster) cumulative read depth - megahit [%]	(cluster) cumulative read depth - trinity [%]	(cluster) members	(quast) # N's	(quast) % N's	(quast) # N's per 100 kbp	(samtools Raw) total length	(samtools Raw) average length	(samtools Raw) average quality	(samtools Raw) error rate	(samtools Raw) mismatches	(samtools Raw) reads MQ0	(samtools Raw) reads mapped (R1+R2)	(samtools Raw) reads mapped %	(samtools Raw) reads unmapped (R1+R2)	(samtools Raw) reads unmapped %	(samtools Raw) reads QC failed	(samtools Raw) reads QC failed %	(samtools Raw) reads paired	(samtools Raw) reads paired %	(samtools Raw) reads properly paired	(samtools Raw) reads properly paired %	(samtools Raw) reads duplicated	(samtools Raw) reads duplicated %	(samtools Raw) non primary alignments	(samtools Raw) supplementary alignments	(samtools Raw) outward oriented pairs	(samtools Raw) inward oriented pairs	(samtools Raw) insert size average	(samtools Raw) insert size standard deviation	(samtools Raw) bases mapped	(samtools Raw) bases mapped cigar	(samtools Raw) bases trimmed	(samtools Raw) bases duplicated	(umitools) mapped reads (R1,R2)	(umitools) removed reads (R1,R2)	(umitools) deduplicated reads (R1,R2)	(umitools) positions deduplicated	(umitools) max UMI per position	(umitools) mean UMI per position	(umitools) total UMIs	(umitools) % passing	(umitools) unique UMIs	(samtools Post-dedup) total length	(samtools Post-dedup) average length	(samtools Post-dedup) average quality	(samtools Post-dedup) error rate	(samtools Post-dedup) mismatches	(samtools Post-dedup) reads MQ0	(samtools Post-dedup) reads mapped (R1+R2)	(samtools Post-dedup) reads mapped %	(samtools Post-dedup) reads unmapped (R1+R2)	(samtools Post-dedup) reads unmapped %	(samtools Post-dedup) reads QC failed	(samtools Post-dedup) reads QC failed %	(samtools Post-dedup) reads paired	(samtools Post-dedup) reads paired %	(samtools Post-dedup) reads properly paired	(samtools Post-dedup) reads properly paired %	(samtools Post-dedup) reads duplicated	(samtools Post-dedup) reads duplicated %	(samtools Post-dedup) non primary alignments	(samtools Post-dedup) supplementary alignments	(samtools Post-dedup) outward oriented pairs	(samtools Post-dedup) inward oriented pairs	(samtools Post-dedup) insert size average	(samtools Post-dedup) insert size standard deviation	(samtools Post-dedup) bases mapped	(samtools Post-dedup) bases mapped cigar	(samtools Post-dedup) bases trimmed	(samtools Post-dedup) bases duplicated	(ivar_variants) raw inserts	(ivar_variants) raw SNPs	(ivar_variants) raw deletions	(bcftools) number of indels	(bcftools) number of samples	(bcftools) number of SNPs	(bcftools) number of MNPs	(bcftools) number of no-ALTs	(bcftools) number of records	(bcftools) number of others	(bcftools) number of multiallelic sites	(bcftools) number of multiallelic SNP sites	(bcftools) number of transversions	(bcftools) transversion in 1st alternative	(bcftools) number of transitions	(bcftools) transistion in 1st alternative	(bcftools) transistions/transversions ratio	(bcftools) transition/transversion in 1st alternative	(bcftools) substitution T->C	(bcftools) substitution A->C	(bcftools) substitution C->A	(bcftools) substitution G->T	(bcftools) substitution A->T	(bcftools) substitution C->T	(bcftools) substitution T->G	(bcftools) substitution T->A	(bcftools) substitution G->C	(bcftools) substitution C->G	(bcftools) substitution G->A	(bcftools) substitution A->G	(general_stats) mosdepth Mean read depth	(general_stats) mosdepth Min read depth	(general_stats) mosdepth Max read depth	(general_stats) mosdepth Median read depth	(general_stats) mosdepth 1X coverage	(general_stats) mosdepth 5X coverage	(general_stats) mosdepth 10X coverage	(general_stats) mosdepth 50X coverage	(general_stats) mosdepth 100X coverage	(general_stats) mosdepth 200X coverage	(general_stats) mosdepth 500X coverage	(general_stats) mosdepth 750X coverage	(general_stats) mosdepth 1000X coverage	reference_distance	(checkv) warnings	(failed_mapped) mapped reads
LVE00127_cl0_it2	LVE00127	cl0	it2	MK117931:MK117931;	0.706	7164	7234	5994	1762	0	6918	925	7005	1012	0.0	2667	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	83.67	MH053566.1	MH053566.1 |Mammarenavirus lassaense isolate Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0681 segment L Z protein (Z) gene, partial cds; and polymerase (L) gene, complete cds|L	85.331	7164.0	7164.0	1268.0	186.0	0.0	2498.0	3765.0	2498.0	3765.0	0.0	1336.0	7164.0	No	1.0	0.0	0.0	Not-determined	Genome-fragment			0.0	1.0	MH053566.1	2	5.27	0.0	0.0	NODE_5_length_716_cov_53.171477,NODE_7_length_529_cov_76.706468	2900.0	40.48	40480.18	6097154.0	154.0	33.5	0.001428822	1518.0	0.0	7879.0	19.90149027532205	31711.0	80.09850972467795	0.0	0.0	39590.0	100.0	7648.0	19.31800959838343	0.0	0.0	0.0	979.0	3077.0	774.0	120.2	66.8	1302691.0	1062414.0	0.0	0.0	4466.0	623.0	3843.0	1939.0	30.0	2.05	4439.0	86.05	1940.0	1146804.0	163.0	33.5	0.001360472	1264.0	0.0	7026.0	100.0	0.0	0.0	0.0	0.0	7026.0	100.0	6878.0	97.89353828636492	0.0	0.0	0.0	316.0	2752.0	700.0	121.1	67.9	1146804.0	929089.0	0.0	0.0	3.0	25.0	1.0	4.0	1.0	25.0	0.0	0.0	29.0	0.0	0.0	0.0	7.0	7.0	7.0	7.0	1.0	1.0	4.0	0.0	2.0	0.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	74.42	0.0	498.0	51.0	60.0	60.0	60.0	50.0	30.0	11.0	0.0	0.0	0.0	LVE00127-7880	no viral genes detected; low-confidence DTR	
LVE00127_cl1_it2	LVE00127	cl1	it2	MK117931:MK117931;	0.996	4167	7234	4038	16	0	3	4040	6681	2644	0.0	2691	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	96.9	MH053566.1	MH053566.1 |Mammarenavirus lassaense isolate Lassa virus/H.sapiens-wt/NGA/2015/ISTH_0681 segment L Z protein (Z) gene, partial cds; and polymerase (L) gene, complete cds|L	82.909	4167.0	7164.0	4049.0	672.0	19.0	1.0	4039.0	6596.0	2558.0	0.0	3626.0	4167.0	No	1.0	1.0	0.0	Low-quality	Genome-fragment	39.38	AAI-based (high-confidence)	0.0	1.03	k141_3	4	10.29	10.54	0.0	NODE_2_length_1399_cov_34.412736,NODE_3_length_1294_cov_27.995716,NODE_10_length_368_cov_24.045643,NODE_12_length_160_cov_84.459930	0.0	0.0	0.0	6097154.0	154.0	33.5	0.003885642	2709.0	34.0	4779.0	12.071230108613284	34811.0	87.92876989138672	0.0	0.0	39590.0	100.0	4682.0	11.826218742106592	0.0	0.0	0.0	378.0	2024.0	317.0	131.2	73.6	765462.0	697182.0	0.0	0.0	2615.0	244.0	2371.0	1281.0	25.0	1.91	2596.0	90.67	1199.0	698721.0	157.0	33.5	0.002527315	1615.0	34.0	4452.0	100.0	0.0	0.0	0.0	0.0	4452.0	100.0	4396.0	98.74213836477988	0.0	0.0	0.0	139.0	1935.0	262.0	129.6	70.9	698721.0	639018.0	0.0	0.0	3.0	68.0	3.0	6.0	1.0	68.0	0.0	0.0	74.0	0.0	0.0	0.0	43.0	43.0	25.0	25.0	0.58	0.58	3.0	6.0	4.0	5.0	8.0	8.0	5.0	10.0	1.0	4.0	11.0	3.0	87.91	15.0	269.0	79.0	100.0	100.0	100.0	81.0	33.0	4.0	0.0	0.0	0.0	LVE00127-7880		
LVE00127_cl2_it2	LVE00127	cl2	it2	MH053527:MH053527;	0.993	3161	3334	1320	9	0	105	1424	173	1492	2.914e-301	931	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	41.76	MK117981.1	MK117981.1 |Mammarenavirus lassaense isolate LASV/H.sapiens-wt/NGA/2018/IRR_045 glycoprotein precursor (GPC) and nucleoprotein (NP) genes, partial cds|S	95.53	3161.0	3161.0	1320.0	59.0	0.0	105.0	1424.0	105.0	1424.0	0.0	2143.0	3161.0	No	1.0	0.0	0.0	Not-determined	Genome-fragment			0.0	1.0	MK117981.1	2	65.27	71.52	0.0	NODE_1_length_3046_cov_250.279890,k141_4	593.0	18.76	18759.89	6097154.0	154.0	33.5	0.001350638	4787.0	0.0	24107.0	60.89163930285426	15483.0	39.10836069714574	0.0	0.0	39590.0	100.0	23578.0	59.55544329376104	0.0	0.0	0.0	2986.0	10017.0	1806.0	127.0	63.5	3757165.0	3544252.0	0.0	0.0	13560.0	1247.0	12313.0	5994.0	113.0	2.11	13525.0	90.8	6476.0	3476487.0	154.0	33.6	0.001345882	4334.0	0.0	22615.0	100.0	0.0	0.0	0.0	0.0	22615.0	100.0	22219.0	98.24894981207164	0.0	0.0	0.0	999.0	9429.0	1705.0	126.0	62.9	3476487.0	3220192.0	0.0	0.0	4.0	17.0	2.0	6.0	1.0	17.0	0.0	0.0	23.0	0.0	0.0	0.0	8.0	8.0	9.0	9.0	1.12	1.12	5.0	2.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	2.0	586.81	0.0	1214.0	693.0	81.0	81.0	81.0	81.0	81.0	81.0	72.0	36.0	0.0	LVE00127-7880	no viral genes detected	
LVE00127_cl3_it2	LVE00127	cl3	it2	MK117931:MK117931;	0.998	1519	7234	1518	3	0	2	1519	2766	1249	0.0	1040	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	99.93															1519.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_2	0	0.0	8.37	0.0		0.0	0.0	0.0	6097154.0	154.0	33.5	0.001354775	768.0	0.0	3609.0	9.115938368274817	35981.0	90.8840616317252	0.0	0.0	39590.0	100.0	3482.0	8.795150290477395	0.0	0.0	0.0	392.0	1466.0	275.0	144.4	73.0	613145.0	566884.0	0.0	0.0	2043.0	238.0	1805.0	907.0	30.0	2.05	1993.0	88.35	887.0	552368.0	167.0	33.5	0.001317913	681.0	0.0	3304.0	100.0	0.0	0.0	0.0	0.0	3304.0	100.0	3242.0	98.12348668280872	0.0	0.0	0.0	150.0	1367.0	252.0	146.6	77.8	552368.0	516726.0	0.0	0.0	2.0	3.0	1.0	3.0	1.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	194.61	41.0	498.0	183.0	100.0	100.0	100.0	98.0	76.0	42.0	0.0	0.0	0.0	LVE00127-7880		
LVE00127_cl4_it2	LVE00127	cl4	it2	MK117931:MK117931;	1.0	1159	7234	591	0	0	119	709	1071	481	3.958e-128	405	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	50.99															1159.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.08	k141_0	1	3.92	7.27	0.0	NODE_8_length_529_cov_64.487562	0.0	0.0	0.0	6097154.0	154.0	33.5	0.002025483	843.0	0.0	2873.0	7.256883051275574	36717.0	92.74311694872442	0.0	0.0	39590.0	100.0	2680.0	6.769386208638545	0.0	0.0	0.0	269.0	1251.0	89.0	140.1	83.4	423914.0	416197.0	0.0	0.0	1578.0	159.0	1419.0	792.0	24.0	1.84	1578.0	89.92	683.0	391807.0	145.0	33.5	0.0021291	805.0	0.0	2696.0	100.0	0.0	0.0	0.0	0.0	2696.0	100.0	2564.0	95.10385756676558	0.0	0.0	0.0	72.0	1196.0	85.0	134.8	77.4	391807.0	378094.0	0.0	0.0	4.0	8.0	0.0	4.0	1.0	8.0	0.0	0.0	12.0	0.0	0.0	0.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	188.84	9.0	366.0	193.0	100.0	100.0	100.0	91.0	81.0	45.0	0.0	0.0	0.0	LVE00127-7880		
LVE00127_cl0_it2	LVE00127	cl0	it2	MK117931:MK117931;	0.996	4167	7234	4038	16	0	3	4040	6681	2644	0.0	2691	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	96.9															4167.0	No	1.0	1.0	0.0	Low-quality	Genome-fragment	39.38	AAI-based (high-confidence)	0.0	1.03	k141_3	5	12.1	10.54	0.0	NODE_2_length_1399_cov_34.412736,NODE_3_length_1294_cov_27.995716,NODE_5_length_716_cov_53.171477,NODE_10_length_368_cov_24.045643,NODE_12_length_160_cov_84.459930	0.0	0.0	0.0	6097154.0	154.0	33.5	0.003885642	2709.0	34.0	4779.0	12.071230108613284	34811.0	87.92876989138672	0.0	0.0	39590.0	100.0	4682.0	11.826218742106592	0.0	0.0	0.0	378.0	2024.0	317.0	131.2	73.6	765462.0	697182.0	0.0	0.0	2615.0	244.0	2371.0	1281.0	25.0	1.91	2596.0	90.67	1199.0	698721.0	157.0	33.5	0.002527315	1615.0	34.0	4452.0	100.0	0.0	0.0	0.0	0.0	4452.0	100.0	4396.0	98.74213836477988	0.0	0.0	0.0	139.0	1935.0	262.0	129.6	70.9	698721.0	639018.0	0.0	0.0	3.0	68.0	3.0	6.0	1.0	68.0	0.0	0.0	74.0	0.0	0.0	0.0	43.0	43.0	25.0	25.0	0.58	0.58	3.0	6.0	4.0	5.0	8.0	8.0	5.0	10.0	1.0	4.0	11.0	3.0	87.91	15.0	269.0	79.0	100.0	100.0	100.0	81.0	33.0	4.0	0.0	0.0	0.0	LVE00127-7678		
LVE00127_cl1_it2	LVE00127	cl1	it2	MH053527:MH053527;	0.996	3347	3334	1725	7	0	3199	1475	3325	1601	0.0	1151	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	51.54	OR041676.1	OR041676.1 |Mammarenavirus lassaense isolate G-27901-1-2 nucleoprotein (LASVsSgp1) and glycoprotein (LASVsSgp2) genes, complete cds|	78.395	3347.0	3327.0	3166.0	653.0	27.0	32.0	3182.0	3174.0	25.0	0.0	2049.0	3347.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	31.62	AAI-based (high-confidence)	0.0	1.03	k141_4	1	65.27	71.52	0.0	NODE_1_length_3046_cov_250.279890	0.0	0.0	0.0	6097154.0	154.0	33.5	0.001422207	5885.0	52.0	27626.0	69.78024753725688	11964.0	30.21975246274312	0.0	0.0	39590.0	100.0	26998.0	68.19398838090427	0.0	0.0	0.0	3300.0	11659.0	1893.0	129.3	63.1	4229814.0	4137935.0	0.0	0.0	15445.0	1226.0	14219.0	6984.0	113.0	2.09	15433.0	92.06	7402.0	3961943.0	151.0	33.6	0.001406603	5337.0	46.0	26222.0	100.0	0.0	0.0	0.0	0.0	26222.0	100.0	25732.0	98.1313400961025	0.0	0.0	0.0	1123.0	11097.0	1808.0	127.9	62.7	3961943.0	3794247.0	0.0	0.0	6.0	22.0	2.0	8.0	1.0	22.0	0.0	0.0	30.0	0.0	0.0	0.0	9.0	9.0	13.0	13.0	1.44	1.44	7.0	2.0	1.0	0.0	1.0	1.0	2.0	2.0	0.0	1.0	3.0	2.0	654.62	5.0	1213.0	703.0	100.0	100.0	100.0	99.0	97.0	93.0	0.0	37.0	0.0	LVE00127-7678		
LVE00127_cl3_it2	LVE00127	cl3	it2	MH888003:MH888003;	0.998	1519	7147	1518	3	0	2	1519	2715	1198	0.0	1040	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	99.93															1519.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_2	1	3.46	8.37	0.0	NODE_7_length_529_cov_76.706468	0.0	0.0	0.0	6097154.0	154.0	33.5	0.001354775	768.0	0.0	3609.0	9.115938368274817	35981.0	90.8840616317252	0.0	0.0	39590.0	100.0	3482.0	8.795150290477395	0.0	0.0	0.0	392.0	1466.0	275.0	144.4	73.0	613145.0	566884.0	0.0	0.0	2043.0	238.0	1805.0	907.0	30.0	2.05	1993.0	88.35	887.0	552368.0	167.0	33.5	0.001317913	681.0	0.0	3304.0	100.0	0.0	0.0	0.0	0.0	3304.0	100.0	3242.0	98.12348668280872	0.0	0.0	0.0	150.0	1367.0	252.0	146.6	77.8	552368.0	516726.0	0.0	0.0	2.0	3.0	1.0	3.0	1.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	194.61	41.0	498.0	183.0	100.0	100.0	100.0	98.0	76.0	42.0	0.0	0.0	0.0	LVE00127-7678		
LVE00127_cl4_it2	LVE00127	cl4	it2	MK117931:MK117931;	1.0	1159	7234	591	0	0	119	709	1071	481	3.958e-128	405	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	50.99															1159.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.08	k141_0	1	3.92	7.27	0.0	NODE_8_length_529_cov_64.487562	0.0	0.0	0.0	6097154.0	154.0	33.5	0.002025483	843.0	0.0	2873.0	7.256883051275574	36717.0	92.74311694872442	0.0	0.0	39590.0	100.0	2680.0	6.769386208638545	0.0	0.0	0.0	269.0	1251.0	89.0	140.1	83.4	423914.0	416197.0	0.0	0.0	1578.0	159.0	1419.0	792.0	24.0	1.84	1578.0	89.92	683.0	391807.0	145.0	33.5	0.0021291	805.0	0.0	2696.0	100.0	0.0	0.0	0.0	0.0	2696.0	100.0	2564.0	95.10385756676558	0.0	0.0	0.0	72.0	1196.0	85.0	134.8	77.4	391807.0	378094.0	0.0	0.0	4.0	8.0	0.0	4.0	1.0	8.0	0.0	0.0	12.0	0.0	0.0	0.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	188.84	9.0	366.0	193.0	100.0	100.0	100.0	91.0	81.0	45.0	0.0	0.0	0.0	LVE00127-7678		
LVE00127_cl1_it2	LVE00127	cl1	it2	MK117931:MK117931;	0.996	4167	7234	4038	16	0	3	4040	6681	2644	0.0	2691	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	96.9	MT199234.1	MT199234.1 |Mammarenavirus lassaense isolate Lassa/H.sapiens/BEN/2014/26529 segment L, partial sequence|L	73.824	4167.0	7204.0	3018.0	719.0	60.0	1057.0	4037.0	1551.0	4534.0	0.0	1131.0	4167.0	No	1.0	1.0	0.0	Low-quality	Genome-fragment	39.38	AAI-based (high-confidence)	0.0	1.03	k141_3	5	12.1	10.54	0.0	NODE_2_length_1399_cov_34.412736,NODE_3_length_1294_cov_27.995716,NODE_5_length_716_cov_53.171477,NODE_10_length_368_cov_24.045643,NODE_12_length_160_cov_84.459930	0.0	0.0	0.0	6097154.0	154.0	33.5	0.003885642	2709.0	34.0	4779.0	12.071230108613284	34811.0	87.92876989138672	0.0	0.0	39590.0	100.0	4682.0	11.826218742106592	0.0	0.0	0.0	378.0	2024.0	317.0	131.2	73.6	765462.0	697182.0	0.0	0.0	2615.0	244.0	2371.0	1281.0	25.0	1.91	2596.0	90.67	1199.0	698721.0	157.0	33.5	0.002527315	1615.0	34.0	4452.0	100.0	0.0	0.0	0.0	0.0	4452.0	100.0	4396.0	98.74213836477988	0.0	0.0	0.0	139.0	1935.0	262.0	129.6	70.9	698721.0	639018.0	0.0	0.0	3.0	68.0	3.0	6.0	1.0	68.0	0.0	0.0	74.0	0.0	0.0	0.0	43.0	43.0	25.0	25.0	0.58	0.58	3.0	6.0	4.0	5.0	8.0	8.0	5.0	10.0	1.0	4.0	11.0	3.0	87.91	15.0	269.0	79.0	100.0	100.0	100.0	81.0	33.0	4.0	0.0	0.0	0.0	LVE00127-6668		
LVE00127_cl2_it2	LVE00127	cl2	it2	MH053527:MH053527;	0.996	3347	3334	1725	7	0	3199	1475	3325	1601	0.0	1151	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	S	Human,Vertebrate	51.54															3347.0	No	2.0	2.0	0.0	Low-quality	Genome-fragment	31.62	AAI-based (high-confidence)	0.0	1.03	k141_4	1	65.27	71.52	0.0	NODE_1_length_3046_cov_250.279890	0.0	0.0	0.0	6097154.0	154.0	33.5	0.001422207	5885.0	52.0	27626.0	69.78024753725688	11964.0	30.21975246274312	0.0	0.0	39590.0	100.0	26998.0	68.19398838090427	0.0	0.0	0.0	3300.0	11659.0	1893.0	129.3	63.1	4229814.0	4137935.0	0.0	0.0	15445.0	1226.0	14219.0	6984.0	113.0	2.09	15433.0	92.06	7402.0	3961943.0	151.0	33.6	0.001406603	5337.0	46.0	26222.0	100.0	0.0	0.0	0.0	0.0	26222.0	100.0	25732.0	98.1313400961025	0.0	0.0	0.0	1123.0	11097.0	1808.0	127.9	62.7	3961943.0	3794247.0	0.0	0.0	6.0	22.0	2.0	8.0	1.0	22.0	0.0	0.0	30.0	0.0	0.0	0.0	9.0	9.0	13.0	13.0	1.44	1.44	7.0	2.0	1.0	0.0	1.0	1.0	2.0	2.0	0.0	1.0	3.0	2.0	654.62	5.0	1213.0	703.0	100.0	100.0	100.0	99.0	97.0	93.0	0.0	37.0	0.0	LVE00127-6668		
LVE00127_cl3_it2	LVE00127	cl3	it2	MH888003:MH888003;	0.998	1519	7147	1518	3	0	2	1519	2715	1198	0.0	1040	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	99.93															1519.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.0	k141_2	1	3.46	8.37	0.0	NODE_7_length_529_cov_76.706468	0.0	0.0	0.0	6097154.0	154.0	33.5	0.001354775	768.0	0.0	3609.0	9.115938368274817	35981.0	90.8840616317252	0.0	0.0	39590.0	100.0	3482.0	8.795150290477395	0.0	0.0	0.0	392.0	1466.0	275.0	144.4	73.0	613145.0	566884.0	0.0	0.0	2043.0	238.0	1805.0	907.0	30.0	2.05	1993.0	88.35	887.0	552368.0	167.0	33.5	0.001317913	681.0	0.0	3304.0	100.0	0.0	0.0	0.0	0.0	3304.0	100.0	3242.0	98.12348668280872	0.0	0.0	0.0	150.0	1367.0	252.0	146.6	77.8	552368.0	516726.0	0.0	0.0	2.0	3.0	1.0	3.0	1.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	194.61	41.0	498.0	183.0	100.0	100.0	100.0	98.0	76.0	42.0	0.0	0.0	0.0	LVE00127-6668		
LVE00127_cl4_it2	LVE00127	cl4	it2	MK117931:MK117931;	1.0	1159	7234	591	0	0	119	709	1071	481	3.958e-128	405	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	50.99															1159.0	No	1.0	1.0	0.0	Not-determined	Genome-fragment			0.0	1.08	k141_0	1	3.92	7.27	0.0	NODE_8_length_529_cov_64.487562	0.0	0.0	0.0	6097154.0	154.0	33.5	0.002025483	843.0	0.0	2873.0	7.256883051275574	36717.0	92.74311694872442	0.0	0.0	39590.0	100.0	2680.0	6.769386208638545	0.0	0.0	0.0	269.0	1251.0	89.0	140.1	83.4	423914.0	416197.0	0.0	0.0	1578.0	159.0	1419.0	792.0	24.0	1.84	1578.0	89.92	683.0	391807.0	145.0	33.5	0.0021291	805.0	0.0	2696.0	100.0	0.0	0.0	0.0	0.0	2696.0	100.0	2564.0	95.10385756676558	0.0	0.0	0.0	72.0	1196.0	85.0	134.8	77.4	391807.0	378094.0	0.0	0.0	4.0	8.0	0.0	4.0	1.0	8.0	0.0	0.0	12.0	0.0	0.0	0.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	188.84	9.0	366.0	193.0	100.0	100.0	100.0	91.0	81.0	45.0	0.0	0.0	0.0	LVE00127-6668		
LVE00127_cl0_it2	LVE00127	cl0	it2	MK117931:MK117931;	0.997	7132	7234	6678	20	0	7101	424	7158	481	0.0	4485	Lassa mammarenavirus	SPECIES	unknown	Lassa mammarenavirus	11620	LASV	RNA	N	L	Human,Vertebrate	93.63	MH053548.1	MH053548.1 |Mammarenavirus lassaense isolate Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1311 segment L Z protein (Z) and polymerase (L) genes, complete cds|L	91.543	7132.0	7132.0	6728.0	567.0	2.0	376.0	7102.0	376.0	7102.0	0.0	9271.0	7132.0	No	1.0	1.0	0.0	Medium-quality	Genome-fragment	67.27	AAI-based (high-confidence)	0.0	1.0	MH053548.1	9	19.55	18.91	0.0	k141_2,k141_3,NODE_2_length_1399_cov_34.412736,NODE_3_length_1294_cov_27.995716,NODE_4_length_811_cov_75.482456,NODE_5_length_716_cov_53.171477,NODE_7_length_529_cov_76.706468,NODE_10_length_368_cov_24.045643,NODE_12_length_160_cov_84.459930	138.0	1.95	1948.96	6097154.0	154.0	33.5	0.001342859	2367.0	0.0	11587.0	29.26749179085628	28003.0	70.73250820914372	0.0	0.0	39590.0	100.0	11450.0	28.92144480929528	0.0	0.0	0.0	1156.0	4804.0	921.0	133.9	68.1	1826313.0	1762657.0	0.0	0.0	6383.0	492.0	5891.0	3165.0	30.0	1.91	6382.0	92.29	2835.0	1704481.0	155.0	33.5	0.001298861	2103.0	0.0	10967.0	100.0	0.0	0.0	0.0	0.0	10967.0	100.0	10860.0	99.02434576456642	0.0	0.0	0.0	410.0	4548.0	879.0	132.4	67.6	1704481.0	1619111.0	0.0	0.0	5.0	34.0	3.0	8.0	1.0	34.0	0.0	0.0	42.0	0.0	0.0	0.0	14.0	14.0	16.0	16.0	1.14	1.14	6.0	1.0	2.0	1.0	4.0	5.0	2.0	1.0	2.0	1.0	5.0	0.0	129.88	0.0	498.0	106.0	99.0	98.0	98.0	86.0	53.0	20.0	0.0	0.0	0.0	LVE00127-9092	low-confidence DTR	
