Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
MH061881,Zika virus,GenBank,set:MH061881,,"Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Isom,R., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Bailey,M., Palese,P.",J. Craig Venter Institute,USA,2018-04-15,P10,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10726,complete,,,,,,,,,,,PRJNA314889,"Zika virus strain ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_02/1947, complete genome"
MK216741,Zika virus,GenBank,set:MK216741,,"Giovanetti,M., Goes de Jesus,J., Xavier,J., Morales,I., Lourenco,J., Dellicour,S., du Plessis,L., Theze,J., Salles,F., Paz,P., Nascimento,V., Souza,V., Carvalho,R., Iani,F., Wallau,G., Fonseca,V., Souza,R., Cru,L., Abreu,A., Garcia,M., Okumoto,O., Melo,C., Nunes,M., Sabino,E., Naveca,F., Pybus,O., Faria,N., Alcantara,L.C.J.","Fundacao Oswaldo Cruz, Laboratorio de Flavivirus",Brazil,2020-01-04,AMA89,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10338,partial,,,,"Brazil: Manaus, Amazonas",Brazil,,Homo sapiens,urine,2017-03-28,,,"Zika virus isolate AMA89 polyprotein gene, complete cds"
MH130104,Zika virus,GenBank,set:MH130104,,"Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Isom,R., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Bailey,M., Palese,P.",J. Craig Venter Institute,USA,2018-05-06,P12,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10698,complete,,,,,,,,,,,PRJNA314889,"Zika virus strain ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_07/1947, complete genome"
PQ551088,Zika virus,GenBank,,,"Kimita,G., Mutai,B.K., Omuseni,E.A., Masakhwe,C.A., Ocholla,S., Lemtudo,A.P., Awinda,G.O., Waitumbi,J.N.","WRAIR-Africa, Basic Science Laboratory",Kenya,2024-11-06,AFI-LAM-1993,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10666,partial,,,,"Kenya: Lamu, Lamu West sub-County, Kashmiri",Kenya,,Homo sapiens,blood,2024-09-11,,,"Zika virus isolate AFI-LAM-1993 polyprotein (POLY) gene, complete cds"
KY415991,Zika virus,GenBank,set:KY415991,,"White,S.K., Mavian,C., Elbadry,M.A., Beau De Rochars,V.M., Paisie,T., Telisma,T., Salemi,M., Lednicky,J.A., Morris,J.G. Jr., Beau De Rochars,M.V.","University of Florida - Gainesville, Environmental and Global Health",USA,2017-06-07,Haiti/0097/2014,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10808,complete,,,1,Haiti,Haiti,,Homo sapiens,blood,2014-06-24,,,"Zika virus isolate Haiti/0097/2014, complete genome"
OK054433,Zika virus,GenBank,,,"Sun,H., Burger-Calderon,R., Dickens,B.S.L., de Sessions,P.F., Rabaa,M., Ho,E.X.P., Kuan,G., Cook,A.R., Bustos,F., Carey,J., Balmaseda,A., Ooi,E., Harris,E., Sessions,O.M.","National University of Singapore, Saw Swee Hock School of Public Health",Singapore,2021-10-05,ZIKV/Homo_Sapiens/NIC/7673_CZB156/2016,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10782,partial,,,,Nicaragua,Nicaragua,,Homo sapiens,blood,2016-07-29,,,"Zika virus isolate ZIKV/Homo_Sapiens/NIC/7673_CZB156/2016 polyprotein (POLY) gene, complete cds"
MK028550,Zika virus,GenBank,set:MK028550,,"Phumee,A., Chompoosri,J., Intayot,P., Boonserm,R., Boonyasuppayakorn,S., Buathong,R., Thavara,U., Tawatsin,A., Joyjinda,Y., Wacharapluesadee,S., Siriyasatien,P.","Faculty of Medicine, Chulalongkorn University, Department of Parasitology",Thailand,2018-11-05,F5F13Cx,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),232,partial,,,,Thailand,Thailand,,Culex quinquefasciatus,,2017-03-28,,,"Zika virus isolate F5F13Cx NS5 gene, partial cds"
MK271812,Zika virus,GenBank,set:MK271812,,"Phumee,A., Buathong,R., Boonserm,R., Intayot,P., Aungsananta,N., Jittmittraphap,A., Joyjinda,Y., Wacharapluesadee,S., Siriyasatien,P.","Faculty of Medicine, Chulalongkorn University, Department of Parasitology",Thailand,2019-01-13,PL-No15,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),232,partial,,,,Thailand: Phitsanulok,Thailand,,Culex quinquefasciatus,,2016-02-13,,,"Zika virus isolate PL-No15 NS5 gene, partial cds"
MK028547,Zika virus,GenBank,set:MK028547,,"Phumee,A., Chompoosri,J., Intayot,P., Boonserm,R., Boonyasuppayakorn,S., Buathong,R., Thavara,U., Tawatsin,A., Joyjinda,Y., Wacharapluesadee,S., Siriyasatien,P.","Faculty of Medicine, Chulalongkorn University, Department of Parasitology",Thailand,2018-11-05,F3F32Cx,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),232,partial,,,,Thailand,Thailand,,Culex quinquefasciatus,,2017-02-08,,,"Zika virus isolate F3F32Cx NS5 gene, partial cds"
KY785459,Zika virus,GenBank,set:KY785459,"SRR5640002,SRR5640007","Metsky,H.C., Matranga,C.B., Wohl,S., Schaffner,S.F., Freije,C.A., Winnicki,S.M., West,K., Qu,J., Baniecki,M.L., Gladden-Young,A., Lin,A.E., Tomkins-Tinch,C.H., Ye,S.H., Park,D.J., Luo,C.Y., Barnes,K.G., Shah,R.R., Chak,B., Barbosa-Lima,G., Delatorre,E., Vieira,Y.R., Paul,L.M., Tan,A.L., Barcellona,C.M., Porcelli,M.C., Vasquez,C., Cannons,A.C., Cone,M.R., Hogan,K.N., Kopp,E.W., Anzinger,J.J., Garcia,K.F., Parham,L.A., Ramirez,R.M.G., Montoya,M.C.M., Rojas,D.P., Brown,C.M., Hennigan,S., Sabina,B., Scotland,S., Gangavarapu,K., Grubaugh,N.D., Oliveira,G., Robles-Sikisaka,R., Rambaut,A., Gehrke,L., Smole,S., Halloran,M.E., Villar,L., Mattar,S., Lorenzana,I., Cerbino-Neto,J., Valim,C., Degrave,W., Bozza,P.T., Gnirke,A., Andersen,K.G., Isern,S., Michael,S.F., Bozza,F.A., Souza,T.M.L., Bosch,I., Yozwiak,N.L., MacInnis,B.L., Sabeti,P.C., Brown,C., Gladden-Young,A.D., MacInnis,B., West,K.L., Winnicki,S.","Broad Institute, Viral Genomics, Infectious Disease Program (Infectious Disease Initiative)",USA,2017-03-24,Zika virus/H.sapiens-wt/USA/2016/MA-WGS16-034-SER,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10341,partial,,,1,USA,USA,,Homo sapiens,blood,2016-08-15,SAMN06617316,PRJNA344504,"Zika virus isolate Zika virus/H.sapiens-wt/USA/2016/MA-WGS16-034-SER polyprotein gene, complete cds"
MZ686202,Zika virus,GenBank,,,"Pradeep Kumar,N., Saini,P., Samuel,P., Suresh,A., Ajithlal,P., Mathew,J., Sonia,T., Amju,K., Kumar,A.","Vector Control Research Centre (ICMR), VCRC Field Station",India,2022-09-01,ZT32,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),178,partial,,,,"India: Nanthancode,Thiruvananthapuram,Kerala",India,,Aedes albopictus,,2021-07-11,,,"Zika virus isolate ZT32 polyprotein, NS5 region, gene, partial cds"
LQ868296,Zika virus,GenBank,set:LQ868296,,"CIARAMELLA,G., HIMANSU,S., HUANG,E.Y., ZAKS,T.",,,2018-09-19,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),2287,partial,,,,,,,,,,,,Sequence 144 from Patent EP3364950
KY075933,Zika virus,GenBank,set:KY075933,SRR5122846,"Grubaugh,N.D., Ladner,J.T., Kraemer,M.U.G., Dudas,G., Tan,A.L., Gangavarapu,K., Wiley,M.R., White,S., Theze,J., Magnani,D.M., Prieto,K., Reyes,D., Bingham,A.M., Paul,L.M., Robles-Sikisaka,R., Oliveira,G., Pronty,D., Barcellona,C.M., Metsky,H.C., Baniecki,M.L., Barnes,K.G., Chak,B., Freije,C.A., Gladden-Young,A., Gnirke,A., Luo,C., MacInnis,B., Matranga,C.B., Park,D.J., Qu,J., Schaffner,S.F., Tomkins-Tinch,C., West,K.L., Winnicki,S.M., Wohl,S., Yozwiak,N.L., Quick,J., Fauver,J.R., Khan,K., Brent,S.E., Reiner,R.C. Jr., Lichtenberger,P.N., Ricciardi,M.J., Bailey,V.K., Watkins,D.I., Cone,M.R., Kopp,E.W. Jr., Hogan,K.N., Cannons,A.C., Jean,R., Monaghan,A.J., Garry,R.F., Loman,N.J., Faria,N.R., Porcelli,M.C., Vasquez,C., Nagle,E.R., Cummings,D.A.T., Stanek,D., Rambaut,A., Sanchez-Lockhart,M., Sabeti,P.C., Gillis,L.D., Michael,S.F., Bedford,T., Pybus,O.G., Isern,S., Palacios,G., Andersen,K.G., Grubaugh,N., Tan,A., Gangavarupu,K., Cone,M., Kopp,E., Hogan,K., Cannons,A., Michael,S., Andersen,K.","The Scripps Research Institute, Department of Immunology and Microbial Science",USA,2016-11-04,ZIKV/Homo_sapiens/USA/2016/FL008U,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10391,partial,,,1,USA: Florida,USA,FL,Homo sapiens,urine,2016-06-21,SAMN05965482,PRJNA342539,"Zika virus isolate ZIKV/Homo_sapiens/USA/2016/FL008U polyprotein gene, complete cds"
MF801400,Zika virus,GenBank,set:MF801400,,"Theze,J., Li,T., du Plessis,L., Bouquet,J., Kraemer,M.U.G., Somasekar,S., Yu,G., de Cesare,M., Balmaseda,A., Kuan,G., Harris,E., Wu,C.-H., Ansari,A.M., Bowden,R., Faria,N.R., Yagi,S., Messenger,S., Brooks,T., Stone,M., Bloch,E., Busch,M., Munoz-Medina,J.E., Gonzalez-Bonilla,C.R., Wolinsky,S., Lopez,S., Arias,C., Bonsall,D., Pybus,O.G., Chiu,C.Y., Julien,T., Sneha,S., Tony,L., Jerome,B., C,A., J,M.-M.E., C,G.-B.R., Charles,C.Y.","University of Oxford, Department of Zoology",United Kingdom,2017-10-26,ZIKV/Homo sapiens/MEX/2016/mex20,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10307,partial,,,,Mexico: Chiapas,Mexico,,Homo sapiens,,2016-05-20,,,"Zika virus isolate ZIKV/Homo sapiens/MEX/2016/mex20 polyprotein gene, partial cds"
KY785433,Zika virus,GenBank,set:KY785433,"SRR5639992,SRR5639993","Metsky,H.C., Matranga,C.B., Wohl,S., Schaffner,S.F., Freije,C.A., Winnicki,S.M., West,K., Qu,J., Baniecki,M.L., Gladden-Young,A., Lin,A.E., Tomkins-Tinch,C.H., Ye,S.H., Park,D.J., Luo,C.Y., Barnes,K.G., Shah,R.R., Chak,B., Barbosa-Lima,G., Delatorre,E., Vieira,Y.R., Paul,L.M., Tan,A.L., Barcellona,C.M., Porcelli,M.C., Vasquez,C., Cannons,A.C., Cone,M.R., Hogan,K.N., Kopp,E.W., Anzinger,J.J., Garcia,K.F., Parham,L.A., Ramirez,R.M.G., Montoya,M.C.M., Rojas,D.P., Brown,C.M., Hennigan,S., Sabina,B., Scotland,S., Gangavarapu,K., Grubaugh,N.D., Oliveira,G., Robles-Sikisaka,R., Rambaut,A., Gehrke,L., Smole,S., Halloran,M.E., Villar,L., Mattar,S., Lorenzana,I., Cerbino-Neto,J., Valim,C., Degrave,W., Bozza,P.T., Gnirke,A., Andersen,K.G., Isern,S., Michael,S.F., Bozza,F.A., Souza,T.M.L., Bosch,I., Yozwiak,N.L., MacInnis,B.L., Sabeti,P.C., Gladden-Young,A.D., MacInnis,B., West,K.L., Winnicki,S.","Broad Institute, Viral Genomics, Infectious Disease Program (Infectious Disease Initiative)",USA,2017-03-24,Zika virus/H.sapiens-wt/BRA/2016/FC-6706-SER,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10366,partial,,,1,Brazil: Rio de Janeiro,Brazil,,Homo sapiens,blood,2016-04-08,SAMN06617250,PRJNA344504,"Zika virus isolate Zika virus/H.sapiens-wt/BRA/2016/FC-6706-SER polyprotein gene, complete cds"
KY325467,Zika virus,GenBank,set:KY325467,,"Grubaugh,N.D., Ladner,J.T., Kraemer,M.U.G., Dudas,G., Tan,A.L., Gangavarapu,K., Wiley,M.R., White,S., Theze,J., Magnani,D.M., Prieto,K., Reyes,D., Bingham,A.M., Paul,L.M., Robles-Sikisaka,R., Oliveira,G., Pronty,D., Barcellona,C.M., Metsky,H.C., Baniecki,M.L., Barnes,K.G., Chak,B., Freije,C.A., Gladden-Young,A., Gnirke,A., Luo,C., MacInnis,B., Matranga,C.B., Park,D.J., Qu,J., Schaffner,S.F., Tomkins-Tinch,C., West,K.L., Winnicki,S.M., Wohl,S., Yozwiak,N.L., Quick,J., Fauver,J.R., Khan,K., Brent,S.E., Reiner,R.C. Jr., Lichtenberger,P.N., Ricciardi,M.J., Bailey,V.K., Watkins,D.I., Cone,M.R., Kopp,E.W. Jr., Hogan,K.N., Cannons,A.C., Jean,R., Monaghan,A.J., Garry,R.F., Loman,N.J., Faria,N.R., Porcelli,M.C., Vasquez,C., Nagle,E.R., Cummings,D.A.T., Stanek,D., Rambaut,A., Sanchez-Lockhart,M., Sabeti,P.C., Gillis,L.D., Michael,S.F., Bedford,T., Pybus,O.G., Isern,S., Palacios,G., Andersen,K.G., Ladner,J., Wiley,M., Nagle,E., Pfeffer,B., Gills,L.","United States Army Medical Research Institute for Infectious Diseases (USAMRIID), Center for Genome Sciences",USA,2017-01-31,Zika virus/H.sapiens-wt/USA/2016/FLUR006,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10742,partial,,,1,USA: Florida,USA,FL,Homo sapiens,urine,2016-07-29,,PRJNA356429,"Zika virus isolate Zika virus/H.sapiens-wt/USA/2016/FLUR006 polyprotein gene, complete cds"
MF098767,Zika virus,GenBank,set:MF098767,,"Karan,L.S., Grigorieva,Y.E., Fedorova,M.V., Zhurenkova,O.B., Saifullin,M.A., Maleyev,V.V.",Central Research Institute of Epidemiology,Russia,2017-05-28,Saint-Barthelemi-Rus-6BRN-2016,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10102,partial,,,,Russia,Russia,,Homo sapiens,urine,2016-07-25,,,"Zika virus isolate Saint-Barthelemi-Rus-6BRN-2016 polyprotein gene, partial cds"
MH255601,Zika virus,GenBank,set:MH255601,,"Ng,Y.K., Mak,T.M., Cui,L.","Ministry of Health Singapore, National Public Health Laboratory",Singapore,2018-05-20,ZKA-16-922,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10484,partial,,,,Singapore,Singapore,,Homo sapiens,blood,2016-09-01,,,"Zika virus isolate ZKA-16-922 polyprotein gene, complete cds"
MF801421,Zika virus,GenBank,set:MF801421,,"Theze,J., Li,T., du Plessis,L., Bouquet,J., Kraemer,M.U.G., Somasekar,S., Yu,G., de Cesare,M., Balmaseda,A., Kuan,G., Harris,E., Wu,C.-H., Ansari,A.M., Bowden,R., Faria,N.R., Yagi,S., Messenger,S., Brooks,T., Stone,M., Bloch,E., Busch,M., Munoz-Medina,J.E., Gonzalez-Bonilla,C.R., Wolinsky,S., Lopez,S., Arias,C., Bonsall,D., Pybus,O.G., Chiu,C.Y., Julien,T., Sneha,S., Tony,L., Jerome,B., C,A., J,M.-M.E., C,G.-B.R., Charles,C.Y.","University of Oxford, Department of Zoology",United Kingdom,2017-10-26,ZIKV/Homo sapiens/MEX/2016/mex45,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10050,partial,,,,Mexico: Chiapas,Mexico,,Homo sapiens,,2016-07-01,,,"Zika virus isolate ZIKV/Homo sapiens/MEX/2016/mex45 polyprotein gene, partial cds"
OM831148,Zika virus,GenBank,,,"Lopez-Rosero,A., Sippy,R., Stewart-Ibarra,A., Ryan,S., Mordecai,E., Heras,F., Beltran,E., Neira,M.","The Cyprus Institute, Climate and Atmosphere Research Center (CARE-C)",Cyprus,2022-04-13,EC_503,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),195,partial,,,,"Ecuador: El Oro, Portobelo",Ecuador,,Aedes aegypti,,2017-01,,,"Zika virus isolate EC_503 polyprotein, envelope protein E region, gene, partial cds"
MW915413,Zika virus,GenBank,,,"Grant,R., Thi Thanh Nguyen,T., Huy Dao,M., Thi Thu Pham,H., Piorkowski,G., Doan Tan Pham,T., Minh Cao,T., Thi Kim Huynh,L., Hoang Nguyen,Q., Dang Khanh Vien,L., Lemoine,F., Zhukova,A., Thi Nhu Hoang,D., Thanh Nguyen,H., Tuan Tran,N., Bich Le,L., Nguyen Quang Ngo,M., Chau Tran,T., Nguyen Thanh Le,N., Ngoc Nguyen,M., Thanh Pham,H., Thi Diem Hoang,T., Van Dang,T., Thi Vu,A., Ngoc Truc Nguyen,Q., de Lamballerie,X., Duy Pham,Q., Chan Luong,Q., Fontanet,A.","Institut Pasteur, Computational Biology",France,2021-05-03,8546,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10330,partial,,,,Viet Nam,Viet Nam,,Homo sapiens,,2016-11-17,,,"Zika virus isolate 8546 polyprotein gene, partial cds"
MK282409,Zika virus,GenBank,set:MK282409,,"Appassakij,H., Navakanitworakul,R., Thammapalo,S., Molito,C., Chullasara,A., Silpapojakul,K.","Prince of Songkla University, Biomedical Sciences",Thailand,2019-01-13,Mos_SK-1_No6_Z7,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),192,partial,,,,Thailand,Thailand,,Aedes aegypti,,2016-09-08,,,"Zika virus isolate Mos_SK-1_No6_Z7 nonstructural protein 5 gene, partial cds"
MN755619,Zika virus,GenBank,set:MN755619,,"Nix,C.D., Salberg,J., Coulter,F.J., Kareko,B.W., Lyski,Z.L., Booty,B.L., Messer,W.B.","Oregon Health and Science University, Molecular Microbiology and Immunology",USA,2019-12-18,H/PF/2013,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),2382,partial,American,,,French Polynesia,French Polynesia,,Homo sapiens,,2013,,,"Zika virus isolate H/PF/2013 polyprotein (POLY) gene, partial cds"
KF383087,Zika virus,GenBank,set:KF383087,,"Faye,O., Freire,C.C., Iamarino,A., de Oliveira,J.V., Diallo,M., Zanotto,P.M., Sall,A.A., Freire,C.C.M., Chen,R., Oliveira,J.V.C., Weaver,S.C., Zanotto,P.M.A.","University of Sao Paulo, Microbiology",Brazil,2014-03-15,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),708,partial,,,1,Senegal,Senegal,,,,1979,,,"Zika virus strain ArD30156 nonstructural protein 5 gene, partial cds"
OK054457,Zika virus,GenBank,,,"Sun,H., Burger-Calderon,R., Dickens,B.S.L., de Sessions,P.F., Rabaa,M., Ho,E.X.P., Kuan,G., Cook,A.R., Bustos,F., Carey,J., Balmaseda,A., Ooi,E., Harris,E., Sessions,O.M.","National University of Singapore, Saw Swee Hock School of Public Health",Singapore,2021-10-05,ZIKV/Homo_Sapiens/NIC/8437_CZB126/2016,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10765,partial,,,,Nicaragua,Nicaragua,,Homo sapiens,blood,2016-07-24,,,"Zika virus isolate ZIKV/Homo_Sapiens/NIC/8437_CZB126/2016 polyprotein (POLY) gene, complete cds"
KU761560,Zika virus,GenBank,set:KU761560,,"Tong,Y.-G., Wang,G., Tong,Y.-H., Zheng,W., Hu,K.-X., Liu,W., Zhao,T.-Y., Qin,C.-F., Zhang,X.-A., Deng,Y.-Q., Fan,H., Pei,G.-Q., An,X.-P., Mi,Z.-Q., Cheng,S., Gao,B., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2016-12-31,ZJ03,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10635,complete,,,,China,China,,Homo sapiens,,2016-02,,,"Zika virus isolate ZJ03, complete genome"
KU940224,Zika virus,GenBank,set:KU940224,,"Naccache,S.N., Theze,J., Sardi,S.I., Somasekar,S., Greninger,A.L., Bandeira,A.C., Campos,G.S., Tauro,L.B., Faria,N.R., Pybus,O.G., Chiu,C.Y.","University of California, San Francisco, Laboratory Medicine",USA,2016-03-23,Bahia09,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10525,partial,,,1,Brazil,Brazil,,Homo sapiens,,2015-08-01,,,"Zika virus isolate Bahia09, partial genome"
MH061907,Zika virus,GenBank,set:MH061907,,"Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Isom,R., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Bailey,M., Palese,P.",J. Craig Venter Institute,USA,2018-04-15,P10,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10733,complete,,,,,,,,,,,PRJNA314889,"Zika virus strain ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_06/1947, complete genome"
MF574583,Zika virus,GenBank,set:MF574583,,"Pickett,B.E., Tan,G., Oldfield,L., Shabman,R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Isom,R., Hu,L., Durbin,A., Rocchi,I., Williams,T., Moser,L., Bernard,K.",J. Craig Venter Institute,USA,2017-08-26,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10615,partial,,,,Colombia: Barranquilla,Colombia,,Homo sapiens,,2016-12,,PRJNA314889,"Zika virus strain ZIKV/Homo sapiens/COL/FLR_00041/2015 polyprotein (GP1) gene, complete cds"
MF434520,Zika virus,GenBank,set:MF434520,,"Theze,J., Bonsall,D., de Cesare,M., Bowden,R., Pybus,O., Wolinsky,S.","University of Oxford, Department of Zoology",United Kingdom,2017-07-22,ZIKV/Homo sapiens/NIC/5847_12B1/2016,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10756,partial,,,,Nicaragua: Managua,Nicaragua,,Homo sapiens,,2016-02-07,,,"Zika virus isolate ZIKV/Homo sapiens/NIC/5847_12B1/2016 polyprotein gene, complete cds"
KX446950,Zika virus,GenBank,set:KX446950,,"Shabman,R., Puri,V., Dilley,K., Fedorova,N., Shrivastava,S., Amedeo,P., Williams,M., Hu,L., Rashid,S.",J. Craig Venter Institute,USA,2016-06-27,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10796,complete,,,,Mexico: Chiapas,Mexico,,Aedes sp.,,2016-01-01,,PRJNA314889,"Zika virus strain ZIKV/Aedes.sp/MEX/MEX_2-81/2016, complete genome"
KY014324,Zika virus,GenBank,set:KY014324,"SRR5639972,SRR5640051,SRR5640111,SRR5122843","Metsky,H.C., Matranga,C.B., Wohl,S., Schaffner,S.F., Freije,C.A., Winnicki,S.M., West,K., Qu,J., Baniecki,M.L., Gladden-Young,A., Lin,A.E., Tomkins-Tinch,C.H., Ye,S.H., Park,D.J., Luo,C.Y., Barnes,K.G., Shah,R.R., Chak,B., Barbosa-Lima,G., Delatorre,E., Vieira,Y.R., Paul,L.M., Tan,A.L., Barcellona,C.M., Porcelli,M.C., Vasquez,C., Cannons,A.C., Cone,M.R., Hogan,K.N., Kopp,E.W., Anzinger,J.J., Garcia,K.F., Parham,L.A., Ramirez,R.M.G., Montoya,M.C.M., Rojas,D.P., Brown,C.M., Hennigan,S., Sabina,B., Scotland,S., Gangavarapu,K., Grubaugh,N.D., Oliveira,G., Robles-Sikisaka,R., Rambaut,A., Gehrke,L., Smole,S., Halloran,M.E., Villar,L., Mattar,S., Lorenzana,I., Cerbino-Neto,J., Valim,C., Degrave,W., Bozza,P.T., Gnirke,A., Andersen,K.G., Isern,S., Michael,S.F., Bozza,F.A., Souza,T.M.L., Bosch,I., Yozwiak,N.L., MacInnis,B.L., Sabeti,P.C., Gladden-Young,A.D., MacInnis,B., Michael,S., Paul,L., Porcelli,M., West,K.L., Winnicki,S.","Broad Institute, Viral Genomics, Infectious Disease Program (Infectious Disease Initiative)",USA,2016-10-21,Zika virus/A.aegypti-wt/USA/2016/FL-01-MOS,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10786,partial,,,1,"USA: Miami, FL",USA,FL,Aedes aegypti,pooled insects,2016-08-22,SAMN05761900,PRJNA344504,"Zika virus isolate Zika virus/A.aegypti-wt/USA/2016/FL-01-MOS polyprotein gene, complete cds"
KY325480,Zika virus,GenBank,set:KY325480,,"Grubaugh,N.D., Ladner,J.T., Kraemer,M.U.G., Dudas,G., Tan,A.L., Gangavarapu,K., Wiley,M.R., White,S., Theze,J., Magnani,D.M., Prieto,K., Reyes,D., Bingham,A.M., Paul,L.M., Robles-Sikisaka,R., Oliveira,G., Pronty,D., Barcellona,C.M., Metsky,H.C., Baniecki,M.L., Barnes,K.G., Chak,B., Freije,C.A., Gladden-Young,A., Gnirke,A., Luo,C., MacInnis,B., Matranga,C.B., Park,D.J., Qu,J., Schaffner,S.F., Tomkins-Tinch,C., West,K.L., Winnicki,S.M., Wohl,S., Yozwiak,N.L., Quick,J., Fauver,J.R., Khan,K., Brent,S.E., Reiner,R.C. Jr., Lichtenberger,P.N., Ricciardi,M.J., Bailey,V.K., Watkins,D.I., Cone,M.R., Kopp,E.W. Jr., Hogan,K.N., Cannons,A.C., Jean,R., Monaghan,A.J., Garry,R.F., Loman,N.J., Faria,N.R., Porcelli,M.C., Vasquez,C., Nagle,E.R., Cummings,D.A.T., Stanek,D., Rambaut,A., Sanchez-Lockhart,M., Sabeti,P.C., Gillis,L.D., Michael,S.F., Bedford,T., Pybus,O.G., Isern,S., Palacios,G., Andersen,K.G., Ladner,J., Wiley,M., Nagle,E., Pfeffer,B., Gills,L.","United States Army Medical Research Institute for Infectious Diseases (USAMRIID), Center for Genome Sciences",USA,2017-01-31,Zika virus/H.sapiens-wt/USA/2016/FLUR001,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10658,partial,,,1,USA: Florida,USA,FL,Homo sapiens,urine,2016-07-28,,PRJNA356429,"UNVERIFIED: Zika virus isolate Zika virus/H.sapiens-wt/USA/2016/FLUR001 polyprotein-like gene, complete sequence"
MP780237,Zika virus,GenBank,,,"LIVENGOOD,J.A., DEAN,H., HAN,H.H., RAO,R., MARKS,J., DUBIN,G., DE,M.L., PATEL,H.",,,2021-03-17,,Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,ssRNA(+),10675,partial,,,,,,,,,,,,Sequence 2 from Patent EP3717511
