Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
OR795324,Human respiratory syncytial virus A,GenBank,,,"Kondgen,S., Reiche,J.",Robert Koch Institut,Germany,2024-02-13,hRSV/A/Germany/07-02759/2007,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15166,complete,,,,Germany,Germany,,Homo sapiens,,2007-03-05,,,"Human respiratory syncytial virus A isolate hRSV/A/Germany/07-02759/2007, complete genome"
OZ262174,Human respiratory syncytial virus A,GenBank,,,"Carr,M., Bennett,C., Banka,W., Fahey,L., Rice,A., Dean,J., Hare,D., De Gascun,C.F.","UCD National Virus Reference Laboratory, Dublin, Co. Dublin",Ireland,2025-06-03,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15090,complete,,,,Ireland,Ireland,,Homo sapiens,,2025-01-07,SAMEA118424624,PRJEB90083,"Human respiratory syncytial virus A genome assembly, complete genome: monopartite"
PP978508,Human respiratory syncytial virus A,GenBank,,SRR29680384,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnker,L., Wang,X.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",USA,2024-07-10,MN-MDH-RSVA-00897,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),14857,partial,,,,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,2024-02-18,SAMN42232764,PRJNA1048457,"Human respiratory syncytial virus A isolate MN-MDH-RSVA-00897, partial genome"
MW026993,Human respiratory syncytial virus A,GenBank,,,"Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.","Central Laboratory of Public Health of Espirito Santo State, Molecular Biology Sector II",Brazil,2021-04-30,877/2016,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),711,partial,,,,Brazil,Brazil,,Homo sapiens,,2016-07,,,"Human respiratory syncytial virus A isolate 877/2016 attachment glycoprotein (G) gene, partial cds"
KU955215,Human respiratory syncytial virus A,GenBank,set:KU955215,,"Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.","Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College",,2019-03-31,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),894,partial,,,,China,China,,Homo sapiens,oronasopharynx,2011,,,"Human respiratory syncytial virus A strain 2426A/2011 attachment glycoprotein (G) gene, complete cds"
OQ275823,Human respiratory syncytial virus A,GenBank,,,"Wilkins,D., Langedijk,A.C., Lebbink,R.J., Morehouse,C.A., Abram,M.E., Ahani,B., Aksyuk,A.A., Baraldi,E., Brady,T., Chen,A.T., Chi,H., Choi,E.H., Cohen,R., Danilenko,D.M., Gopalakrishnan,V., Greenough,A., Heikkinen,T., Hosoya,M., Keller,C., Kelly,E.J., Kragten-Tabatabaie,L., Martinon-Torres,F., Mascarenas-de Los Santos,A.H., Nunes,M.C., Palomino,M.A., Papenburg,J., Pernica,J.M., Richmond,P., Stein,R.T., Tuffy,K.M., Verwey,C., Esser,M.T., Tabor,D.E., Bont,L.J.","Astrazeneca, Early Vaccines & Immune Therapies",USA,2023-03-05,10103025,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,,Canada,Canada,,Homo sapiens,,2019-12-14,,,"Human respiratory syncytial virus A isolate 10103025 fusion glycoprotein (F) gene, complete cds"
OM857168,Human respiratory syncytial virus A,GenBank,,,"Eden,J.-S., Sikazwe,C., Levy,A., Deng,Y.-M., Dhanasekaran,V., Smith,D.W., Kok,J., Barr,I.G.","The University of Sydney, Sydney Institute for Infectious Diseases",Australia,2022-04-06,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),14958,complete,,,,Australia,Australia,,Homo sapiens,,2020-11-17,,,"Human respiratory syncytial virus A strain hRSV/A/Australia/7003912/2020, complete genome"
OP673072,Human respiratory syncytial virus A,GenBank,,,"Song,J., Zhu,Z., Mao,N., Cui,A., Xu,W., Zhang,Y.","National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, WHO WPRO Regional Reference Measles/Rubella Laboratory",China,2023-03-07,QD19-115,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),333,partial,,,1,China,China,,Homo sapiens,oronasopharynx,2019-03-09,,,"Human respiratory syncytial virus A isolate QD19-115 attachment glycoprotein (G) gene, partial cds"
PP973986,Human respiratory syncytial virus A,GenBank,,,"Wei,X., Wang,L., Li,M., Qi,J., Kang,L., Hu,G., Gong,C., Wang,C., Wang,Y., Huang,F., Gao,G.F.","Beijing Center for Disease Prevention and Control, Immunological Prevention",China,2024-11-09,2023-15R0140,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),357,partial,,,1,China: Beijing,China,,Homo sapiens,oronasopharynx,2024-01-09,,,"Human respiratory syncytial virus A isolate 2023-15R0140 attachment glycoprotein (G) gene, partial cds"
OQ276188,Human respiratory syncytial virus A,GenBank,,,"Wilkins,D., Langedijk,A.C., Lebbink,R.J., Morehouse,C.A., Abram,M.E., Ahani,B., Aksyuk,A.A., Baraldi,E., Brady,T., Chen,A.T., Chi,H., Choi,E.H., Cohen,R., Danilenko,D.M., Gopalakrishnan,V., Greenough,A., Heikkinen,T., Hosoya,M., Keller,C., Kelly,E.J., Kragten-Tabatabaie,L., Martinon-Torres,F., Mascarenas-de Los Santos,A.H., Nunes,M.C., Palomino,M.A., Papenburg,J., Pernica,J.M., Richmond,P., Stein,R.T., Tuffy,K.M., Verwey,C., Esser,M.T., Tabor,D.E., Bont,L.J.","Astrazeneca, Early Vaccines & Immune Therapies",USA,2023-03-05,270104049,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,,South Africa,South Africa,,Homo sapiens,,2021-09-03,,,"Human respiratory syncytial virus A isolate 270104049 fusion glycoprotein (F) gene, complete cds"
PV404473,Human respiratory syncytial virus A,GenBank,,,"Lauring,A.S., Papalambros,L.K.","University Of Michigan, Internal Medicine - Infectious Disease",USA,2025-04-02,hRSV-A-RA9495917956,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),14916,partial,,,,USA,USA,,Homo sapiens,,2025-01-05,,PRJNA1079770,"Human respiratory syncytial virus A isolate hRSV-A-RA9495917956, partial genome"
OQ276131,Human respiratory syncytial virus A,GenBank,,,"Wilkins,D., Langedijk,A.C., Lebbink,R.J., Morehouse,C.A., Abram,M.E., Ahani,B., Aksyuk,A.A., Baraldi,E., Brady,T., Chen,A.T., Chi,H., Choi,E.H., Cohen,R., Danilenko,D.M., Gopalakrishnan,V., Greenough,A., Heikkinen,T., Hosoya,M., Keller,C., Kelly,E.J., Kragten-Tabatabaie,L., Martinon-Torres,F., Mascarenas-de Los Santos,A.H., Nunes,M.C., Palomino,M.A., Papenburg,J., Pernica,J.M., Richmond,P., Stein,R.T., Tuffy,K.M., Verwey,C., Esser,M.T., Tabor,D.E., Bont,L.J.","Astrazeneca, Early Vaccines & Immune Therapies",USA,2023-03-05,330104048,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,,France,France,,Homo sapiens,,2021-08-04,,,"Human respiratory syncytial virus A isolate 330104048 fusion glycoprotein (F) gene, complete cds"
MW497882,Human respiratory syncytial virus A,GenBank,,,"Vidoni,L.","Hospices Civiles de Lyon, Microbiology",France,2021-11-21,13_53,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),508,partial,,,,France,France,,Homo sapiens,,2020-01-17,,,"UNVERIFIED: Human respiratory syncytial virus A isolate 13_53 attachment glycoprotein-like gene, partial sequence"
MZ747621,Respiratory syncytial virus type A,GenBank,,,"Lee,C.Y., Wu,T.H., Fang,Y.P., Chang,J.C., Wang,H.C., Lin,S.J., Mai,C.H., Chang,Y.C., Chou,T.Y., Lee,C.-Y.","Show-Chwan Memorial Hospital, Pediatrics",Taiwan,2022-01-26,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),669,partial,,,1,Taiwan,Taiwan,,Homo sapiens,oronasopharynx,2020,,,"Respiratory syncytial virus type A strain CBSH-A14 attachment glycoprotein (G) gene, partial cds"
LC712450,Human respiratory syncytial virus A,GenBank,,,"Ono,T., Hashimoto,K., Norito,S., Kume,Y., Chishiki,M., Okabe,H., Sato,M., Aso,J., Sada,M., Mochizuki,I., Mashiyama,F., Ishibashi,N., Suziki,S., Sakuma,H., Takeda,M., Shirato,K., Kimura,H., Hosoya,M., Chisiki,M.","Pediatrics; 1 Hikariga-oka, Fukushima, Fukushima 960-1295",Japan,2023-02-02,Fukushima/RSVA/H-255/2018,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),333,partial,,,,Japan: Fukushima,Japan,,Homo sapiens,,2018-05-09,,,"Human respiratory syncytial virus A Fukushima/RSVA/H-255/2018 G gene for attachment glycoprotein, partial cds"
PP785426,Human respiratory syncytial virus A,GenBank,,,"Na,B.","Yonsei University College of Medicine, BioMedical Science Institute, Department of Pediatrics",,2024-05-20,post-KOR-21-22-RSV-A1,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),14719,partial,,,,South Korea,South Korea,,Homo sapiens,,,,,"Human respiratory syncytial virus A isolate post-KOR-21-22-RSV-A1, partial genome"
PV629345,Human respiratory syncytial virus A,GenBank,,SRR33474362,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Bohnkers-Voels,L., Strain,A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",USA,2025-05-21,MN-MDH-RSVA-02943,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15044,partial,,,,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,2025-03-28,SAMN48396642,PRJNA1048457,"Human respiratory syncytial virus A isolate MN-MDH-RSVA-02943, partial genome"
OQ276392,Human respiratory syncytial virus A,GenBank,,,"Wilkins,D., Langedijk,A.C., Lebbink,R.J., Morehouse,C.A., Abram,M.E., Ahani,B., Aksyuk,A.A., Baraldi,E., Brady,T., Chen,A.T., Chi,H., Choi,E.H., Cohen,R., Danilenko,D.M., Gopalakrishnan,V., Greenough,A., Heikkinen,T., Hosoya,M., Keller,C., Kelly,E.J., Kragten-Tabatabaie,L., Martinon-Torres,F., Mascarenas-de Los Santos,A.H., Nunes,M.C., Palomino,M.A., Papenburg,J., Pernica,J.M., Richmond,P., Stein,R.T., Tuffy,K.M., Verwey,C., Esser,M.T., Tabor,D.E., Bont,L.J.","Astrazeneca, Early Vaccines & Immune Therapies",USA,2023-03-05,A_TX_2028_2016_02,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,,USA: Texas,USA,TX,Homo sapiens,,2015-12-02,,,"Human respiratory syncytial virus A isolate A_TX_2028_2016_02 fusion glycoprotein (F) gene, complete cds"
KJ627720,Respiratory syncytial virus type A,GenBank,set:KJ627720,,"Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,2014-04-16,RSV-A/US/BID-V8521/2004,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15136,complete,,,,USA: Tennessee,USA,TN,Homo sapiens,oronasopharynx,2004,,PRJNA227457,"Respiratory syncytial virus type A isolate RSV-A/US/BID-V8521/2004, complete genome"
OQ277983,Human respiratory syncytial virus A,GenBank,,,"Wilkins,D., Langedijk,A.C., Lebbink,R.J., Morehouse,C.A., Abram,M.E., Ahani,B., Aksyuk,A.A., Baraldi,E., Brady,T., Chen,A.T., Chi,H., Choi,E.H., Cohen,R., Danilenko,D.M., Gopalakrishnan,V., Greenough,A., Heikkinen,T., Hosoya,M., Keller,C., Kelly,E.J., Kragten-Tabatabaie,L., Martinon-Torres,F., Mascarenas-de Los Santos,A.H., Nunes,M.C., Palomino,M.A., Papenburg,J., Pernica,J.M., Richmond,P., Stein,R.T., Tuffy,K.M., Verwey,C., Esser,M.T., Tabor,D.E., Bont,L.J.","Astrazeneca, Early Vaccines & Immune Therapies",USA,2023-03-05,312980546,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,,USA: Indiana,USA,IN,Homo sapiens,,2020-03-17,,,"Human respiratory syncytial virus A isolate 312980546 fusion glycoprotein (F) gene, complete cds"
PP748714,Human respiratory syncytial virus A,GenBank,,,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","Seattle Flu Study, The Brotman Baty Institute for Precision Medicine",USA,2024-05-08,RSV-A/human/USA/WA-S25195/2020,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15080,partial,,,,"USA: Washington, King County",USA,WA,Homo sapiens,oronasopharynx,2020-01-05,SAMN41031227,PRJNA988152,"Human respiratory syncytial virus A isolate RSV-A/human/USA/WA-S25195/2020, partial genome"
LC871585,Human respiratory syncytial virus A,GenBank,,,"Tamura,T., Saito,R.","Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510",Japan,2025-05-02,HRSV/A/Japan/18RS085iso/2018,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15223,complete,,,,Japan,Japan,,Homo sapiens,,2018-11-20,,,"Human respiratory syncytial virus A HRSV/A/Japan/18RS085iso/2018 RNA, complete genome"
EU625723,Human respiratory syncytial virus A,GenBank,set:EU625723,,"Souza,M.C.O., Matsumoto,T.K., Vaz-de-Lima,L.R.A., Sato,N.N., Salgado,M.M., Requejo,H.I.Z., Hong,M.A., Barbosa,M.L., Oliveira,C.A.F., Benelli,P.C., Shimokawa,R.Y., Pecchini,R., Berezin,E., Duarte,S.P., Schvartsman,C., Durigon,E.L., Ueda,M.","Adolfo Lutz Institute, Microbiology",Brazil,2008-08-20,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),330,partial,,,,Brazil: Sao Paulo,Brazil,,,oronasopharynx,,,,"Human respiratory syncytial virus A strain SP(IAL)1708/2007 attachment glycoprotein gene, partial cds"
MT854056,Respiratory syncytial virus type A,GenBank,,,"Oketch,J.W., Kamau,E., Otieno,J.R., Mwema,A., Lewa,C., Agoti,C.N., Nokes,J.D.","KEMRI - Wellcome Trust Research Programme, Centre for Geographic Medicine Research, Epidemiology and Demography",Kenya,2020-10-14,ZAM/065/Feb-13,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),612,partial,,,,Zambia,Zambia,,Homo sapiens,,2013-02-04,,,"Respiratory syncytial virus type A isolate ZAM/065/Feb-13 attachment glycoprotein (G) gene, partial cds"
MZ961970,Human respiratory syncytial virus A,GenBank,,,"Luo,Q., Li,M., Huang,F.","Immunological Prevention, Beijing Center for Disease Prevention and Control",China,2022-03-05,2018-R6434,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),966,partial,,,,China,China,,Homo sapiens,oronasopharynx,2018-12,,,"Human respiratory syncytial virus A isolate 2018-R6434 attachment protein (G) gene, complete cds"
KU962827,Human respiratory syncytial virus A,GenBank,set:KU962827,,"Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.","Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College",,2019-03-31,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),264,partial,,,,China,China,,Homo sapiens,oronasopharynx,2008,,,"Human respiratory syncytial virus A strain 506A/2008 attachment glycoprotein (G) gene, partial cds"
PP785442,Human respiratory syncytial virus A,GenBank,,,"Na,B.","Yonsei University College of Medicine, BioMedical Science Institute, Department of Pediatrics",,2024-05-20,post-KOR-22-23-RSV-A7,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),14990,partial,,,,South Korea,South Korea,,Homo sapiens,,,,,"Human respiratory syncytial virus A isolate post-KOR-22-23-RSV-A7, partial genome"
PQ834900,Human respiratory syncytial virus A,GenBank,,,"Martinez-Marrero,N., Munoz-Escalante,J.C., Wong-Chew,R.M., Torres-Gonzalez,P., Garcia-Leon,M.L., Bautista-Carbajal,P., Martinez-Arce,P.A., Espinosa-Sotero,M.C., Tabla-Orozco,V., Rojas-Larios,F., Juarez-Tobias,S., Gonzalez-Ortiz,A.M., Alpuche-Solis,A.G., Noyola,D.E.","Universidad Autonoma de San Luis Potosi, Laboratorio de Enfermedades Infecciosas, Centro de Investigacion en Ciencias de la Salud y Biomedicina",Mexico,2025-01-12,HRSV/A/MEX/24166/2023,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),966,partial,A.D.1,,,Mexico: San Luis Potosi.,Mexico,,Homo sapiens,,2023-12-08,,,"Human respiratory syncytial virus A isolate HRSV/A/MEX/24166/2023 attachment glycoprotein (G) gene, complete cds"
MZ397609,Human respiratory syncytial virus A,GenBank,,,"Tabatabai,J., Ihling,C.M., Schnee,S.V., Rehbein,R.M., Hoos,J., Pfeil,J., Grulich-Henn,J., Schnitzler,P.","University of Heidelberg, Centre for Infectious Diseases Virology",Germany,2021-08-18,HD1516_11383,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,partial,,,,Germany,Germany,,Homo sapiens,,2016,,,"Human respiratory syncytial virus A isolate HD1516_11383 attachment glycoprotein (G) gene, partial cds"
OQ277428,Human respiratory syncytial virus A,GenBank,,,"Wilkins,D., Langedijk,A.C., Lebbink,R.J., Morehouse,C.A., Abram,M.E., Ahani,B., Aksyuk,A.A., Baraldi,E., Brady,T., Chen,A.T., Chi,H., Choi,E.H., Cohen,R., Danilenko,D.M., Gopalakrishnan,V., Greenough,A., Heikkinen,T., Hosoya,M., Keller,C., Kelly,E.J., Kragten-Tabatabaie,L., Martinon-Torres,F., Mascarenas-de Los Santos,A.H., Nunes,M.C., Palomino,M.A., Papenburg,J., Pernica,J.M., Richmond,P., Stein,R.T., Tuffy,K.M., Verwey,C., Esser,M.T., Tabor,D.E., Bont,L.J.","Astrazeneca, Early Vaccines & Immune Therapies",USA,2023-03-05,7016_4_40,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,,USA: Texas,USA,TX,Homo sapiens,,2019-02-07,,,"Human respiratory syncytial virus A isolate 7016_4_40 fusion glycoprotein (F) gene, complete cds"
MZ515874,Human respiratory syncytial virus A,GenBank,,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.","Oxford Vaccine Group, Department of Paediatrics, University of Oxford",United Kingdom,2021-08-18,OX02-8390-D03,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),14974,partial,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-11-16,,PRJEB34042,"Human respiratory syncytial virus A isolate OX02-8390-D03, partial genome"
PQ762664,Human respiratory syncytial virus A,GenBank,,,"Fourati,S., Rameix Welti,M.-A.","Hospital Henri Mondor - APHP, Department of Virology",France,2024-12-18,008-0003,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15169,partial,,,,France,France,,Homo sapiens,,2023-11-28,,,"Human respiratory syncytial virus A isolate 008-0003, partial genome"
PP352351,Human respiratory syncytial virus A,GenBank,,,"Rios Guzman,E., Simons,L.M., Dean,T.J., Agnes,F., Pawlowski,A., Alisoltanidehkordi,A., Nam,H.H., Ison,M.G., Ozer,E.A., Lorenzo-Redondo,R., Hultquist,J.F.","Northwestern University, Medicine",USA,2024-02-27,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15037,partial,,,,USA,USA,,Homo sapiens,,2022-10,,PRJNA1050228,"Human respiratory syncytial virus A strain RSV-A/human/USA/IL-NM-RSV452/2022, partial genome"
OQ277842,Human respiratory syncytial virus A,GenBank,,,"Wilkins,D., Langedijk,A.C., Lebbink,R.J., Morehouse,C.A., Abram,M.E., Ahani,B., Aksyuk,A.A., Baraldi,E., Brady,T., Chen,A.T., Chi,H., Choi,E.H., Cohen,R., Danilenko,D.M., Gopalakrishnan,V., Greenough,A., Heikkinen,T., Hosoya,M., Keller,C., Kelly,E.J., Kragten-Tabatabaie,L., Martinon-Torres,F., Mascarenas-de Los Santos,A.H., Nunes,M.C., Palomino,M.A., Papenburg,J., Pernica,J.M., Richmond,P., Stein,R.T., Tuffy,K.M., Verwey,C., Esser,M.T., Tabor,D.E., Bont,L.J.","Astrazeneca, Early Vaccines & Immune Therapies",USA,2023-03-05,246160534,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,,USA: California,USA,CA,Homo sapiens,,2020-02-03,,,"Human respiratory syncytial virus A isolate 246160534 fusion glycoprotein (F) gene, complete cds"
OQ277723,Human respiratory syncytial virus A,GenBank,,,"Wilkins,D., Langedijk,A.C., Lebbink,R.J., Morehouse,C.A., Abram,M.E., Ahani,B., Aksyuk,A.A., Baraldi,E., Brady,T., Chen,A.T., Chi,H., Choi,E.H., Cohen,R., Danilenko,D.M., Gopalakrishnan,V., Greenough,A., Heikkinen,T., Hosoya,M., Keller,C., Kelly,E.J., Kragten-Tabatabaie,L., Martinon-Torres,F., Mascarenas-de Los Santos,A.H., Nunes,M.C., Palomino,M.A., Papenburg,J., Pernica,J.M., Richmond,P., Stein,R.T., Tuffy,K.M., Verwey,C., Esser,M.T., Tabor,D.E., Bont,L.J.","Astrazeneca, Early Vaccines & Immune Therapies",USA,2023-03-05,210510514,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,,USA: South Carolina,USA,SC,Homo sapiens,,2019-12-03,,,"Human respiratory syncytial virus A isolate 210510514 fusion glycoprotein (F) gene, complete cds"
OQ278235,Human respiratory syncytial virus A,GenBank,,,"Wilkins,D., Langedijk,A.C., Lebbink,R.J., Morehouse,C.A., Abram,M.E., Ahani,B., Aksyuk,A.A., Baraldi,E., Brady,T., Chen,A.T., Chi,H., Choi,E.H., Cohen,R., Danilenko,D.M., Gopalakrishnan,V., Greenough,A., Heikkinen,T., Hosoya,M., Keller,C., Kelly,E.J., Kragten-Tabatabaie,L., Martinon-Torres,F., Mascarenas-de Los Santos,A.H., Nunes,M.C., Palomino,M.A., Papenburg,J., Pernica,J.M., Richmond,P., Stein,R.T., Tuffy,K.M., Verwey,C., Esser,M.T., Tabor,D.E., Bont,L.J.","Astrazeneca, Early Vaccines & Immune Therapies",USA,2023-03-05,SA18_025,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),1725,partial,,,,South Africa,South Africa,,Homo sapiens,,2015-05-12,,,"Human respiratory syncytial virus A isolate SA18_025 fusion glycoprotein (F) gene, complete cds"
EU625698,Human respiratory syncytial virus A,GenBank,set:EU625698,,"Souza,M.C.O., Matsumoto,T.K., Vaz-de-Lima,L.R.A., Sato,N.N., Salgado,M.M., Requejo,H.I.Z., Hong,M.A., Barbosa,M.L., Oliveira,C.A.F., Benelli,P.C., Shimokawa,R.Y., Pecchini,R., Berezin,E., Duarte,S.P., Schvartsman,C., Durigon,E.L., Ueda,M.","Adolfo Lutz Institute, Microbiology",Brazil,2008-08-20,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),338,partial,,,,Brazil: Jundiai,Brazil,,,oronasopharynx,,,,"Human respiratory syncytial virus A strain JU(IAL)1123/2006 attachment glycoprotein gene, partial cds"
MG930237,Human respiratory syncytial virus A,GenBank,set:MG930237,,"Prifert,C., Streng,A., Schultz,J., Liese,J.G., Weissbrich,B., Hofmann,D.","Institute of Virology and Immunobiology, University of Wuerzburg",Germany,2018-03-19,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),333,partial,,,,Germany: Wuerzburg,Germany,,Homo sapiens,,2012,,,"Human respiratory syncytial virus A strain WUE/39126/12 attachment glycoprotein (G) mRNA, partial cds"
OP890322,Human respiratory syncytial virus A,GenBank,,SRR22580782,"Goya,S., Sereewit,J., Pfalmer,D., Nguyen,T., Bakhash,S.A.K.M., Sobolik,E.B., Greninger,A.L.","UW Virology, Laboratory Medicine",USA,2022-12-04,hRSV/A/USA/2022DT79D/2022,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15267,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-10,SAMN32118090,PRJNA907066,"Human respiratory syncytial virus A isolate hRSV/A/USA/2022DT79D/2022, complete genome"
LC552093,Respiratory syncytial virus type A,GenBank,set:LC552093,,"Phyu,W.W., Saito,R.","International Health, Public Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510",Japan,2020-06-03,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),309,partial,A,6,,Myanmar,Myanmar,,Homo sapiens,,2016-08-10,,,"Respiratory syncytial virus type A RSA/16M373 G gene for attachment glycoprotein, partial cds"
OZ262264,Human respiratory syncytial virus A,GenBank,,,"Carr,M., Bennett,C., Banka,W., Fahey,L., Rice,A., Dean,J., Hare,D., De Gascun,C.F.","UCD National Virus Reference Laboratory, Dublin, Co. Dublin",Ireland,2025-06-03,,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15230,complete,,,,Ireland,Ireland,,Homo sapiens,,2025-04-03,SAMEA118424601,PRJEB90083,"Human respiratory syncytial virus A genome assembly, complete genome: monopartite"
MF589026,Respiratory syncytial virus type A,GenBank,set:MF589026,,"Gaymard,A., Pichon,M., Morfin,F.","Hospices Civils de Lyon, Virology Department",France,2017-08-30,2011-49-003_A,Orthopneumovirus hominis,Orthopneumovirus,Pneumoviridae,ssRNA(-),417,partial,,,,France,France,,Homo sapiens,,2011,,,"Respiratory syncytial virus type A isolate 2011-49-003_A attachment glycoprotein (G) gene, partial cds"
