"index"	"sample"	"cluster"	"step"	"(annotation) subject"	"(annotation) pident"	"(annotation) qlen"	"(annotation) slen"	"(annotation) length"	"(annotation) mismatch"	"(annotation) gapopen"	"(annotation) qstart"	"(annotation) qend"	"(annotation) sstart"	"(annotation) send"	"(annotation) evalue"	"(annotation) bitscore"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(annotation) % contig aligned"	"(blast) subject"	"(blast) subject title"	"(blast) pident"	"(blast) qlen"	"(blast) slen"	"(blast) length"	"(blast) mismatch"	"(blast) gapopen"	"(blast) qstart"	"(blast) qend"	"(blast) sstart"	"(blast) send"	"(blast) evalue"	"(blast) bitscore"	"(checkv) contig_length"	"(checkv) provirus"	"(checkv) proviral_length"	"(checkv) gene_count"	"(checkv) viral_genes"	"(checkv) host_genes"	"(checkv) checkv_quality"	"(checkv) miuvig_quality"	"(checkv) completeness"	"(checkv) completeness_method"	"(checkv) contamination"	"(checkv) kmer_freq"	"(checkv) warnings"	"(cluster) taxon-id"	"(cluster) centroid"	"(cluster) number of members"	"(cluster) cumulative read depth - spades [%]"	"(cluster) cumulative read depth - megahit [%]"	"(cluster) cumulative read depth - trinity [%]"	"(cluster) members"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(samtools Raw) total length"	"(samtools Raw) average length"	"(samtools Raw) average quality"	"(samtools Raw) error rate"	"(samtools Raw) mismatches"	"(samtools Raw) reads MQ0"	"(samtools Raw) reads mapped (R1+R2)"	"(samtools Raw) reads mapped %"	"(samtools Raw) reads unmapped (R1+R2)"	"(samtools Raw) reads unmapped %"	"(samtools Raw) reads QC failed"	"(samtools Raw) reads QC failed %"	"(samtools Raw) reads paired"	"(samtools Raw) reads paired %"	"(samtools Raw) reads properly paired"	"(samtools Raw) reads properly paired %"	"(samtools Raw) reads duplicated"	"(samtools Raw) reads duplicated %"	"(samtools Raw) non primary alignments"	"(samtools Raw) supplementary alignments"	"(samtools Raw) outward oriented pairs"	"(samtools Raw) inward oriented pairs"	"(samtools Raw) insert size average"	"(samtools Raw) insert size standard deviation"	"(samtools Raw) bases mapped"	"(samtools Raw) bases mapped cigar"	"(samtools Raw) bases trimmed"	"(samtools Raw) bases duplicated"	"(picard) unpaired reads examined"	"(picard) read pair optical duplicates"	"(picard) unmapped reads (R1+R2)"	"(picard) estimated library size"	"(picard) unpaired read duplicates"	"(picard) secondary or supplementary rds"	"(picard) read pairs examined"	"(picard) read pair duplicates"	"(picard) % duplication"	"(picard) library"	"(samtools Post-dedup) total length"	"(samtools Post-dedup) average length"	"(samtools Post-dedup) average quality"	"(samtools Post-dedup) error rate"	"(samtools Post-dedup) mismatches"	"(samtools Post-dedup) reads MQ0"	"(samtools Post-dedup) reads mapped (R1+R2)"	"(samtools Post-dedup) reads mapped %"	"(samtools Post-dedup) reads unmapped (R1+R2)"	"(samtools Post-dedup) reads unmapped %"	"(samtools Post-dedup) reads QC failed"	"(samtools Post-dedup) reads QC failed %"	"(samtools Post-dedup) reads paired"	"(samtools Post-dedup) reads paired %"	"(samtools Post-dedup) reads properly paired"	"(samtools Post-dedup) reads properly paired %"	"(samtools Post-dedup) reads duplicated"	"(samtools Post-dedup) reads duplicated %"	"(samtools Post-dedup) non primary alignments"	"(samtools Post-dedup) supplementary alignments"	"(samtools Post-dedup) outward oriented pairs"	"(samtools Post-dedup) inward oriented pairs"	"(samtools Post-dedup) insert size average"	"(samtools Post-dedup) insert size standard deviation"	"(samtools Post-dedup) bases mapped"	"(samtools Post-dedup) bases mapped cigar"	"(samtools Post-dedup) bases trimmed"	"(samtools Post-dedup) bases duplicated"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools) number of indels"	"(bcftools) number of samples"	"(bcftools) number of SNPs"	"(bcftools) number of MNPs"	"(bcftools) number of no-ALTs"	"(bcftools) number of records"	"(bcftools) number of others"	"(bcftools) number of multiallelic sites"	"(bcftools) number of multiallelic SNP sites"	"(bcftools) number of transversions"	"(bcftools) transversion in 1st alternative"	"(bcftools) number of transitions"	"(bcftools) transistion in 1st alternative"	"(bcftools) transistions/transversions ratio"	"(bcftools) transition/transversion in 1st alternative"	"(bcftools) substitution T->C"	"(bcftools) substitution A->C"	"(bcftools) substitution C->A"	"(bcftools) substitution G->T"	"(bcftools) substitution A->T"	"(bcftools) substitution C->T"	"(bcftools) substitution T->G"	"(bcftools) substitution T->A"	"(bcftools) substitution G->C"	"(bcftools) substitution C->G"	"(bcftools) substitution G->A"	"(bcftools) substitution A->G"	"(general_stats) mosdepth Mean read depth"	"(general_stats) mosdepth Min read depth"	"(general_stats) mosdepth Max read depth"	"(general_stats) mosdepth Median read depth"	"(general_stats) mosdepth 1X coverage"	"(general_stats) mosdepth 5X coverage"	"(general_stats) mosdepth 10X coverage"	"(general_stats) mosdepth 50X coverage"	"(general_stats) mosdepth 100X coverage"	"(general_stats) mosdepth 200X coverage"	"(general_stats) mosdepth 500X coverage"	"(general_stats) mosdepth 750X coverage"	"(general_stats) mosdepth 1000X coverage"
"SRX17981498_cl1_itvariant-calling"	"SRX17981498"	"cl1"	"itvariant-calling"	"KU179576:KU179576;"	"0.982"	"4764"	"4777"	"3423"	"62"	"0"	"4698"	"1276"	"4711"	"1289"	"0.0"	"2291"	"Tomato spotted wilt tospovirus"	"SPECIES"	"unknown"	"Tomato spotted wilt tospovirus"	"1933298"	"unknown"	"RNA"	"N"	"M"	"Plant,Invertebrate"	"71.85"	"acc|NEIGHBOR|KU179554.1|Orthotospovirus"	"acc|NEIGHBOR|KU179554.1|Orthotospovirus tomatomaculae isolate 14-44 segment M, complete sequence|Orthotospovirus tomatomaculae|VRL|27-NOV-2018"	"99.6"	"4764"	"4768"	"4746"	"15"	"4"	"14"	"4755"	"14"	"4759"	"0.0"	"8656"	4764.0	"No"	""	2.0	2.0	0.0	"Low-quality"	"Genome-fragment"	28.22	"AAI-based (high-confidence)"	0.0	1.0	""	2560196	"acc-NEIGHBOR-MF326510.1-Orthotospovirus"	5	8.03	8.22	0.0	"NODE_1_length_4321_cov_170.687147,k141_40,NODE_32_length_511_cov_148.356164,NODE_34_length_510_cov_59.778032,NODE_79_length_325_cov_7.523810"	22.0	0.46	"461.80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"SRX17981498_cl2_consensus"	"SRX17981498"	"cl2"	"consensus"	"KT160282:KT160282;"	"0.995"	"2894"	"2984"	"1488"	"7"	"0"	"1179"	"2666"	"2"	"1489"	"0.0"	"994"	"Tomato spotted wilt tospovirus"	"SPECIES"	"unknown"	"Tomato spotted wilt tospovirus"	"1933298"	"unknown"	"RNA"	"N"	"S"	"Plant,Invertebrate"	"51.42"	"acc|NEIGHBOR|KT160282.1|Tomato"	"acc|NEIGHBOR|KT160282.1|Tomato spotted wilt virus segment S, complete sequence|Orthotospovirus tomatomaculae|VRL|15-SEP-2015"	"99.767"	"2894"	"2984"	"1718"	"3"	"1"	"1178"	"2894"	"1"	"1718"	"0.0"	"3151"	2894.0	"No"	""	2.0	2.0	0.0	"Low-quality"	"Genome-fragment"	17.15	"AAI-based (high-confidence)"	0.0	1.0	""	2560196	"k141_32"	1	32.81	33.58	0.0	"NODE_4_length_2909_cov_1145.287729"	0.0	0.03	"34.55"	283362636.0	134.0	37.3	0.00274623	20358.0	0.0	53869.0	2.546759215922103	2061329.0	97.4532407840779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	7432746.0	7413072.0	0.0	0.0	53869.0	0.0	2061329.0	""	50338.0	23.0	0.0	0.0	0.934452	"Unknown Library"	276446762.0	134.0	37.3	0.003457827	1759.0	0.0	3531.0	0.17100432959135245	2061329.0	99.82899567040864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	516872.0	508701.0	0.0	0.0	1.0	84.0	3.0	4.0	1.0	84.0	0.0	0.0	88.0	0.0	0.0	0.0	21.0	21.0	61.0	61.0	2.9	2.9	23.0	0.0	1.0	5.0	6.0	12.0	2.0	7.0	0.0	0.0	14.0	12.0	175.77	15.0	252.0	198.0	100.0	100.0	100.0	94.0	85.0	48.0	0.0	0.0	0.0
"SRX17981498_cl2_it1"	"SRX17981498"	"cl2"	"it1"	"KT160282:KT160282;"	"0.995"	"2894"	"2984"	"1488"	"7"	"0"	"1179"	"2666"	"2"	"1489"	"0.0"	"994"	"Tomato spotted wilt tospovirus"	"SPECIES"	"unknown"	"Tomato spotted wilt tospovirus"	"1933298"	"unknown"	"RNA"	"N"	"S"	"Plant,Invertebrate"	"51.42"	"acc|NEIGHBOR|KT160282.1|Tomato"	"acc|NEIGHBOR|KT160282.1|Tomato spotted wilt virus segment S, complete sequence|Orthotospovirus tomatomaculae|VRL|15-SEP-2015"	"99.767"	"2894"	"2984"	"1718"	"3"	"1"	"1178"	"2894"	"1"	"1718"	"0.0"	"3151"	2894.0	"No"	""	2.0	2.0	0.0	"Low-quality"	"Genome-fragment"	17.15	"AAI-based (high-confidence)"	0.0	1.0	""	2560196	"k141_32"	1	32.81	33.58	0.0	"NODE_4_length_2909_cov_1145.287729"	0.0	0.03	"34.55"	283362636.0	134.0	37.3	0.00274623	20358.0	0.0	53869.0	2.546759215922103	2061329.0	97.4532407840779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	7432746.0	7413072.0	0.0	0.0	53869.0	0.0	2061329.0	""	50338.0	23.0	0.0	0.0	0.934452	"Unknown Library"	276446762.0	134.0	37.3	0.003457827	1759.0	0.0	3531.0	0.17100432959135245	2061329.0	99.82899567040864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	516872.0	508701.0	0.0	0.0	1.0	84.0	3.0	4.0	1.0	84.0	0.0	0.0	88.0	0.0	0.0	0.0	21.0	21.0	61.0	61.0	2.9	2.9	23.0	0.0	1.0	5.0	6.0	12.0	2.0	7.0	0.0	0.0	14.0	12.0	175.77	15.0	252.0	198.0	100.0	100.0	100.0	94.0	85.0	48.0	0.0	0.0	0.0
"SRX17981498_cl2_it2"	"SRX17981498"	"cl2"	"it2"	"KT160282:KT160282;"	"0.995"	"2894"	"2984"	"1488"	"7"	"0"	"1179"	"2666"	"2"	"1489"	"0.0"	"994"	"Tomato spotted wilt tospovirus"	"SPECIES"	"unknown"	"Tomato spotted wilt tospovirus"	"1933298"	"unknown"	"RNA"	"N"	"S"	"Plant,Invertebrate"	"51.42"	"acc|NEIGHBOR|KT160282.1|Tomato"	"acc|NEIGHBOR|KT160282.1|Tomato spotted wilt virus segment S, complete sequence|Orthotospovirus tomatomaculae|VRL|15-SEP-2015"	"99.767"	"2894"	"2984"	"1718"	"3"	"1"	"1178"	"2894"	"1"	"1718"	"0.0"	"3151"	2894.0	"No"	""	2.0	2.0	0.0	"Low-quality"	"Genome-fragment"	17.15	"AAI-based (high-confidence)"	0.0	1.0	""	2560196	"k141_32"	1	32.81	33.58	0.0	"NODE_4_length_2909_cov_1145.287729"	0.0	0.03	"34.55"	283362636.0	134.0	37.3	0.00274623	20358.0	0.0	53869.0	2.546759215922103	2061329.0	97.4532407840779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	7432746.0	7413072.0	0.0	0.0	53869.0	0.0	2061329.0	""	50338.0	23.0	0.0	0.0	0.934452	"Unknown Library"	276446762.0	134.0	37.3	0.003457827	1759.0	0.0	3531.0	0.17100432959135245	2061329.0	99.82899567040864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	516872.0	508701.0	0.0	0.0	1.0	84.0	3.0	4.0	1.0	84.0	0.0	0.0	88.0	0.0	0.0	0.0	21.0	21.0	61.0	61.0	2.9	2.9	23.0	0.0	1.0	5.0	6.0	12.0	2.0	7.0	0.0	0.0	14.0	12.0	175.77	15.0	252.0	198.0	100.0	100.0	100.0	94.0	85.0	48.0	0.0	0.0	0.0
"SRX17981498_cl2_itvariant-calling"	"SRX17981498"	"cl2"	"itvariant-calling"	"KT160282:KT160282;"	"0.997"	"2894"	"2984"	"1488"	"4"	"0"	"1179"	"2666"	"2"	"1489"	"0.0"	"998"	"Tomato spotted wilt tospovirus"	"SPECIES"	"unknown"	"Tomato spotted wilt tospovirus"	"1933298"	"unknown"	"RNA"	"N"	"S"	"Plant,Invertebrate"	"51.42"	"acc|NEIGHBOR|KT160282.1|Tomato"	"acc|NEIGHBOR|KT160282.1|Tomato spotted wilt virus segment S, complete sequence|Orthotospovirus tomatomaculae|VRL|15-SEP-2015"	"99.825"	"2894"	"2984"	"1718"	"2"	"1"	"1178"	"2894"	"1"	"1718"	"0.0"	"3155"	2894.0	"No"	""	2.0	2.0	0.0	"Low-quality"	"Genome-fragment"	17.15	"AAI-based (high-confidence)"	0.0	1.0	""	2560196	"k141_32"	1	32.81	33.58	0.0	"NODE_4_length_2909_cov_1145.287729"	0.0	0.0	"0.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"SRX17981498_cl3_consensus"	"SRX17981498"	"cl3"	"consensus"	"KT160280:KT160280;"	"0.987"	"8917"	"8914"	"5409"	"70"	"0"	"7035"	"1627"	"7033"	"1625"	"0.0"	"3549"	"Tomato spotted wilt tospovirus"	"SPECIES"	"unknown"	"Tomato spotted wilt tospovirus"	"1933298"	"unknown"	"RNA"	"N"	"L"	"Plant,Invertebrate"	"60.66"	"acc|NEIGHBOR|KT160280.1|Tomato"	"acc|NEIGHBOR|KT160280.1|Tomato spotted wilt virus segment L, complete sequence|Orthotospovirus tomatomaculae|VRL|15-SEP-2015"	"95.245"	"8917"	"8914"	"8917"	"421"	"3"	"1"	"8917"	"1"	"8914"	"0.0"	"14859"	8917.0	"No"	""	3.0	1.0	0.0	"Medium-quality"	"Genome-fragment"	52.9	"AAI-based (high-confidence)"	0.0	1.0	""	2560196	"acc-NEIGHBOR-AB198742.1-Orthotospovirus"	15	35.82	36.67	0.0	"NODE_10_length_1059_cov_141.275862,NODE_9_length_1116_cov_325.418984,NODE_175_length_247_cov_493.327586,NODE_2_length_3175_cov_265.700838,NODE_3_length_3175_cov_127.850741,k141_53,NODE_7_length_2246_cov_335.135757,k141_27,k141_30,k141_33,NODE_5_length_2527_cov_316.890791,NODE_6_length_2471_cov_149.894495,k141_41,k141_48,k141_6"	403.0	4.53	"4530.67"	283362636.0	134.0	37.3	0.04104528	331082.0	0.0	58711.0	2.7756739558187933	2056487.0	97.22432604418121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	8110370.0	8066262.0	0.0	0.0	58711.0	0.0	2056487.0	""	49774.0	23.0	0.0	0.0	0.84778	"Unknown Library"	276555430.0	134.0	37.3	0.04077699	52632.0	0.0	8937.0	0.43269565958369804	2056487.0	99.56730434041631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	1303164.0	1290728.0	0.0	0.0	3.0	1007.0	3.0	6.0	1.0	1007.0	0.0	0.0	1013.0	0.0	0.0	0.0	32.0	32.0	167.0	167.0	5.22	5.22	35.0	3.0	4.0	5.0	7.0	54.0	3.0	8.0	1.0	1.0	39.0	39.0	144.74	3.0	239.0	148.0	100.0	100.0	100.0	99.0	87.0	5.0	0.0	0.0	0.0
"SRX17981498_cl3_it1"	"SRX17981498"	"cl3"	"it1"	"KT160280:KT160280;"	"0.982"	"8915"	"8914"	"8643"	"156"	"0"	"8888"	"246"	"8887"	"245"	"0.0"	"5613"	"Tomato spotted wilt tospovirus"	"SPECIES"	"unknown"	"Tomato spotted wilt tospovirus"	"1933298"	"unknown"	"RNA"	"N"	"L"	"Plant,Invertebrate"	"96.95"	"acc|NEIGHBOR|KT160280.1|Tomato"	"acc|NEIGHBOR|KT160280.1|Tomato spotted wilt virus segment L, complete sequence|Orthotospovirus tomatomaculae|VRL|15-SEP-2015"	"95.813"	"8915"	"8914"	"8908"	"372"	"1"	"7"	"8914"	"7"	"8913"	"0.0"	"15038"	8915.0	"No"	""	1.0	1.0	0.0	"Medium-quality"	"Genome-fragment"	52.84	"AAI-based (high-confidence)"	0.0	1.0	""	2560196	"acc-NEIGHBOR-AB198742.1-Orthotospovirus"	15	35.82	36.67	0.0	"NODE_10_length_1059_cov_141.275862,NODE_9_length_1116_cov_325.418984,NODE_175_length_247_cov_493.327586,NODE_2_length_3175_cov_265.700838,NODE_3_length_3175_cov_127.850741,k141_53,NODE_7_length_2246_cov_335.135757,k141_27,k141_30,k141_33,NODE_5_length_2527_cov_316.890791,NODE_6_length_2471_cov_149.894495,k141_41,k141_48,k141_6"	363.0	4.07	"4071.79"	283362636.0	134.0	37.3	0.03780504	304419.0	0.0	58621.0	2.77141903500287	2056577.0	97.22858096499714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	8100524.0	8052339.0	0.0	0.0	58621.0	0.0	2056577.0	""	49681.0	23.0	0.0	0.0	0.847495	"Unknown Library"	276565629.0	134.0	37.3	0.03751474	48411.0	0.0	8940.0	0.43282141952837955	2056577.0	99.56717858047162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	1303517.0	1290453.0	0.0	0.0	2.0	953.0	1.0	3.0	1.0	953.0	0.0	0.0	956.0	0.0	0.0	0.0	32.0	32.0	208.0	208.0	6.5	6.5	41.0	3.0	6.0	5.0	7.0	72.0	4.0	7.0	0.0	0.0	51.0	44.0	144.74	0.0	239.0	148.0	100.0	100.0	100.0	99.0	87.0	5.0	0.0	0.0	0.0
"SRX17981498_cl3_it2"	"SRX17981498"	"cl3"	"it2"	"KT160280:KT160280;"	"0.983"	"8915"	"8914"	"8643"	"147"	"0"	"8888"	"246"	"8887"	"245"	"0.0"	"5619"	"Tomato spotted wilt tospovirus"	"SPECIES"	"unknown"	"Tomato spotted wilt tospovirus"	"1933298"	"unknown"	"RNA"	"N"	"L"	"Plant,Invertebrate"	"96.95"	"acc|NEIGHBOR|KT160280.1|Tomato"	"acc|NEIGHBOR|KT160280.1|Tomato spotted wilt virus segment L, complete sequence|Orthotospovirus tomatomaculae|VRL|15-SEP-2015"	"95.88"	"8915"	"8914"	"8908"	"366"	"1"	"7"	"8914"	"7"	"8913"	"0.0"	"15060"	8915.0	"No"	""	1.0	1.0	0.0	"Medium-quality"	"Genome-fragment"	52.84	"AAI-based (high-confidence)"	0.0	1.0	""	2560196	"acc-NEIGHBOR-AB198742.1-Orthotospovirus"	15	35.82	36.67	0.0	"NODE_10_length_1059_cov_141.275862,NODE_9_length_1116_cov_325.418984,NODE_175_length_247_cov_493.327586,NODE_2_length_3175_cov_265.700838,NODE_3_length_3175_cov_127.850741,k141_53,NODE_7_length_2246_cov_335.135757,k141_27,k141_30,k141_33,NODE_5_length_2527_cov_316.890791,NODE_6_length_2471_cov_149.894495,k141_41,k141_48,k141_6"	357.0	4.0	"4004.49"	283362636.0	134.0	37.3	0.03895104	313961.0	0.0	58640.0	2.7723172960640095	2056558.0	97.227682703936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	8103159.0	8060402.0	0.0	0.0	58640.0	0.0	2056558.0	""	49698.0	23.0	0.0	0.0	0.84751	"Unknown Library"	276563249.0	134.0	37.3	0.03820596	49330.0	0.0	8942.0	0.43292181069958846	2056558.0	99.5670781893004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	1303772.0	1291160.0	0.0	0.0	3.0	947.0	1.0	4.0	1.0	947.0	0.0	0.0	951.0	0.0	0.0	0.0	33.0	33.0	213.0	213.0	6.45	6.45	43.0	3.0	6.0	5.0	7.0	74.0	4.0	8.0	0.0	0.0	52.0	44.0	144.82	0.0	239.0	149.0	100.0	100.0	100.0	99.0	87.0	5.0	0.0	0.0	0.0
"SRX17981498_cl3_itvariant-calling"	"SRX17981498"	"cl3"	"itvariant-calling"	"KT160280:KT160280;"	"0.995"	"8914"	"8914"	"8643"	"43"	"0"	"8887"	"245"	"8887"	"245"	"0.0"	"5697"	"Tomato spotted wilt tospovirus"	"SPECIES"	"unknown"	"Tomato spotted wilt tospovirus"	"1933298"	"unknown"	"RNA"	"N"	"L"	"Plant,Invertebrate"	"96.96"	"acc|NEIGHBOR|KT160280.1|Tomato"	"acc|NEIGHBOR|KT160280.1|Tomato spotted wilt virus segment L, complete sequence|Orthotospovirus tomatomaculae|VRL|15-SEP-2015"	"99.63"	"8914"	"8914"	"8907"	"33"	"0"	"7"	"8913"	"7"	"8913"	"0.0"	"16277"	8914.0	"No"	""	1.0	1.0	0.0	"Medium-quality"	"Genome-fragment"	53.01	"AAI-based (high-confidence)"	0.0	1.0	""	2560196	"acc-NEIGHBOR-AB198742.1-Orthotospovirus"	15	35.82	36.67	0.0	"NODE_10_length_1059_cov_141.275862,NODE_9_length_1116_cov_325.418984,NODE_175_length_247_cov_493.327586,NODE_2_length_3175_cov_265.700838,NODE_3_length_3175_cov_127.850741,k141_53,NODE_7_length_2246_cov_335.135757,k141_27,k141_30,k141_33,NODE_5_length_2527_cov_316.890791,NODE_6_length_2471_cov_149.894495,k141_41,k141_48,k141_6"	13.0	0.15	"145.84"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"SRX25387944_cl1159_consensus"	"SRX25387944"	"cl1159"	"consensus"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1771.0	"No"	""	1.0	0.0	0.0	"Low-quality"	"Genome-fragment"	0.18	"AAI-based (high-confidence)"	0.0	1.03	"no viral genes detected"	1977636	"k141_55915"	2	0.1	0.11	0.0	"k141_40982,NODE_8406_length_1288_cov_2460.986831"	1.0	0.06	"56.47"	6441714320.0	147.0	36.6	0.01651979	131669.0	2.0	54980.0	0.12544695898135427	43772308.0	99.87455304101864	0.0	0.0	43827288.0	100.0	54716.0	0.1248445945366275	0.0	0.0	0.0	122.0	911.0	26469.0	206.2	51.3	8073677.0	7970380.0	0.0	0.0	198.0	0.0	43772308.0	21283.0	195.0	122.0	27391.0	11984.0	0.439487	"Unknown Library"	6438148324.0	147.0	36.6	0.01588494	70667.0	1.0	30817.0	0.07035342798030964	43772308.0	99.92964657201969	0.0	0.0	43803125.0	100.0	30768.0	0.07024156381536704	0.0	0.0	0.0	122.0	558.0	14840.0	205.7	55.1	4507681.0	4448678.0	0.0	0.0	2.0	45.0	1.0	3.0	1.0	45.0	0.0	0.0	48.0	0.0	0.0	0.0	12.0	12.0	30.0	30.0	2.5	2.5	5.0	0.0	2.0	2.0	2.0	6.0	4.0	2.0	0.0	0.0	11.0	8.0	1794.53	1.0	4959.0	1325.0	100.0	92.0	92.0	89.0	89.0	87.0	0.0	0.0	0.0
"SRX25387944_cl1159_it1"	"SRX25387944"	"cl1159"	"it1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1771.0	"No"	""	1.0	0.0	0.0	"Low-quality"	"Genome-fragment"	0.18	"AAI-based (high-confidence)"	0.0	1.0	"no viral genes detected; low-confidence DTR"	1977636	"k141_55915"	2	0.1	0.11	0.0	"k141_40982,NODE_8406_length_1288_cov_2460.986831"	136.0	7.68	"7679.28"	6441714320.0	147.0	36.6	0.01652013	131668.0	2.0	54980.0	0.12544695898135427	43772308.0	99.87455304101864	0.0	0.0	43827288.0	100.0	54716.0	0.1248445945366275	0.0	0.0	0.0	123.0	911.0	26469.0	206.2	51.3	8073677.0	7970157.0	0.0	0.0	198.0	0.0	43772308.0	21283.0	195.0	123.0	27391.0	11984.0	0.439487	"Unknown Library"	6438148324.0	147.0	36.6	0.01588552	70666.0	1.0	30817.0	0.07035342798030964	43772308.0	99.92964657201969	0.0	0.0	43803125.0	100.0	30768.0	0.07024156381536704	0.0	0.0	0.0	123.0	558.0	14840.0	205.7	55.1	4507681.0	4448455.0	0.0	0.0	2.0	45.0	1.0	3.0	1.0	45.0	0.0	0.0	48.0	0.0	0.0	0.0	12.0	12.0	30.0	30.0	2.5	2.5	5.0	0.0	2.0	2.0	2.0	6.0	4.0	2.0	0.0	0.0	11.0	8.0	1794.45	0.0	4959.0	1325.0	92.0	92.0	92.0	89.0	89.0	87.0	0.0	0.0	0.0
"SRX25387944_cl1159_it2"	"SRX25387944"	"cl1159"	"it2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1771.0	"No"	""	1.0	0.0	0.0	"Low-quality"	"Genome-fragment"	0.18	"AAI-based (high-confidence)"	0.0	1.0	"no viral genes detected; low-confidence DTR"	1977636	"k141_55915"	2	0.1	0.11	0.0	"k141_40982,NODE_8406_length_1288_cov_2460.986831"	136.0	7.68	"7679.28"	6441714320.0	147.0	36.6	0.01652013	131668.0	2.0	54980.0	0.12544695898135427	43772308.0	99.87455304101864	0.0	0.0	43827288.0	100.0	54716.0	0.1248445945366275	0.0	0.0	0.0	123.0	911.0	26469.0	206.2	51.3	8073677.0	7970157.0	0.0	0.0	198.0	0.0	43772308.0	21283.0	195.0	123.0	27391.0	11984.0	0.439487	"Unknown Library"	6438148324.0	147.0	36.6	0.01588552	70666.0	1.0	30817.0	0.07035342798030964	43772308.0	99.92964657201969	0.0	0.0	43803125.0	100.0	30768.0	0.07024156381536704	0.0	0.0	0.0	123.0	558.0	14840.0	205.7	55.1	4507681.0	4448455.0	0.0	0.0	2.0	45.0	1.0	3.0	1.0	45.0	0.0	0.0	48.0	0.0	0.0	0.0	12.0	12.0	30.0	30.0	2.5	2.5	5.0	0.0	2.0	2.0	2.0	6.0	4.0	2.0	0.0	0.0	11.0	8.0	1794.45	0.0	4959.0	1325.0	92.0	92.0	92.0	89.0	89.0	87.0	0.0	0.0	0.0
