# id: 'checkv'
# section_name: 'CLUSTER: Checkv'
# format: 'tsv'
# description: 'Checkv assesses the quality of metagenome-assembled viral genomes. '
# plot_type: 'table'
"(checkv) contig_id"	"(checkv) contig_length"	"(checkv) provirus"	"(checkv) proviral_length"	"(checkv) gene_count"	"(checkv) viral_genes"	"(checkv) host_genes"	"(checkv) checkv_quality"	"(checkv) miuvig_quality"	"(checkv) completeness"	"(checkv) completeness_method"	"(checkv) contamination"	"(checkv) kmer_freq"	"(checkv) warnings"	"sample"	"cluster"	"step"
"Tyrion-MN090277-MZ766668_cl0_consensus"	9244	"No"	""	12	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Tyrion-MN090277-MZ766668"	"cl0"	"consensus"
"Tyrion-MN090277-MZ766668_cl0_it1.consensus_ivar"	9233	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Tyrion-MN090277-MZ766668"	"cl0"	"it1"
"Tyrion-MN090277-MZ766668_cl0_it2.consensus_ivar"	9233	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Tyrion-MN090277-MZ766668"	"cl0"	"it2"
"Tyrion-MN090277-MZ766668_cl0_itvariant-calling.consensus_ivar"	9233	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Tyrion-MN090277-MZ766668"	"cl0"	"itvariant-calling"
"Theon-MN090277-MN090240_cl0_consensus"	9225	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Theon-MN090277-MN090240"	"cl0"	"consensus"
"Theon-MN090277-MN090240_cl0_it1.consensus_ivar"	9225	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	"Theon-MN090277-MN090240"	"cl0"	"it1"
"Theon-MN090277-MN090240_cl0_it2.consensus_ivar"	9225	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	"Theon-MN090277-MN090240"	"cl0"	"it2"
"Theon-MN090277-MN090240_cl0_itvariant-calling.consensus_ivar"	9225	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	"Theon-MN090277-MN090240"	"cl0"	"itvariant-calling"
"Rickon-MN090188_cl0_consensus"	9057	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-MN090188"	"cl0"	"consensus"
"Rickon-MN090188_cl0_it1.consensus_ivar"	9056	"No"	""	7	6	0	"High-quality"	"High-quality"	99.87	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-MN090188"	"cl0"	"it1"
"Rickon-MN090188_cl0_it2.consensus_ivar"	9056	"No"	""	7	6	0	"High-quality"	"High-quality"	99.87	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-MN090188"	"cl0"	"it2"
"Rickon-MN090188_cl0_itvariant-calling.consensus_ivar"	9056	"No"	""	7	6	0	"High-quality"	"High-quality"	99.87	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-MN090188"	"cl0"	"itvariant-calling"
"Jorah-reference_cl0_consensus"	9011	"No"	""	6	5	0	"High-quality"	"High-quality"	99.32	"AAI-based (high-confidence)"	0.0	1.0	""	"Jorah-reference"	"cl0"	"consensus"
"Jorah-reference_cl0_it1.consensus_ivar"	9011	"No"	""	6	5	0	"High-quality"	"High-quality"	99.32	"AAI-based (high-confidence)"	0.0	1.0	""	"Jorah-reference"	"cl0"	"it1"
"Jorah-reference_cl0_it2.consensus_ivar"	9011	"No"	""	6	5	0	"High-quality"	"High-quality"	99.32	"AAI-based (high-confidence)"	0.0	1.0	""	"Jorah-reference"	"cl0"	"it2"
"Jorah-reference_cl0_itvariant-calling.consensus_ivar"	9011	"No"	""	6	5	0	"High-quality"	"High-quality"	99.32	"AAI-based (high-confidence)"	0.0	1.0	""	"Jorah-reference"	"cl0"	"itvariant-calling"
"Robb-reference_cl0_consensus"	12414	"No"	""	13	11	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.75	"high kmer_freq may indicate large duplication"	"Robb-reference"	"cl0"	"consensus"
"Robb-reference_cl0_it1.consensus_ivar"	12412	"No"	""	12	10	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.87	"high kmer_freq may indicate large duplication"	"Robb-reference"	"cl0"	"it1"
"Robb-reference_cl0_it2.consensus_ivar"	12412	"No"	""	12	10	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.87	"high kmer_freq may indicate large duplication"	"Robb-reference"	"cl0"	"it2"
"Robb-reference_cl0_itvariant-calling.consensus_ivar"	12412	"No"	""	12	10	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.87	"high kmer_freq may indicate large duplication"	"Robb-reference"	"cl0"	"itvariant-calling"
"Rickon-MN090277_cl0_consensus"	9233	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Rickon-MN090277"	"cl0"	"consensus"
"Rickon-MN090277_cl0_it1.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-MN090277"	"cl0"	"it1"
"Rickon-MN090277_cl0_it2.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-MN090277"	"cl0"	"it2"
"Rickon-MN090277_cl0_itvariant-calling.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-MN090277"	"cl0"	"itvariant-calling"
"Catelyn-virosaurus_cl2_consensus"	9081	"No"	""	10	9	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Catelyn-virosaurus"	"cl2"	"consensus"
"Catelyn-virosaurus_cl2_it1.consensus_ivar"	9074	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Catelyn-virosaurus"	"cl2"	"it1"
"Catelyn-virosaurus_cl2_it2.consensus_ivar"	9074	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Catelyn-virosaurus"	"cl2"	"it2"
"Catelyn-virosaurus_cl2_itvariant-calling.consensus_ivar"	9074	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Catelyn-virosaurus"	"cl2"	"itvariant-calling"
"Jon-MN090240_cl0_consensus"	9022	"No"	""	10	8	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Jon-MN090240"	"cl0"	"consensus"
"Jon-MN090240_cl0_it1.consensus_ivar"	9022	"No"	""	7	6	0	"High-quality"	"High-quality"	99.53	"AAI-based (high-confidence)"	0.0	1.0	""	"Jon-MN090240"	"cl0"	"it1"
"Jon-MN090240_cl0_it2.consensus_ivar"	9022	"No"	""	7	6	0	"High-quality"	"High-quality"	99.53	"AAI-based (high-confidence)"	0.0	1.0	""	"Jon-MN090240"	"cl0"	"it2"
"Jon-MN090240_cl0_itvariant-calling.consensus_ivar"	9022	"No"	""	7	6	0	"High-quality"	"High-quality"	99.53	"AAI-based (high-confidence)"	0.0	1.0	""	"Jon-MN090240"	"cl0"	"itvariant-calling"
"Arya-reference_cl1_consensus"	8929	"No"	""	10	7	0	"High-quality"	"High-quality"	98.83	"AAI-based (high-confidence)"	0.0	1.0	""	"Arya-reference"	"cl1"	"consensus"
"Arya-reference_cl1_it1.consensus_ivar"	8934	"No"	""	14	12	0	"High-quality"	"High-quality"	99.15	"AAI-based (high-confidence)"	0.0	1.0	""	"Arya-reference"	"cl1"	"it1"
"Arya-reference_cl1_it2.consensus_ivar"	8934	"No"	""	14	12	0	"High-quality"	"High-quality"	99.15	"AAI-based (high-confidence)"	0.0	1.0	""	"Arya-reference"	"cl1"	"it2"
"Arya-reference_cl1_itvariant-calling.consensus_ivar"	8934	"No"	""	14	12	0	"High-quality"	"High-quality"	99.15	"AAI-based (high-confidence)"	0.0	1.0	""	"Arya-reference"	"cl1"	"itvariant-calling"
"Bran-reference_cl0_consensus_consensus"	9064	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-reference"	"cl0"	"consensus"
"Bran-reference_cl0_it1.consensus_ivar"	9064	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-reference"	"cl0"	"it1"
"Bran-reference_cl0_it2.consensus_ivar"	9064	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-reference"	"cl0"	"it2"
"Bran-reference_cl0_itvariant-calling.consensus_ivar"	9064	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-reference"	"cl0"	"itvariant-calling"
"Rickon-MN090277-MN090188_cl0_consensus"	9233	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Rickon-MN090277-MN090188"	"cl0"	"consensus"
"Rickon-MN090277-MN090188_cl0_it1.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-MN090277-MN090188"	"cl0"	"it1"
"Rickon-MN090277-MN090188_cl0_it2.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-MN090277-MN090188"	"cl0"	"it2"
"Rickon-MN090277-MN090188_cl0_itvariant-calling.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-MN090277-MN090188"	"cl0"	"itvariant-calling"
"Bran-MN090277_cl0_consensus"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Bran-MN090277"	"cl0"	"consensus"
"Bran-MN090277_cl0_it1.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Bran-MN090277"	"cl0"	"it1"
"Bran-MN090277_cl0_it2.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Bran-MN090277"	"cl0"	"it2"
"Bran-MN090277_cl0_itvariant-calling.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Bran-MN090277"	"cl0"	"itvariant-calling"
"Sansa-virosaurus_cl8_consensus"	8971	"No"	""	12	9	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Sansa-virosaurus"	"cl8"	"consensus"
"Sansa-virosaurus_cl8_it1.consensus_ivar"	8960	"No"	""	13	10	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Sansa-virosaurus"	"cl8"	"it1"
"Sansa-virosaurus_cl8_it2.consensus_ivar"	8907	"No"	""	14	11	0	"High-quality"	"High-quality"	99.82	"AAI-based (high-confidence)"	0.0	1.0	""	"Sansa-virosaurus"	"cl8"	"it2"
"Sansa-virosaurus_cl8_itvariant-calling.consensus_ivar"	8912	"No"	""	15	12	0	"High-quality"	"High-quality"	98.77	"AAI-based (high-confidence)"	0.0	1.0	""	"Sansa-virosaurus"	"cl8"	"itvariant-calling"
"Daenerys-MN090277-MZ766668_cl0_consensus"	9253	"No"	""	8	5	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Daenerys-MN090277-MZ766668"	"cl0"	"consensus"
"Daenerys-MN090277-MZ766668_cl0_it1.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Daenerys-MN090277-MZ766668"	"cl0"	"it1"
"Daenerys-MN090277-MZ766668_cl0_it2.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Daenerys-MN090277-MZ766668"	"cl0"	"it2"
"Daenerys-MN090277-MZ766668_cl0_itvariant-calling.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Daenerys-MN090277-MZ766668"	"cl0"	"itvariant-calling"
"Tyrion-virosaurus_cl1_consensus"	9958	"No"	""	12	9	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Tyrion-virosaurus"	"cl1"	"consensus"
"Tyrion-virosaurus_cl1_it1.consensus_ivar"	9924	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	"low-confidence DTR"	"Tyrion-virosaurus"	"cl1"	"it1"
"Tyrion-virosaurus_cl1_it2.consensus_ivar"	9923	"No"	""	9	8	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	"low-confidence DTR"	"Tyrion-virosaurus"	"cl1"	"it2"
"Tyrion-virosaurus_cl1_itvariant-calling.consensus_ivar"	9923	"No"	""	9	8	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	"low-confidence DTR"	"Tyrion-virosaurus"	"cl1"	"itvariant-calling"
"Jaime-MN090277_cl0_consensus"	9223	"No"	""	6	5	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Jaime-MN090277"	"cl0"	"consensus"
"Jaime-MN090277_cl0_it1.consensus_ivar"	9195	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Jaime-MN090277"	"cl0"	"it1"
"Jaime-MN090277_cl0_it2.consensus_ivar"	9173	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Jaime-MN090277"	"cl0"	"it2"
"Jaime-MN090277_cl0_itvariant-calling.consensus_ivar"	9173	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Jaime-MN090277"	"cl0"	"itvariant-calling"
"Robb-virosaurus_cl0_consensus"	9087	"No"	""	9	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Robb-virosaurus"	"cl0"	"consensus"
"Robb-virosaurus_cl0_it1.consensus_ivar"	9083	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Robb-virosaurus"	"cl0"	"it1"
"Robb-virosaurus_cl0_it2.consensus_ivar"	9083	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Robb-virosaurus"	"cl0"	"it2"
"Robb-virosaurus_cl0_itvariant-calling.consensus_ivar"	9083	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Robb-virosaurus"	"cl0"	"itvariant-calling"
"Rickon-reference_cl0_consensus"	9084	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-reference"	"cl0"	"consensus"
"Rickon-reference_cl0_it1.consensus_ivar"	9083	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-reference"	"cl0"	"it1"
"Rickon-reference_cl0_it2.consensus_ivar"	9083	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-reference"	"cl0"	"it2"
"Rickon-reference_cl0_itvariant-calling.consensus_ivar"	9083	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-reference"	"cl0"	"itvariant-calling"
"Catelyn-reference_cl0_consensus"	12420	"No"	""	11	9	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.84	"high kmer_freq may indicate large duplication"	"Catelyn-reference"	"cl0"	"consensus"
"Catelyn-reference_cl0_it1.consensus_ivar"	12418	"No"	""	12	10	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.8	"high kmer_freq may indicate large duplication"	"Catelyn-reference"	"cl0"	"it1"
"Catelyn-reference_cl0_it2.consensus_ivar"	12418	"No"	""	11	10	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.75	"high kmer_freq may indicate large duplication"	"Catelyn-reference"	"cl0"	"it2"
"Catelyn-reference_cl0_itvariant-calling.consensus_ivar"	12418	"No"	""	11	10	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.75	"high kmer_freq may indicate large duplication"	"Catelyn-reference"	"cl0"	"itvariant-calling"
"Jorah-virosaurus_cl4_consensus"	9050	"No"	""	6	5	0	"High-quality"	"High-quality"	99.75	"AAI-based (high-confidence)"	0.0	1.0	""	"Jorah-virosaurus"	"cl4"	"consensus"
"Jorah-virosaurus_cl4_it1.consensus_ivar"	9050	"No"	""	7	6	0	"High-quality"	"High-quality"	99.85	"AAI-based (high-confidence)"	0.0	1.0	""	"Jorah-virosaurus"	"cl4"	"it1"
"Jorah-virosaurus_cl4_it2.consensus_ivar"	9050	"No"	""	7	6	0	"High-quality"	"High-quality"	99.85	"AAI-based (high-confidence)"	0.0	1.0	""	"Jorah-virosaurus"	"cl4"	"it2"
"Jorah-virosaurus_cl4_itvariant-calling.consensus_ivar"	9050	"No"	""	7	6	0	"High-quality"	"High-quality"	99.85	"AAI-based (high-confidence)"	0.0	1.0	""	"Jorah-virosaurus"	"cl4"	"itvariant-calling"
"Bran-MN090240_cl0_consensus"	9022	"No"	""	7	6	0	"High-quality"	"High-quality"	99.53	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-MN090240"	"cl0"	"consensus"
"Bran-MN090240_cl0_it1.consensus_ivar"	9022	"No"	""	7	6	0	"High-quality"	"High-quality"	99.53	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-MN090240"	"cl0"	"it1"
"Bran-MN090240_cl0_it2.consensus_ivar"	9022	"No"	""	7	6	0	"High-quality"	"High-quality"	99.53	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-MN090240"	"cl0"	"it2"
"Bran-MN090240_cl0_itvariant-calling.consensus_ivar"	9022	"No"	""	7	6	0	"High-quality"	"High-quality"	99.53	"AAI-based (high-confidence)"	0.0	1.0	""	"Bran-MN090240"	"cl0"	"itvariant-calling"
"Daenerys-virosaurus_cl0_consensus"	10556	"No"	""	15	10	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.19	""	"Daenerys-virosaurus"	"cl0"	"consensus"
"Daenerys-virosaurus_cl0_it1.consensus_ivar"	10496	"No"	""	9	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.18	""	"Daenerys-virosaurus"	"cl0"	"it1"
"Daenerys-virosaurus_cl0_it2.consensus_ivar"	10460	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.12	""	"Daenerys-virosaurus"	"cl0"	"it2"
"Daenerys-virosaurus_cl0_itvariant-calling.consensus_ivar"	10453	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.09	""	"Daenerys-virosaurus"	"cl0"	"itvariant-calling"
"Jon-MN090277_cl0_consensus"	9235	"No"	""	10	8	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Jon-MN090277"	"cl0"	"consensus"
"Jon-MN090277_cl0_it1.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Jon-MN090277"	"cl0"	"it1"
"Jon-MN090277_cl0_it2.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Jon-MN090277"	"cl0"	"it2"
"Jon-MN090277_cl0_itvariant-calling.consensus_ivar"	9232	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Jon-MN090277"	"cl0"	"itvariant-calling"
"Arya-MN090277-MN090240_cl0_consensus"	9226	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Arya-MN090277-MN090240"	"cl0"	"consensus"
"Arya-MN090277-MN090240_cl0_it1.consensus_ivar"	9225	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Arya-MN090277-MN090240"	"cl0"	"it1"
"Arya-MN090277-MN090240_cl0_it2.consensus_ivar"	9225	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Arya-MN090277-MN090240"	"cl0"	"it2"
"Arya-MN090277-MN090240_cl0_itvariant-calling.consensus_ivar"	9225	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Arya-MN090277-MN090240"	"cl0"	"itvariant-calling"
"Catelyn-reference_cl1_consensus"	9298	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Catelyn-reference"	"cl1"	"consensus"
"Catelyn-reference_cl1_it1.consensus_ivar"	9298	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	"Catelyn-reference"	"cl1"	"it1"
"Catelyn-reference_cl1_it2.consensus_ivar"	9298	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	"Catelyn-reference"	"cl1"	"it2"
"Catelyn-reference_cl1_itvariant-calling.consensus_ivar"	9297	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	"Catelyn-reference"	"cl1"	"itvariant-calling"
"Jaime-MN090277-MZ766668_cl1_consensus"	9019	"No"	""	6	5	0	"High-quality"	"High-quality"	99.77	"AAI-based (high-confidence)"	0.0	1.0	""	"Jaime-MN090277-MZ766668"	"cl1"	"consensus"
"Jaime-MN090277-MZ766668_cl1_it1.consensus_ivar"	9010	"No"	""	6	5	0	"High-quality"	"High-quality"	99.31	"AAI-based (high-confidence)"	0.0	1.0	""	"Jaime-MN090277-MZ766668"	"cl1"	"it1"
"Jaime-MN090277-MZ766668_cl1_it2.consensus_ivar"	9008	"No"	""	6	5	0	"High-quality"	"High-quality"	99.28	"AAI-based (high-confidence)"	0.0	1.0	""	"Jaime-MN090277-MZ766668"	"cl1"	"it2"
"Jaime-MN090277-MZ766668_cl1_itvariant-calling.consensus_ivar"	9007	"No"	""	6	5	0	"High-quality"	"High-quality"	99.27	"AAI-based (high-confidence)"	0.0	1.0	""	"Jaime-MN090277-MZ766668"	"cl1"	"itvariant-calling"
"Jaime-reference_cl1_consensus_consensus"	9048	"No"	""	8	7	0	"High-quality"	"High-quality"	99.82	"AAI-based (high-confidence)"	0.0	1.0	""	"Jaime-reference"	"cl1"	"consensus"
"Jaime-reference_cl1_it1.consensus_ivar"	9013	"No"	""	7	6	0	"High-quality"	"High-quality"	99.32	"AAI-based (high-confidence)"	0.0	1.0	""	"Jaime-reference"	"cl1"	"it1"
"Jaime-reference_cl1_it2.consensus_ivar"	8999	"No"	""	7	6	0	"High-quality"	"High-quality"	99.19	"AAI-based (high-confidence)"	0.0	1.0	""	"Jaime-reference"	"cl1"	"it2"
"Jaime-reference_cl1_itvariant-calling.consensus_ivar"	9001	"No"	""	7	6	0	"High-quality"	"High-quality"	99.21	"AAI-based (high-confidence)"	0.0	1.0	""	"Jaime-reference"	"cl1"	"itvariant-calling"
"Jaime-MZ766668_cl1_consensus"	9019	"No"	""	6	5	0	"High-quality"	"High-quality"	99.77	"AAI-based (high-confidence)"	0.0	1.0	""	"Jaime-MZ766668"	"cl1"	"consensus"
"Jaime-MZ766668_cl1_it1.consensus_ivar"	9010	"No"	""	6	5	0	"High-quality"	"High-quality"	99.31	"AAI-based (high-confidence)"	0.0	1.0	""	"Jaime-MZ766668"	"cl1"	"it1"
"Jaime-MZ766668_cl1_it2.consensus_ivar"	9008	"No"	""	6	5	0	"High-quality"	"High-quality"	99.28	"AAI-based (high-confidence)"	0.0	1.0	""	"Jaime-MZ766668"	"cl1"	"it2"
"Jaime-MZ766668_cl1_itvariant-calling.consensus_ivar"	9007	"No"	""	6	5	0	"High-quality"	"High-quality"	99.27	"AAI-based (high-confidence)"	0.0	1.0	""	"Jaime-MZ766668"	"cl1"	"itvariant-calling"
"Rickon-virosaurus_cl0_consensus"	9075	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-virosaurus"	"cl0"	"consensus"
"Rickon-virosaurus_cl0_it1.consensus_ivar"	9074	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-virosaurus"	"cl0"	"it1"
"Rickon-virosaurus_cl0_it2.consensus_ivar"	9074	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-virosaurus"	"cl0"	"it2"
"Rickon-virosaurus_cl0_itvariant-calling.consensus_ivar"	9074	"No"	""	7	6	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	"Rickon-virosaurus"	"cl0"	"itvariant-calling"
"Theon-virosaurus_cl0_consensus"	9288	"No"	""	15	13	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Theon-virosaurus"	"cl0"	"consensus"
"Theon-virosaurus_cl0_it1.consensus_ivar"	9288	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	"Theon-virosaurus"	"cl0"	"it1"
"Theon-virosaurus_cl0_it2.consensus_ivar"	9288	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	"Theon-virosaurus"	"cl0"	"it2"
"Theon-virosaurus_cl0_itvariant-calling.consensus_ivar"	9288	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	"low-confidence DTR"	"Theon-virosaurus"	"cl0"	"itvariant-calling"
"Arya-MN090277_cl0_consensus"	9226	"No"	""	8	7	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	"Arya-MN090277"	"cl0"	"consensus"
"Arya-MN090277_cl0_it1.consensus_ivar"	9225	"No"	""	14	12	0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	"Arya-MN090277"	"cl0"	"it1"
