# id: 'contig_overview'
# section_name: 'CLUSTER: Clusters overview'
# format: 'tsv'
# description: 'Concatenation information of multiple tools regarding the clusters and the different iterations of them'
# plot_type: 'table'
"index"	"sample name"	"cluster"	"step"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"(checkv) contig_length"	"(checkv) provirus"	"(checkv) proviral_length"	"(checkv) gene_count"	"(checkv) viral_genes"	"(checkv) host_genes"	"(checkv) checkv_quality"	"(checkv) miuvig_quality"	"(checkv) completeness"	"(checkv) completeness_method"	"(checkv) contamination"	"(checkv) kmer_freq"	"(checkv) warnings"	"(quast) # N's"	"(quast) % N's"	"(quast) # N's per 100 kbp"	"(picard_dups) unpaired reads examined"	"(picard_dups) read pair optical duplicates"	"(picard_dups) unmapped reads"	"(picard_dups) estimated library size"	"(picard_dups) unpaired read duplicates"	"(picard_dups) secondary or supplementary rds"	"(picard_dups) read pairs examined"	"(picard_dups) read pair duplicates"	"(picard_dups) % duplication"	"(picard_dups) library"	"(samtools_stats) sequences"	"(samtools_stats) reads paired %"	"(samtools_stats) average length"	"(samtools_stats) is sorted"	"(samtools_stats) bases mapped (cigar)"	"(samtools_stats) reads QC failed %"	"(samtools_stats) reads unmapped"	"(samtools_stats) reads unmapped %"	"(samtools_stats) reads properly paired %"	"(samtools_stats) average quality"	"(samtools_stats) reads paired"	"(samtools_stats) non-primary alignments"	"(samtools_stats) supplementary alignments"	"(samtools_stats) reads mapped"	"(samtools_stats) reads mapped %"	"(samtools_stats) bases trimmed"	"(samtools_stats) bases duplicated"	"(samtools_stats) reads properly paired"	"(samtools_stats) outward oriented pairs"	"(samtools_stats) reads duplicated"	"(samtools_stats) reads duplicated %"	"(samtools_stats) bases mapped"	"(samtools_stats) insert size average"	"(samtools_stats) insert size standard deviation"	"(samtools_stats) inward oriented pairs"	"(samtools_stats) error rate"	"(samtools_stats) mismatches"	"(samtools_stats) reads MQ0"	"(samtools_stats) total length"	"(samtools_stats) reads QC failed"	"(ivar_variants) raw inserts"	"(ivar_variants) raw SNPs"	"(ivar_variants) raw deletions"	"(bcftools_stats) number of indels"	"(bcftools_stats) number of samples"	"(bcftools_stats) number of SNPs"	"(bcftools_stats) number of MNPs"	"(bcftools_stats) number of no-ALTs"	"(bcftools_stats) number of records"	"(bcftools_stats) number of others"	"(bcftools_stats) number of multiallelic sites"	"(bcftools_stats) number of multiallelic SNP sites"	"(bcftools_stats) number of transversions"	"(bcftools_stats) transversion in 1st alternative"	"(bcftools_stats) number of transitions"	"(bcftools_stats) transistion in 1st alternative"	"(bcftools_stats) transistions/transversions ratio"	"(bcftools_stats) transition/transversion in 1st alternative"	"(bcftools_stats) substitution T->C"	"(bcftools_stats) substitution A->C"	"(bcftools_stats) substitution C->A"	"(bcftools_stats) substitution G->T"	"(bcftools_stats) substitution A->T"	"(bcftools_stats) substitution C->T"	"(bcftools_stats) substitution T->G"	"(bcftools_stats) substitution T->A"	"(bcftools_stats) substitution G->C"	"(bcftools_stats) substitution C->G"	"(bcftools_stats) substitution G->A"	"(bcftools_stats) substitution A->G"	"(multiqc) mosdepth 1X coverage"	"(multiqc) mosdepth 5X coverage"	"(multiqc) mosdepth 10X coverage"	"(multiqc) mosdepth 50X coverage"	"(multiqc) mosdepth Median read depth"	"(multiqc) mosdepth Mean read depth"	"(multiqc) mosdepth Min read depth"	"(multiqc) mosdepth Max read depth"
"Jaime-MN090277_cl1_itvariant-calling"	"Jaime-MN090277"	"cl1"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9006.0	"No"	""	6.0	5.0	0.0	"High-quality"	"High-quality"	99.26	"AAI-based (high-confidence)"	0.0	1.0	""	0.0	0.0	"0.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Jaime-MZ766668_cl0_consensus"	"Jaime-MZ766668"	"cl0"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9581.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	1.0	0.01	"10.44"	50909.0	0.0	108653.0	1684625.0	50909.0	30627.0	1920219.0	774450.0	0.41112	"Unknown Library"	2400191.0	100.0	301.0	1.0	587933267.0	0.0	108653.0	4.526848071674296	93.54688856011876	33.0	2400191.0	0.0	30627.0	2291538.0	95.4731519283257	0.0	0.0	2245304.0	0.0	0.0	0.0	689752938.0	746.0	116.3	1121768.0	0.04240337	24930354.0	797.0	722457491.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	100.0	100.0	100.0	100.0	78056.0	61322.48	52.0	91917.0
"Jaime-MZ766668_cl0_it1"	"Jaime-MZ766668"	"cl0"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9542.0	"No"	""	8.0	7.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	0.0	0.0	"0.00"	42897.0	0.0	42911.0	1678133.0	42897.0	160650.0	1957096.0	801765.0	0.41607	"Unknown Library"	2353573.0	100.0	301.0	1.0	598338810.0	0.0	42911.0	1.8232279177233928	96.0999297663595	33.0	2353573.0	0.0	160650.0	2310662.0	98.1767720822766	0.0	0.0	2261782.0	0.0	0.0	0.0	695509262.0	740.7	118.5	1131331.0	0.03433745	20545428.0	454.0	708425473.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	100.0	100.0	100.0	100.0	78573.0	62665.49	51.0	95560.0
"Jaime-MZ766668_cl0_it2"	"Jaime-MZ766668"	"cl0"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9531.0	"No"	""	8.0	7.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	0.0	0.0	"0.00"	42805.0	0.0	42817.0	1670330.0	42805.0	107176.0	1957189.0	804374.0	0.417356	"Unknown Library"	2348447.0	100.0	301.0	1.0	605990143.0	0.0	42817.0	1.8232048668758545	96.09192798474908	33.0	2348447.0	0.0	107176.0	2305630.0	98.17679513312414	0.0	0.0	2256668.0	0.0	0.0	0.0	693994630.0	745.6	114.5	1128815.0	0.03712429	22496957.0	444.0	706882547.0	0.0	17.0	913.0	14.0	31.0	1.0	913.0	0.0	0.0	944.0	0.0	0.0	0.0	280.0	280.0	633.0	633.0	2.26	2.26	178.0	25.0	17.0	48.0	49.0	190.0	51.0	48.0	22.0	20.0	127.0	138.0	100.0	100.0	100.0	100.0	78756.0	63467.47	51.0	91939.0
"Jaime-MZ766668_cl0_itvariant-calling"	"Jaime-MZ766668"	"cl0"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9529.0	"No"	""	8.0	7.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.01	""	0.0	0.0	"0.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Jaime-MZ766668_cl1_consensus"	"Jaime-MZ766668"	"cl1"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9019.0	"No"	""	6.0	5.0	0.0	"High-quality"	"High-quality"	99.77	"AAI-based (high-confidence)"	0.0	1.0	""	0.0	0.0	"0.00"	18882.0	0.0	36080.0	1674604.0	18882.0	28643.0	1972519.0	813566.0	0.415249	"Unknown Library"	2353986.0	100.0	301.0	1.0	647328750.0	0.0	36080.0	1.5327193959522274	98.19378704886095	33.0	2353986.0	0.0	28643.0	2317906.0	98.46728060404776	0.0	0.0	2311468.0	0.0	0.0	0.0	697689706.0	760.4	96.7	1158101.0	0.03082548	19954218.0	560.0	708549786.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	100.0	100.0	100.0	100.0	80012.0	71745.31	117.0	89353.0
"Jaime-MZ766668_cl1_it1"	"Jaime-MZ766668"	"cl1"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9010.0	"No"	""	6.0	5.0	0.0	"High-quality"	"High-quality"	99.31	"AAI-based (high-confidence)"	0.0	1.0	""	0.0	0.0	"0.00"	18880.0	0.0	36074.0	1667832.0	18880.0	29176.0	1972523.0	815805.0	0.416378	"Unknown Library"	2349510.0	100.0	301.0	1.0	646803865.0	0.0	36074.0	1.5353839736796182	98.1896650791016	33.0	2349510.0	0.0	29176.0	2313436.0	98.4646160263204	0.0	0.0	2306976.0	0.0	0.0	0.0	696344236.0	760.1	96.4	1155848.0	0.0300321	19424881.0	570.0	707202510.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	100.0	100.0	100.0	100.0	80011.0	71757.6	100.0	89352.0
"Jaime-MZ766668_cl1_it2"	"Jaime-MZ766668"	"cl1"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9008.0	"No"	""	6.0	5.0	0.0	"High-quality"	"High-quality"	99.28	"AAI-based (high-confidence)"	0.0	1.0	""	0.0	0.0	"0.00"	18881.0	0.0	36075.0	1667232.0	18881.0	29176.0	1972522.0	816003.0	0.416478	"Unknown Library"	2349113.0	100.0	301.0	1.0	646679324.0	0.0	36075.0	1.5356860227668911	98.18778406998727	33.0	2349113.0	0.0	29176.0	2313038.0	98.4643139772331	0.0	0.0	2306542.0	0.0	0.0	0.0	696224438.0	760.1	96.4	1155651.0	0.03002203	19414625.0	570.0	707083013.0	0.0	11.0	886.0	8.0	19.0	1.0	886.0	0.0	0.0	905.0	0.0	0.0	0.0	269.0	269.0	617.0	617.0	2.29	2.29	127.0	44.0	51.0	17.0	44.0	124.0	22.0	50.0	22.0	19.0	189.0	177.0	100.0	100.0	100.0	100.0	80005.0	71756.91	100.0	89352.0
"Jaime-MZ766668_cl1_itvariant-calling"	"Jaime-MZ766668"	"cl1"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9007.0	"No"	""	6.0	5.0	0.0	"High-quality"	"High-quality"	99.27	"AAI-based (high-confidence)"	0.0	1.0	""	0.0	0.0	"0.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Jaime-reference_cl0_consensus"	"Jaime-reference"	"cl0"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	12446.0	"No"	""	14.0	9.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.67	"high kmer_freq may indicate large duplication"	91.0	0.74	"739.19"	162956.0	0.0	1237736.0	1753553.0	162515.0	10286.0	1299654.0	381780.0	0.335259	"Unknown Library"	3073925.0	100.0	301.0	1.0	436523021.0	0.0	1237736.0	40.265653846466655	44.51331766389876	32.8	3073925.0	0.0	10286.0	1836189.0	59.73434615353335	0.0	0.0	1368306.0	0.0	0.0	0.0	552692889.0	2089.1	2403.1	653107.0	0.04535652	19799165.0	599653.0	925251425.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	100.0	99.0	98.0	98.0	35568.0	35039.83	0.0	93840.0
"Jaime-reference_cl0_it1"	"Jaime-reference"	"cl0"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	12418.0	"No"	""	13.0	10.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.64	"high kmer_freq may indicate large duplication"	198.0	1.59	"1594.46"	155061.0	0.0	1180495.0	1823481.0	154422.0	188035.0	1332222.0	386972.0	0.329266	"Unknown Library"	3071634.0	100.0	301.0	1.0	476271624.0	0.0	1180495.0	38.43215044500744	58.31137433691645	32.8	3071634.0	0.0	188035.0	1891139.0	61.56784955499256	0.0	0.0	1791112.0	0.0	0.0	0.0	569232839.0	1866.9	2318.6	747849.0	0.03241592	15438784.0	742833.0	924561834.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	98.0	98.0	98.0	98.0	41477.0	38280.58	0.0	85082.0
"Jaime-reference_cl0_it2"	"Jaime-reference"	"cl0"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	12418.0	"No"	""	13.0	10.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.5	"high kmer_freq may indicate large duplication"	303.0	2.44	"2440.01"	155034.0	0.0	1180108.0	1745825.0	154381.0	162597.0	1332429.0	400452.0	0.338767	"Unknown Library"	3044715.0	100.0	301.0	1.0	487027843.0	0.0	1180108.0	38.75922705409209	56.19987420825922	32.8	3044715.0	0.0	162597.0	1864607.0	61.24077294590791	0.0	0.0	1711126.0	0.0	0.0	0.0	561246707.0	2063.1	2457.9	701675.0	0.03001407	14617689.0	547345.0	916459215.0	0.0	13.0	808.0	9.0	22.0	1.0	808.0	0.0	0.0	830.0	0.0	0.0	0.0	248.0	248.0	546.0	546.0	2.2	2.2	125.0	31.0	35.0	33.0	36.0	141.0	30.0	42.0	21.0	20.0	144.0	136.0	98.0	98.0	98.0	98.0	37193.0	39086.06	0.0	84132.0
"Jaime-reference_cl0_itvariant-calling"	"Jaime-reference"	"cl0"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	12448.0	"No"	""	13.0	10.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.41	""	289.0	2.32	"2321.66"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Jaime-reference_cl1_consensus"	"Jaime-reference"	"cl1"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9048.0	"No"	""	8.0	7.0	0.0	"High-quality"	"High-quality"	99.82	"AAI-based (high-confidence)"	0.0	1.0	""	18.0	0.21	"209.99"	47339.0	0.0	96121.0	1640989.0	47339.0	62524.0	1928270.0	794016.0	0.418909	"Unknown Library"	2364629.0	100.0	301.0	1.0	573158441.0	0.0	96121.0	4.064950569412792	95.49929396958254	33.0	2364629.0	0.0	62524.0	2268508.0	95.9350494305872	0.0	0.0	2258204.0	0.0	0.0	0.0	682820908.0	737.9	110.5	1133358.0	0.05129107	29397914.0	1302.0	711753329.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	100.0	100.0	100.0	100.0	78134.0	63281.74	9.0	89513.0
"Jaime-reference_cl1_it1"	"Jaime-reference"	"cl1"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9013.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	99.32	"AAI-based (high-confidence)"	0.0	1.0	""	0.0	0.0	"0.00"	42875.0	0.0	42885.0	1644867.0	42875.0	113152.0	1957120.0	812739.0	0.421608	"Unknown Library"	2331647.0	100.0	301.0	1.0	588788776.0	0.0	42885.0	1.839257829336945	97.58612688798948	33.0	2331647.0	0.0	113152.0	2288762.0	98.16074217066306	0.0	0.0	2275364.0	0.0	0.0	0.0	688917362.0	736.3	112.7	1143475.0	0.03715708	21877677.0	432.0	701825747.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	100.0	100.0	100.0	100.0	79873.0	65271.43	105.0	89868.0
"Jaime-reference_cl1_it2"	"Jaime-reference"	"cl1"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	8999.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	99.19	"AAI-based (high-confidence)"	0.0	1.0	""	0.0	0.0	"0.00"	42805.0	0.0	42817.0	1636579.0	42805.0	98787.0	1957189.0	815562.0	0.42301	"Unknown Library"	2326071.0	100.0	301.0	1.0	595313061.0	0.0	42817.0	1.840743468277624	97.53820928080012	33.0	2326071.0	0.0	98787.0	2283254.0	98.15925653172238	0.0	0.0	2268808.0	0.0	0.0	0.0	687259454.0	739.7	109.9	1140719.0	0.03667253	21831635.0	487.0	700147371.0	0.0	17.0	958.0	10.0	27.0	1.0	958.0	0.0	0.0	985.0	0.0	0.0	0.0	297.0	297.0	661.0	661.0	2.23	2.23	140.0	52.0	56.0	19.0	48.0	132.0	26.0	52.0	23.0	21.0	204.0	185.0	100.0	100.0	100.0	100.0	79892.0	66060.96	105.0	89714.0
"Jaime-reference_cl1_itvariant-calling"	"Jaime-reference"	"cl1"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9001.0	"No"	""	7.0	6.0	0.0	"High-quality"	"High-quality"	99.21	"AAI-based (high-confidence)"	0.0	1.0	""	0.0	0.0	"0.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Jaime-reference_cl2_consensus"	"Jaime-reference"	"cl2"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9348.0	"No"	""	8.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.02	""	0.0	0.0	"0.00"	12086.0	0.0	54734.0	1654687.0	12086.0	45248.0	1966590.0	816051.0	0.41675	"Unknown Library"	2355812.0	100.0	301.0	1.0	628608395.0	0.0	54734.0	2.323360268136846	97.41142332240432	33.0	2355812.0	0.0	45248.0	2301078.0	97.67663973186316	0.0	0.0	2294830.0	0.0	0.0	0.0	692624478.0	742.6	109.8	1149687.0	0.03062906	19253684.0	633.0	709099412.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	94.0	94.0	94.0	94.0	78384.0	67218.95	0.0	126835.0
"Jaime-reference_cl2_it1"	"Jaime-reference"	"cl2"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9340.0	"No"	""	8.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	521.0	5.58	"5578.16"	12066.0	0.0	54710.0	1647769.0	12066.0	44310.0	1966612.0	818378.0	0.417922	"Unknown Library"	2351178.0	100.0	301.0	1.0	627970129.0	0.0	54710.0	2.326918676510243	97.40785257432655	33.0	2351178.0	0.0	44310.0	2296468.0	97.67308132348975	0.0	0.0	2290232.0	0.0	0.0	0.0	691236868.0	742.4	109.5	1147364.0	0.02993762	18799934.0	643.0	707704578.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	94.0	94.0	94.0	94.0	78377.0	67207.09	0.0	126835.0
"Jaime-reference_cl2_it2"	"Jaime-reference"	"cl2"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9338.0	"No"	""	8.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	520.0	5.58	"5579.35"	12067.0	0.0	54711.0	1647176.0	12067.0	44310.0	1966611.0	818576.0	0.418022	"Unknown Library"	2350781.0	100.0	301.0	1.0	627845619.0	0.0	54711.0	2.3273541856940314	97.40745735140788	33.0	2350781.0	0.0	44310.0	2296070.0	97.67264581430597	0.0	0.0	2289836.0	0.0	0.0	0.0	691117070.0	742.3	109.5	1147167.0	0.02992724	18789684.0	643.0	707585081.0	0.0	11.0	869.0	8.0	19.0	1.0	869.0	0.0	0.0	888.0	0.0	0.0	0.0	264.0	264.0	605.0	605.0	2.29	2.29	123.0	43.0	51.0	15.0	42.0	123.0	22.0	50.0	22.0	19.0	185.0	174.0	94.0	94.0	94.0	94.0	78373.0	67205.45	0.0	126835.0
"Jaime-reference_cl2_itvariant-calling"	"Jaime-reference"	"cl2"	"itvariant-calling"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	9337.0	"No"	""	8.0	6.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.0	""	520.0	5.58	"5579.95"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Jaime-virosaurus_cl0_consensus"	"Jaime-virosaurus"	"cl0"	"consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	10499.0	"No"	""	7.0	4.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.14	""	2.0	0.03	"28.57"	208288.0	0.0	655552.0	1432312.0	207513.0	169301.0	1568080.0	615034.0	0.429841	"Unknown Library"	2562419.0	100.0	301.0	1.0	532556405.0	0.0	655552.0	25.58332575585804	69.2918683478385	32.9	2562419.0	0.0	169301.0	1906867.0	74.41667424414196	0.0	0.0	1775548.0	42544.0	0.0	0.0	573966967.0	1352.0	1602.5	834811.0	0.03695231	19679189.0	11447.0	771288119.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	96.0	95.0	95.0	94.0	63025.0	50710.17	0.0	97287.0
"Jaime-virosaurus_cl0_it1"	"Jaime-virosaurus"	"cl0"	"it1"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	10468.0	"No"	""	7.0	5.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.08	""	615.0	5.88	"5875.05"	218548.0	0.0	616692.0	1587143.0	217918.0	136518.0	1582380.0	580869.0	0.407783	"Unknown Library"	2620344.0	100.0	301.0	1.0	557551757.0	0.0	616692.0	23.5347725336826	71.81331916725438	32.9	2620344.0	0.0	136518.0	2003652.0	76.4652274663174	0.0	0.0	1881756.0	79665.0	0.0	0.0	603099252.0	1512.8	1749.7	842660.0	0.02544657	14187780.0	15003.0	788723544.0	0.0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	95.0	95.0	94.0	94.0	67535.0	53244.06	0.0	97926.0
"Jaime-virosaurus_cl0_it2"	"Jaime-virosaurus"	"cl0"	"it2"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	10463.0	"No"	""	6.0	5.0	0.0	"High-quality"	"High-quality"	100.0	"AAI-based (high-confidence)"	0.0	1.07	""	579.0	5.54	"5543.34"	215739.0	0.0	619769.0	1583025.0	215126.0	136974.0	1582246.0	581870.0	0.407921	"Unknown Library"	2621134.0	100.0	301.0	1.0	558366416.0	0.0	619769.0	23.645071179115604	72.18715258357642	32.9	2621134.0	0.0	136974.0	2001365.0	76.3549288208844	0.0	0.0	1892122.0	74470.0	0.0	0.0	602410865.0	1473.3	1711.4	846542.0	0.02432008	13579517.0	12199.0	788961334.0	0.0	7.0	576.0	2.0	9.0	1.0	576.0	0.0	0.0	585.0	0.0	0.0	0.0	158.0	158.0	395.0	395.0	2.5	2.5	110.0	14.0	17.0	20.0	26.0	99.0	21.0	30.0	12.0	18.0	93.0	93.0	95.0	95.0	93.0	93.0	67682.0	53354.96	0.0	97819.0
